,date,cases_new,state_id,cases_recovered,cases_death,cases_active,checkins,unique_ind,cumul_full,pop,percent_vax,temp
850,2021-04-18,332,4,101,2,1626,215982,130582,19928,1906700,0.01,29.1
851,2021-04-18,15,5,16,0,268,616992,277953,11710,932700,0.01,27.1
852,2021-04-18,42,6,29,0,494,712082,328050,22152,1128800,0.02,27.1
853,2021-04-18,15,7,17,0,292,766868,333482,33345,1678700,0.02,27.8
854,2021-04-18,35,9,32,0,372,1273714,571573,48969,2510300,0.02,27.8
855,2021-04-18,3,10,0,0,15,177520,103832,9509,254900,0.04,28.8
856,2021-04-18,84,8,114,1,931,1580820,644139,32107,1773600,0.02,28.8
857,2021-04-18,112,13,82,1,1259,1237632,451124,45788,3908500,0.01,27.9
858,2021-04-18,508,14,469,1,4887,1468552,547224,36158,2816500,0.01,25.575000000000006
859,2021-04-18,431,11,290,2,5659,5637348,2462089,62111,6538000,0.01,28.6
860,2021-04-18,16,12,37,0,212,314742,172712,21584,1259300,0.02,28.450000000000006
861,2021-04-18,176,15,82,1,1864,4467681,1917882,40265,1773700,0.02,28.8
862,2021-04-18,6,16,4,0,23,68909,29123,2340,99600,0.02,27.2
863,2021-04-18,3,17,9,0,82,239413,138753,4714,110000,0.04,28.4
864,2021-04-19,115,2,55,0,1466,2369170,1054324,33593,3781000,0.01,26.8
865,2021-04-19,48,3,55,0,387,775689,418481,26860,2185100,0.01,28.7
866,2021-04-19,290,4,117,0,1799,203537,123576,20631,1906700,0.01,28.1
867,2021-04-19,27,5,12,0,283,611507,285441,11752,932700,0.01,27.4
868,2021-04-19,91,6,28,0,557,675997,334684,22296,1128800,0.02,27.4
869,2021-04-19,32,7,31,0,293,788817,354189,33349,1678700,0.02,26.7
870,2021-04-19,43,9,37,0,378,1302710,592126,49073,2510300,0.02,29.2
871,2021-04-19,1,10,3,0,13,199934,125676,9525,254900,0.04,28.7
872,2021-04-19,91,8,119,0,903,1511420,671185,32181,1773600,0.02,28.7
873,2021-04-19,125,13,88,2,1293,1311118,505339,45943,3908500,0.01,28.0
874,2021-04-19,589,14,358,3,5114,1384694,565777,37397,2816500,0.01,26.9
875,2021-04-19,457,11,301,2,5813,4948729,2396734,63057,6538000,0.01,27.200000000000006
876,2021-04-19,8,12,34,0,186,291501,163344,22348,1259300,0.02,27.4
877,2021-04-19,153,15,146,1,1871,3991554,1842400,42513,1773700,0.02,27.3
878,2021-04-19,6,16,2,0,27,77535,32549,2340,99600,0.02,27.3
879,2021-04-19,2,17,16,0,67,198953,123547,4823,110000,0.04,27.1
880,2021-04-20,102,2,163,0,1405,2385619,1055978,34387,3781000,0.01,26.6
881,2021-04-20,44,3,53,0,378,802186,426980,27933,2185100,0.01,28.2
882,2021-04-20,429,4,105,0,2120,214184,128311,21288,1906700,0.01,29.0
883,2021-04-20,19,5,14,0,288,610387,285742,12069,932700,0.01,28.1
884,2021-04-20,17,6,86,0,488,679092,333383,22744,1128800,0.02,28.1
885,2021-04-20,17,7,24,0,286,793958,356603,33380,1678700,0.02,27.6
886,2021-04-20,34,9,46,0,366,1300753,591547,49088,2510300,0.02,28.6
887,2021-04-20,3,10,1,0,15,206590,128662,9526,254900,0.04,28.2
888,2021-04-20,92,8,84,0,911,1524884,677162,32274,1773600,0.02,28.2
889,2021-04-20,82,13,83,1,1287,1313169,504025,46235,3908500,0.01,28.16666666666667
890,2021-04-20,600,14,418,1,5294,1426557,568022,40761,2816500,0.01,26.925
891,2021-04-20,539,11,371,1,5981,5038391,2424661,64515,6538000,0.01,28.4
892,2021-04-20,15,12,40,0,161,312132,171277,22923,1259300,0.02,28.3
893,2021-04-20,344,15,100,0,2115,4115869,1872616,44680,1773700,0.03,29.2
894,2021-04-20,1,16,1,0,27,77633,32584,2340,99600,0.02,27.4
895,2021-04-20,3,17,3,0,67,198471,123512,4824,110000,0.04,27.6
896,2021-04-21,170,2,66,0,1509,2366959,1047601,35429,3781000,0.01,26.8
897,2021-04-21,55,3,27,0,406,809618,428689,29245,2185100,0.01,29.2
898,2021-04-21,370,4,128,0,2362,209336,126264,21821,1906700,0.01,29.1
899,2021-04-21,63,5,14,0,337,622740,289466,12786,932700,0.01,27.1
900,2021-04-21,24,6,29,0,483,683217,332976,23124,1128800,0.02,27.1
901,2021-04-21,81,7,13,0,354,812626,360457,33392,1678700,0.02,27.5
902,2021-04-21,38,9,26,0,378,1329338,596063,49097,2510300,0.02,29.2
903,2021-04-21,1,10,1,0,15,201739,126076,9770,254900,0.04,29.2
904,2021-04-21,111,8,72,0,950,1534435,678593,32492,1773600,0.02,29.2
905,2021-04-21,172,13,94,6,1364,1330036,505982,46506,3908500,0.01,28.43333333333333
906,2021-04-21,429,14,464,4,5253,1475460,573593,44649,2816500,0.02,27.825
907,2021-04-21,526,11,787,0,5719,5100337,2422666,65599,6538000,0.01,28.05
908,2021-04-21,1,12,31,0,131,310298,170729,23770,1259300,0.02,28.3
909,2021-04-21,291,15,143,1,2262,4110401,1862512,45990,1773700,0.03,28.7
910,2021-04-21,2,16,3,0,26,79094,32880,2340,99600,0.02,27.2
911,2021-04-21,6,17,12,0,61,196991,121473,4830,110000,0.04,27.4
912,2021-04-22,169,2,133,0,1545,2367625,1057532,37150,3781000,0.01,26.4
913,2021-04-22,91,3,49,0,448,802170,424066,30208,2185100,0.01,26.6
914,2021-04-22,662,4,192,1,2832,217772,129021,22305,1906700,0.01,27.4
915,2021-04-22,42,5,22,0,357,609493,288328,13605,932700,0.01,27.0
916,2021-04-22,55,6,61,0,477,661721,330656,24474,1128800,0.02,27.0
917,2021-04-22,29,7,20,0,363,805061,359811,33626,1678700,0.02,26.9
918,2021-04-22,49,9,42,0,385,1305737,596484,49716,2510300,0.02,27.6
919,2021-04-22,0,10,0,0,15,201963,126809,9776,254900,0.04,26.6
920,2021-04-22,144,8,132,0,962,1473232,670780,33090,1773600,0.02,26.6
921,2021-04-22,160,13,159,3,1364,1364466,513280,47319,3908500,0.01,28.1
922,2021-04-22,474,14,520,1,5204,1428619,560695,49235,2816500,0.02,27.125
923,2021-04-22,633,11,905,2,5446,5056292,2440077,67237,6538000,0.01,26.9
924,2021-04-22,22,12,56,0,97,341029,181069,24335,1259300,0.02,27.15
925,2021-04-22,332,15,238,0,2355,4113372,1895542,46315,1773700,0.03,27.2
926,2021-04-22,3,16,3,0,26,82098,33575,2448,99600,0.02,27.9
927,2021-04-22,10,17,9,0,62,215583,128439,5186,110000,0.05,26.6
928,2021-04-23,130,2,108,0,1566,2631002,1103538,37480,3781000,0.01,27.8
929,2021-04-23,44,3,33,0,459,844976,426083,30302,2185100,0.01,27.8
930,2021-04-23,476,4,99,2,3209,170489,105236,22389,1906700,0.01,27.4
931,2021-04-23,42,5,28,0,371,668889,304237,14365,932700,0.02,28.0
932,2021-04-23,105,6,46,0,536,758564,358586,24671,1128800,0.02,28.0
933,2021-04-23,39,7,3,0,399,893071,382690,33778,1678700,0.02,27.2
934,2021-04-23,45,9,51,0,379,1388338,619459,50087,2510300,0.02,28.2
935,2021-04-23,0,10,2,0,13,214721,130582,9779,254900,0.04,27.8
936,2021-04-23,89,8,128,0,922,1596908,697802,33579,1773600,0.02,27.8
937,2021-04-23,82,13,184,2,1260,1422222,522347,47578,3908500,0.01,28.13333333333333
938,2021-04-23,717,14,619,2,5296,1516212,578951,51047,2816500,0.02,28.55
939,2021-04-23,748,11,862,0,5328,5574571,2596646,68423,6538000,0.01,28.25
940,2021-04-23,11,12,17,0,91,295851,160137,24335,1259300,0.02,27.3
941,2021-04-23,302,15,153,2,2503,4665250,2046688,46971,1773700,0.03,28.4
942,2021-04-23,3,16,1,0,28,84420,33905,2556,99600,0.03,28.4
943,2021-04-23,14,17,7,0,69,254898,145754,5376,110000,0.05,28.1
944,2021-04-24,126,2,35,0,1656,2723883,1100798,37598,3781000,0.01,26.2
945,2021-04-24,34,3,44,0,449,933635,450267,30339,2185100,0.01,27.9
946,2021-04-24,518,4,128,0,3599,218500,126075,22390,1906700,0.01,27.0
947,2021-04-24,30,5,105,0,296,718627,307074,14365,932700,0.02,27.7
948,2021-04-24,27,6,34,0,529,822279,359469,24677,1128800,0.02,27.7
949,2021-04-24,22,7,30,0,391,906843,367063,33778,1678700,0.02,26.7
950,2021-04-24,54,9,33,0,400,1488713,624899,50124,2510300,0.02,28.0
951,2021-04-24,1,10,0,0,14,218899,124344,9779,254900,0.04,27.9
952,2021-04-24,134,8,87,0,969,1749032,700845,33630,1773600,0.02,27.9
953,2021-04-24,132,13,120,2,1271,1468001,507188,47928,3908500,0.01,27.7
954,2021-04-24,570,14,665,5,5198,1620755,577237,53777,2816500,0.02,28.225
955,2021-04-24,768,11,823,3,5272,6185326,2655669,68467,6538000,0.01,28.3
956,2021-04-24,50,12,5,0,136,348494,173975,24335,1259300,0.02,26.85
957,2021-04-24,240,15,168,1,2573,4943323,2075579,46972,1773700,0.03,28.9
958,2021-04-24,0,16,4,0,24,85653,32801,2671,99600,0.03,27.7
959,2021-04-24,11,17,11,0,69,254829,141940,5376,110000,0.05,27.7
960,2021-04-25,159,2,144,0,1670,2705619,1091170,39965,3781000,0.01,27.0
961,2021-04-25,76,3,54,0,471,924858,457074,30768,2185100,0.01,28.7
962,2021-04-25,424,4,95,0,3923,227325,133356,22432,1906700,0.01,27.8
963,2021-04-25,42,5,18,0,320,654884,286782,14365,932700,0.02,28.4
964,2021-04-25,57,6,64,0,521,764202,338488,24677,1128800,0.02,28.4
965,2021-04-25,33,7,7,0,416,818207,341951,34349,1678700,0.02,28.1
966,2021-04-25,64,9,51,0,413,1370007,588670,50164,2510300,0.02,28.7
967,2021-04-25,1,10,0,0,15,188942,107201,9779,254900,0.04,28.7
968,2021-04-25,117,8,150,1,936,1628609,660053,33697,1773600,0.02,28.7
969,2021-04-25,121,13,102,2,1289,1316904,466336,47930,3908500,0.01,27.66666666666667
970,2021-04-25,595,14,464,3,5324,1479333,538474,55304,2816500,0.02,27.625
971,2021-04-25,751,11,516,1,5503,5775329,2500127,68467,6538000,0.01,28.200000000000006
972,2021-04-25,25,12,5,0,156,348970,181693,25020,1259300,0.02,27.950000000000006
973,2021-04-25,217,15,169,3,2618,4611351,1981323,46972,1773700,0.03,28.8
974,2021-04-25,3,16,7,0,20,75734,30311,2671,99600,0.03,28.3
975,2021-04-25,5,17,7,0,67,264596,147390,5376,110000,0.05,27.6
976,2021-04-26,309,2,24,1,1953,2311145,1038153,42159,3781000,0.01,26.0
977,2021-04-26,39,3,31,0,479,831713,433524,30868,2185100,0.01,28.7
978,2021-04-26,343,4,145,1,4119,220576,130863,23249,1906700,0.01,28.3
979,2021-04-26,34,5,37,0,317,622515,289531,14466,932700,0.02,27.1
980,2021-04-26,112,6,35,0,596,683969,336023,25015,1128800,0.02,27.1
981,2021-04-26,34,7,43,0,407,827381,365191,34440,1678700,0.02,26.8
982,2021-04-26,45,9,38,0,420,1264710,583153,50876,2510300,0.02,28.1
983,2021-04-26,0,10,0,0,15,211267,129246,9795,254900,0.04,28.7
984,2021-04-26,123,8,73,0,985,1534981,681164,33955,1773600,0.02,28.7
985,2021-04-26,88,13,178,2,1198,1349623,511662,48366,3908500,0.01,27.766666666666666
986,2021-04-26,615,14,567,6,5370,1419695,558538,56152,2816500,0.02,28.3
987,2021-04-26,762,11,439,3,5824,5011559,2405014,69840,6538000,0.01,27.3
988,2021-04-26,9,12,24,0,141,330724,165926,25020,1259300,0.02,27.55
989,2021-04-26,254,15,153,0,2717,4079254,1874798,48298,1773700,0.03,26.9
990,2021-04-26,2,16,7,0,15,80409,32802,2750,99600,0.03,27.8
991,2021-04-26,7,17,9,0,65,212138,127551,5629,110000,0.05,27.7
992,2021-04-27,220,2,94,2,2077,2303438,1030734,43909,3781000,0.01,26.3
993,2021-04-27,51,3,40,0,490,813953,425318,31765,2185100,0.01,27.0
994,2021-04-27,484,4,172,2,4429,215766,127414,24148,1906700,0.01,27.8
995,2021-04-27,33,5,20,0,330,610407,283735,14637,932700,0.02,27.0
996,2021-04-27,39,6,67,2,568,656657,325294,26448,1128800,0.02,27.0
997,2021-04-27,35,7,15,0,427,805687,359324,34535,1678700,0.02,27.0
998,2021-04-27,38,9,44,0,413,1283916,585692,51273,2510300,0.02,28.2
999,2021-04-27,1,10,0,0,16,204132,125767,9933,254900,0.04,27.0
1000,2021-04-27,115,8,99,1,1000,1442809,655489,34115,1773600,0.02,27.0
1001,2021-04-27,82,13,140,0,1139,1303455,500119,50186,3908500,0.01,27.2
1002,2021-04-27,432,14,665,3,5135,1351133,540836,57023,2816500,0.02,26.9
1003,2021-04-27,750,11,456,2,6117,4931864,2381343,70438,6538000,0.01,26.9
1004,2021-04-27,61,12,20,0,182,342879,179687,25861,1259300,0.02,27.4
1005,2021-04-27,377,15,178,1,2916,4087271,1868691,49787,1773700,0.03,27.1
1006,2021-04-27,0,16,1,0,14,78357,32247,2853,99600,0.03,28.4
1007,2021-04-27,15,17,8,0,72,209455,125574,5840,110000,0.05,26.7
1008,2021-04-28,194,2,148,1,2123,2430350,1058802,45999,3781000,0.01,27.3
1009,2021-04-28,120,3,34,0,576,807364,424438,32174,2185100,0.01,27.6
1010,2021-04-28,523,4,123,2,4828,229308,132822,24451,1906700,0.01,28.0
1011,2021-04-28,42,5,57,0,315,639568,292720,15298,932700,0.02,27.5
1012,2021-04-28,61,6,33,1,596,682312,331906,27786,1128800,0.02,27.5
1013,2021-04-28,15,7,35,1,407,851779,371204,34919,1678700,0.02,28.2
1014,2021-04-28,69,9,46,1,436,1339293,598066,51969,2510300,0.02,26.9
1015,2021-04-28,1,10,9,0,8,200236,124081,9936,254900,0.04,27.6
1016,2021-04-28,98,8,128,1,970,1519823,674270,34255,1773600,0.02,27.6
1017,2021-04-28,87,13,189,1,1036,1374668,511039,51630,3908500,0.01,27.83333333333333
1018,2021-04-28,416,14,442,6,5105,1460321,559838,58682,2816500,0.02,27.35
1019,2021-04-28,1019,11,400,1,6729,5294035,2478870,71572,6538000,0.01,26.5
1020,2021-04-28,40,12,9,0,213,351699,183285,26148,1259300,0.02,28.1
1021,2021-04-28,440,15,168,0,3187,4428463,1950618,51891,1773700,0.03,26.8
1022,2021-04-28,4,16,0,0,18,82930,33084,2954,99600,0.03,27.7
1023,2021-04-28,13,17,1,0,84,218828,130721,6323,110000,0.06,26.2
1024,2021-04-29,207,2,182,1,2146,2400100,1060295,47537,3781000,0.01,27.4
1025,2021-04-29,105,3,75,0,606,823446,423800,32384,2185100,0.01,28.1
1026,2021-04-29,401,4,205,4,5021,232650,128971,24642,1906700,0.01,27.4
1027,2021-04-29,43,5,29,0,329,639582,295590,15924,932700,0.02,27.8
1028,2021-04-29,111,6,54,0,652,736675,347568,28984,1128800,0.03,27.8
1029,2021-04-29,92,7,3,0,496,838544,351795,34919,1678700,0.02,27.6
1030,2021-04-29,91,9,29,0,498,1288551,571572,51969,2510300,0.02,26.1
1031,2021-04-29,1,10,1,0,8,197432,119200,9936,254900,0.04,28.1
1032,2021-04-29,158,8,80,0,1047,1455896,639786,34309,1773600,0.02,28.1
1033,2021-04-29,131,13,115,1,1051,1381788,517867,52824,3908500,0.01,27.5
1034,2021-04-29,522,14,504,2,5121,1407919,551661,59579,2816500,0.02,27.875
1035,2021-04-29,1083,11,461,3,7342,5583452,2447143,71574,6538000,0.01,27.450000000000006
1036,2021-04-29,19,12,21,0,211,363219,177707,26148,1259300,0.02,27.5
1037,2021-04-29,359,15,178,4,3365,4386028,1893397,51891,1773700,0.03,27.6
1038,2021-04-29,0,16,3,0,15,75442,29859,3109,99600,0.03,27.6
1039,2021-04-29,9,17,3,0,90,238617,129333,6323,110000,0.06,27.3
1040,2021-04-30,160,2,113,2,2192,2616367,1091510,47843,3781000,0.01,26.5
1041,2021-04-30,136,3,43,0,699,885790,433848,32728,2185100,0.01,28.1
1042,2021-04-30,464,4,250,0,5231,199118,114283,24642,1906700,0.01,28.8
1043,2021-04-30,55,5,42,0,342,675083,300900,16395,932700,0.02,26.3
1044,2021-04-30,136,6,55,1,731,757613,354473,29521,1128800,0.03,26.3
1045,2021-04-30,54,7,43,0,507,883987,374938,35348,1678700,0.02,27.2
1046,2021-04-30,118,9,62,0,554,1418661,618377,52064,2510300,0.02,27.4
1047,2021-04-30,5,10,2,0,11,217920,130120,9951,254900,0.04,28.1
1048,2021-04-30,250,8,55,0,1241,1647344,699648,34630,1773600,0.02,28.1
1049,2021-04-30,89,13,162,0,978,1546938,550406,54774,3908500,0.01,28.399999999999995
1050,2021-04-30,760,14,874,5,5005,1536585,581624,59817,2816500,0.02,26.675
1051,2021-04-30,1265,11,723,6,7880,5640262,2571273,72933,6538000,0.01,27.200000000000006
1052,2021-04-30,37,12,38,0,208,314030,163855,26149,1259300,0.02,28.0
1053,2021-04-30,255,15,162,0,3453,4778668,2073948,54206,1773700,0.03,26.8
1054,2021-04-30,2,16,4,0,13,87048,33721,3256,99600,0.03,28.0
1055,2021-04-30,2,17,12,0,80,262793,148077,6713,110000,0.06,27.6
1056,2021-05-01,310,2,102,0,2398,2824615,1088777,47843,3781000,0.01,27.6
1057,2021-05-01,111,3,51,0,759,813226,401355,32991,2185100,0.02,28.5
1058,2021-05-01,442,4,211,1,5460,243034,130254,24642,1906700,0.01,28.7
1059,2021-05-01,54,5,55,0,340,679484,290478,16395,932700,0.02,26.7
1060,2021-05-01,89,6,80,1,738,793898,341598,29527,1128800,0.03,26.7
1061,2021-05-01,47,7,34,0,520,902507,359551,35767,1678700,0.02,28.0
1062,2021-05-01,64,9,57,0,560,1457534,604432,52064,2510300,0.02,28.3
1063,2021-05-01,0,10,1,0,10,204316,111805,9951,254900,0.04,28.5
1064,2021-05-01,133,8,169,2,1205,1677707,663972,34696,1773600,0.02,28.5
1065,2021-05-01,64,13,93,1,948,1538328,510777,54974,3908500,0.01,27.6
1066,2021-05-01,445,14,567,2,4881,1727879,581173,61397,2816500,0.02,27.85
1067,2021-05-01,759,11,703,5,7931,6076757,2579309,72933,6538000,0.01,27.85
1068,2021-05-01,42,12,5,1,245,393444,185539,26149,1259300,0.02,28.35
1069,2021-05-01,315,15,319,2,3449,5003465,2088715,54241,1773700,0.03,27.9
1070,2021-05-01,3,16,2,0,14,79233,30338,3256,99600,0.03,27.2
1071,2021-05-01,3,17,13,0,70,280567,155138,6713,110000,0.06,27.8
1072,2021-05-02,213,2,411,2,2198,2765851,1096780,50174,3781000,0.01,27.8
1073,2021-05-02,101,3,62,0,797,861353,432516,35948,2185100,0.02,28.5
1074,2021-05-02,400,4,548,3,5310,249750,135387,24642,1906700,0.01,29.1
1075,2021-05-02,61,5,30,0,370,649291,281419,16395,932700,0.02,26.6
1076,2021-05-02,73,6,57,2,752,747536,330784,29527,1128800,0.03,26.6
1077,2021-05-02,45,7,28,0,536,823454,341929,35767,1678700,0.02,28.4
1078,2021-05-02,77,9,35,1,601,1347170,578745,52064,2510300,0.02,27.9
1079,2021-05-02,4,10,0,0,14,188506,104403,9951,254900,0.04,28.5
1080,2021-05-02,145,8,133,0,1217,1585518,641866,35065,1773600,0.02,28.5
1081,2021-05-02,115,13,94,0,968,1488890,504005,54984,3908500,0.01,27.76666666666667
1082,2021-05-02,587,14,466,2,4998,1547706,548005,63849,2816500,0.02,27.775
1083,2021-05-02,1200,11,638,1,8489,5779987,2489103,72933,6538000,0.01,27.5
1084,2021-05-02,184,12,8,0,421,373923,181540,26153,1259300,0.02,28.75
1085,2021-05-02,198,15,182,1,3464,4690510,2000872,54241,1773700,0.03,28.1
1086,2021-05-02,7,16,2,0,19,75443,29925,3256,99600,0.03,28.8
1087,2021-05-02,8,17,4,0,74,271574,151154,6713,110000,0.06,26.9
1088,2021-05-03,205,2,74,1,2328,2506701,1076473,54702,3781000,0.01,26.8
1089,2021-05-03,103,3,72,1,827,772408,412162,39529,2185100,0.02,29.1
1090,2021-05-03,401,4,194,2,5514,252940,142380,26997,1906700,0.01,28.5
1091,2021-05-03,95,5,33,0,432,650329,292750,17095,932700,0.02,27.3
1092,2021-05-03,97,6,66,1,783,712030,338463,29768,1128800,0.03,27.3
1093,2021-05-03,55,7,13,0,578,852690,368764,37129,1678700,0.02,28.6
1094,2021-05-03,59,9,58,0,601,1389670,609860,52154,2510300,0.02,28.2
1095,2021-05-03,0,10,1,0,13,217133,127910,9957,254900,0.04,29.1
1096,2021-05-03,194,8,99,0,1312,1635563,688721,36049,1773600,0.02,29.1
1097,2021-05-03,57,13,105,1,919,1508724,544703,55513,3908500,0.01,27.566666666666666
1098,2021-05-03,356,14,460,2,4890,1559476,587709,65608,2816500,0.02,27.6
1099,2021-05-03,637,11,672,7,8448,5279723,2475942,76120,6538000,0.01,27.8
1100,2021-05-03,38,12,13,0,446,365507,186109,27784,1259300,0.02,28.55
1101,2021-05-03,200,15,203,3,3455,4443476,1987459,59386,1773700,0.03,28.0
1102,2021-05-03,0,16,1,0,18,82080,32985,3261,99600,0.03,28.9
1103,2021-05-03,3,17,4,0,73,231366,138134,7354,110000,0.07,27.6
1104,2021-05-04,336,2,71,2,2592,2490591,1075300,55351,3781000,0.01,27.8
1105,2021-05-04,155,3,67,1,915,739313,400427,40400,2185100,0.02,28.6
1106,2021-05-04,296,4,533,6,5276,249640,139316,29112,1906700,0.02,28.3
1107,2021-05-04,52,5,37,1,447,632994,289927,17298,932700,0.02,27.0
1108,2021-05-04,95,6,29,0,849,699370,335658,30327,1128800,0.03,27.0
1109,2021-05-04,41,7,19,0,600,848142,366811,38532,1678700,0.02,26.3
1110,2021-05-04,117,9,47,1,669,1326996,591549,52162,2510300,0.02,27.2
1111,2021-05-04,0,10,1,0,12,211099,126970,10626,254900,0.04,28.6
1112,2021-05-04,167,8,78,0,1401,1473324,661916,37053,1773600,0.02,28.6
1113,2021-05-04,89,13,109,2,899,1533537,548250,55751,3908500,0.01,28.16666666666667
1114,2021-05-04,620,14,389,4,5120,1518899,578490,67406,2816500,0.02,27.675
1115,2021-05-04,675,11,568,6,8547,5217786,2467732,80140,6538000,0.01,26.8
1116,2021-05-04,53,12,18,0,481,354701,182963,28872,1259300,0.02,27.3
1117,2021-05-04,408,15,361,0,3501,4352644,1962059,64459,1773700,0.04,27.3
1118,2021-05-04,5,16,1,0,22,83695,34167,3264,99600,0.03,30.3
1119,2021-05-04,11,17,6,0,78,227736,135056,7356,110000,0.07,26.3
1120,2021-05-05,292,2,270,2,2609,2562875,1094464,58459,3781000,0.02,25.9
1121,2021-05-05,124,3,81,0,957,759797,407554,41998,2185100,0.02,27.5
1122,2021-05-05,480,4,491,1,5260,258997,142810,31176,1906700,0.02,27.3
1123,2021-05-05,43,5,23,0,467,667770,297329,18727,932700,0.02,27.2
1124,2021-05-05,76,6,20,1,905,733755,343513,30655,1128800,0.03,27.2
1125,2021-05-05,49,7,72,0,577,877011,373637,39385,1678700,0.02,26.9
1126,2021-05-05,65,9,53,2,681,1359895,600818,52821,2510300,0.02,27.3
1127,2021-05-05,1,10,2,0,11,208928,125124,11271,254900,0.04,27.5
1128,2021-05-05,195,8,90,0,1506,1465965,659837,38138,1773600,0.02,27.5
1129,2021-05-05,50,13,73,0,874,1586119,558368,56299,3908500,0.01,27.3
1130,2021-05-05,419,14,418,2,5113,1648174,603971,68742,2816500,0.02,26.6
1131,2021-05-05,1548,11,576,9,9514,5664913,2575301,83785,6538000,0.01,26.5
1132,2021-05-05,73,12,15,0,539,376880,191219,29341,1259300,0.02,27.1
1133,2021-05-05,313,15,118,0,3693,4697296,2058097,69596,1773700,0.04,26.4
1134,2021-05-05,5,16,0,0,27,87792,34529,3264,99600,0.03,28.1
1135,2021-05-05,11,17,2,0,86,251134,146000,7359,110000,0.07,26.6
1136,2021-05-06,258,2,151,3,2711,2858195,1168738,61652,3781000,0.02,26.6
1137,2021-05-06,112,3,131,1,937,805092,421694,42712,2185100,0.02,27.7
1138,2021-05-06,326,4,496,2,5087,271587,149074,32023,1906700,0.02,26.4
1139,2021-05-06,82,5,31,0,518,677692,302088,18742,932700,0.02,26.8
1140,2021-05-06,85,6,75,1,915,779145,358255,31100,1128800,0.03,26.8
1141,2021-05-06,97,7,28,1,646,929790,386376,40434,1678700,0.02,26.7
1142,2021-05-06,137,9,30,0,787,1486740,638502,53833,2510300,0.02,27.8
1143,2021-05-06,3,10,2,0,11,214860,128434,11414,254900,0.04,27.7
1144,2021-05-06,305,8,206,0,1605,1591980,695750,38982,1773600,0.02,27.7
1145,2021-05-06,69,13,141,0,802,1622535,565913,56696,3908500,0.01,26.366666666666664
1146,2021-05-06,391,14,455,5,5046,1684672,613038,69159,2816500,0.02,26.85
1147,2021-05-06,1137,11,605,3,10039,4638858,2316798,87218,6538000,0.01,27.15
1148,2021-05-06,58,12,53,1,544,411605,204402,29679,1259300,0.02,26.55
1149,2021-05-06,477,15,295,2,3868,4511508,1971799,75169,1773700,0.04,26.9
1150,2021-05-06,2,16,3,0,26,90965,35332,3265,99600,0.03,26.9
1151,2021-05-06,12,17,7,0,91,232818,137055,7723,110000,0.07,27.4
1152,2021-05-07,327,2,222,2,2813,2351153,1036620,61653,3781000,0.02,25.3
1153,2021-05-07,209,3,77,1,1066,866384,429925,43082,2185100,0.02,28.6
1154,2021-05-07,297,4,702,3,4681,251910,135388,32025,1906700,0.02,28.2
1155,2021-05-07,74,5,36,0,555,740442,317171,20849,932700,0.02,27.6
1156,2021-05-07,188,6,82,0,1021,834337,378915,31335,1128800,0.03,27.6
1157,2021-05-07,78,7,43,0,679,996687,407764,41870,1678700,0.02,27.4
1158,2021-05-07,148,9,74,2,858,1470994,639462,55484,2510300,0.02,27.4
1159,2021-05-07,4,10,0,1,15,237537,135822,11584,254900,0.05,28.6
1160,2021-05-07,313,8,171,0,1745,1702393,722156,39731,1773600,0.02,28.6
1161,2021-05-07,153,13,111,1,844,1800528,602390,57158,3908500,0.01,26.83333333333333
1162,2021-05-07,750,14,703,6,5087,1824409,643252,69694,2816500,0.02,26.25
1163,2021-05-07,1424,11,874,3,10579,4735905,2330393,90547,6538000,0.01,28.05
1164,2021-05-07,87,12,31,0,600,364264,181954,29679,1259300,0.02,27.8
1165,2021-05-07,436,15,308,3,3996,3911250,1864761,79323,1773700,0.04,27.9
1166,2021-05-07,2,16,6,0,22,93661,35469,3265,99600,0.03,26.9
1167,2021-05-07,8,17,9,0,90,257857,146662,8011,110000,0.07,28.2
1168,2021-05-08,288,2,73,4,3025,2625736,1072314,63714,3781000,0.02,26.6
1169,2021-05-08,183,3,102,2,1147,959845,452964,43672,2185100,0.02,28.7
1170,2021-05-08,373,4,265,2,4786,317944,160899,32031,1906700,0.02,28.2
1171,2021-05-08,100,5,52,0,602,801234,317726,21289,932700,0.02,27.5
1172,2021-05-08,98,6,115,0,1003,868698,367843,31335,1128800,0.03,27.5
1173,2021-05-08,99,7,19,0,756,1051197,398729,43945,1678700,0.03,28.2
1174,2021-05-08,108,9,55,1,911,1584659,643714,56459,2510300,0.02,26.9
1175,2021-05-08,1,10,2,0,14,245373,128616,11584,254900,0.05,28.7
1176,2021-05-08,363,8,78,1,2028,1805228,716200,40172,1773600,0.02,28.7
1177,2021-05-08,63,13,98,1,808,1969109,608370,57197,3908500,0.01,27.566666666666666
1178,2021-05-08,479,14,526,5,5039,1967639,643153,70802,2816500,0.03,28.075000000000006
1179,2021-05-08,1722,11,1045,4,11245,5196325,2342798,91248,6538000,0.01,27.0
1180,2021-05-08,71,12,27,0,644,474209,213780,29680,1259300,0.02,28.2
1181,2021-05-08,557,15,253,5,4297,3953721,1816952,79327,1773700,0.04,27.1
1182,2021-05-08,2,16,0,0,24,101530,35031,3266,99600,0.03,27.1
1183,2021-05-08,12,17,9,0,93,246632,138247,8012,110000,0.07,26.9
1184,2021-05-09,365,2,281,4,3106,2615144,1071914,66172,3781000,0.02,26.4
