,date,cases_new,state_id,cases_recovered,cases_death,cases_active,checkins,unique_ind,cumul_full,pop,percent_vax
2923,2021-08-06,652,14,391,0,6062,1847235,692804,1535361,2816500,0.55
2924,2021-08-06,8792,11,7665,51,94146,4415002,2258286,1729283,6538000,0.26
2925,2021-08-06,460,12,308,4,4191,246726,146146,250906,1259300,0.2
2926,2021-08-06,2483,15,2020,17,29370,3028297,1583508,1192698,1773700,0.67
2927,2021-08-06,9,16,13,0,114,86604,32818,59602,99600,0.6
2928,2021-08-06,122,17,42,0,1139,160313,104168,66659,110000,0.61
2929,2021-08-07,1182,2,736,28,14812,2135988,1050833,543733,3781000,0.14
2930,2021-08-07,1514,3,1233,17,13048,732358,404511,396897,2185100,0.18
2931,2021-08-07,930,4,496,5,6953,295268,168525,309854,1906700,0.16
2932,2021-08-07,414,5,588,8,6831,465186,245301,225837,932700,0.24
2933,2021-08-07,884,6,724,5,9695,618483,322015,407649,1128800,0.36
2934,2021-08-07,714,7,377,1,7216,711520,333234,310162,1678700,0.18
2935,2021-08-07,774,9,780,6,7161,1282361,600259,552350,2510300,0.22
2936,2021-08-07,41,10,12,1,124,238736,131957,87201,254900,0.34
2937,2021-08-07,959,8,484,4,8232,1377331,633207,381703,1773600,0.22
2938,2021-08-07,1255,13,653,13,10539,1474286,544830,480432,3908500,0.12
2939,2021-08-07,573,14,395,1,6239,1863346,674375,1559203,2816500,0.55
2940,2021-08-07,7084,11,7145,88,93929,4376713,2196256,1804947,6538000,0.28
2941,2021-08-07,425,12,359,0,4251,334790,179273,260935,1259300,0.21
2942,2021-08-07,2450,15,2273,33,29501,2830575,1495681,1232229,1773700,0.69
2943,2021-08-07,2,16,5,0,111,84612,31903,60043,99600,0.6
2944,2021-08-07,56,17,62,0,1132,147171,97342,69057,110000,0.63
2945,2021-08-08,1308,2,967,14,15119,1960979,980397,559832,3781000,0.15
2946,2021-08-08,1610,3,1356,7,13267,741468,409396,414032,2185100,0.19
2947,2021-08-08,870,4,470,1,7345,322196,184845,323562,1906700,0.17
2948,2021-08-08,526,5,471,20,6879,372259,207058,228022,932700,0.24
2949,2021-08-08,1140,6,595,5,10230,505054,275690,425062,1128800,0.38
2950,2021-08-08,602,7,497,6,7311,551601,280039,311522,1678700,0.19
2951,2021-08-08,861,9,829,17,7183,1047360,523204,565550,2510300,0.23
2952,2021-08-08,6,10,12,0,118,184253,103689,87861,254900,0.34
2953,2021-08-08,694,8,257,15,8660,1126852,547400,395897,1773600,0.22
2954,2021-08-08,1379,13,463,5,11438,1221553,473946,489942,3908500,0.13
2955,2021-08-08,581,14,402,0,6417,1682079,622283,1578147,2816500,0.56
2956,2021-08-08,6565,11,8205,223,92150,3575494,1882364,1875493,6538000,0.29
2957,2021-08-08,598,12,546,5,4299,351753,189976,264816,1259300,0.21
2958,2021-08-08,1883,15,1909,40,29439,2346129,1305740,1270062,1773700,0.72
2959,2021-08-08,2,16,25,0,88,72642,28653,60059,99600,0.6
2960,2021-08-08,63,17,51,2,1144,135099,90723,71980,110000,0.65
2961,2021-08-09,1232,2,1261,24,15058,2188980,1086803,581266,3781000,0.15
2962,2021-08-09,1328,3,1215,20,13359,753910,424498,424889,2185100,0.19
2963,2021-08-09,914,4,462,4,7794,307572,179544,336005,1906700,0.18
2964,2021-08-09,360,5,495,8,6733,510399,265693,237280,932700,0.25
2965,2021-08-09,1215,6,554,14,10886,634454,337393,437160,1128800,0.39
2966,2021-08-09,604,7,500,16,7413,769189,357882,319721,1678700,0.19
2967,2021-08-09,935,9,812,2,7297,1317554,625291,577304,2510300,0.23
2968,2021-08-09,22,10,2,1,137,253669,144600,89410,254900,0.35
2969,2021-08-09,908,8,258,12,9296,1435142,671839,409116,1773600,0.23
2970,2021-08-09,1247,13,858,11,11804,1560840,578655,505340,3908500,0.13
2971,2021-08-09,589,14,465,1,6540,1819867,683295,1599839,2816500,0.57
2972,2021-08-09,5740,11,6701,77,91054,4334612,2226047,1961846,6538000,0.3
2973,2021-08-09,501,12,11,5,4781,343091,187483,267772,1259300,0.21
2974,2021-08-09,1567,15,1485,17,29481,2960905,1560403,1324434,1773700,0.75
2975,2021-08-09,8,16,11,0,85,87371,33303,61300,99600,0.62
2976,2021-08-09,66,17,97,0,1113,156104,101308,73753,110000,0.67
2977,2021-08-10,1344,2,722,20,15620,1938809,990960,604401,3781000,0.16
2978,2021-08-10,1830,3,968,3,14197,639460,367612,426242,2185100,0.2
2979,2021-08-10,1030,4,447,0,8363,256829,150624,336100,1906700,0.18
2980,2021-08-10,578,5,583,8,6712,415259,225681,240146,932700,0.26
2981,2021-08-10,564,6,713,5,10717,544611,297011,443062,1128800,0.39
2982,2021-08-10,539,7,299,0,7648,644621,310673,321124,1678700,0.19
2983,2021-08-10,953,9,795,14,7445,1190141,574481,580562,2510300,0.23
2984,2021-08-10,24,10,16,0,144,213630,125085,89444,254900,0.35
2985,2021-08-10,743,8,475,10,9534,1238655,599629,419312,1773600,0.24
2986,2021-08-10,1383,13,939,12,12215,1197175,472832,513931,3908500,0.13
2987,2021-08-10,836,14,565,3,6809,1577864,601846,1613999,2816500,0.57
2988,2021-08-10,7338,11,6576,87,91651,3846815,2006816,2044300,6538000,0.31
2989,2021-08-10,378,12,656,2,4500,292728,163355,268821,1259300,0.21
2990,2021-08-10,2374,15,2365,37,29465,2481889,1334026,1369080,1773700,0.77
2991,2021-08-10,1,16,16,0,70,67176,27619,61304,99600,0.62
2992,2021-08-10,76,17,123,0,1066,127054,83158,76295,110000,0.69
2993,2021-08-11,1693,2,798,16,16486,2140720,1080785,636903,3781000,0.17
2994,2021-08-11,1534,3,1015,21,14698,745512,422114,431978,2185100,0.2
2995,2021-08-11,1284,4,633,0,9004,312237,181753,337614,1906700,0.18
2996,2021-08-11,636,5,550,6,6787,490356,261882,247005,932700,0.26
2997,2021-08-11,1015,6,773,8,10949,634901,341024,454502,1128800,0.4
2998,2021-08-11,585,7,434,5,7786,773616,362405,332773,1678700,0.2
2999,2021-08-11,828,9,702,7,7560,1335384,633959,596031,2510300,0.24
3000,2021-08-11,29,10,3,0,170,247644,144685,89558,254900,0.35
3001,2021-08-11,1385,8,749,7,10157,1421191,671769,432290,1773600,0.24
3002,2021-08-11,1514,13,1221,13,12493,1501654,571147,535593,3908500,0.14
3003,2021-08-11,634,14,444,0,6994,1746245,671175,1631254,2816500,0.58
3004,2021-08-11,6921,11,7107,79,91344,4280774,2221953,2130212,6538000,0.33
3005,2021-08-11,613,12,625,8,4483,356511,193648,273133,1259300,0.22
3006,2021-08-11,2065,15,2839,41,28664,2916567,1537923,1414138,1773700,0.8
3007,2021-08-11,3,16,10,0,63,84382,33026,61730,99600,0.62
3008,2021-08-11,41,17,70,0,1037,156491,99746,78018,110000,0.71
3009,2021-08-12,1706,2,1128,52,17029,2086901,1065039,668268,3781000,0.18
3010,2021-08-12,2143,3,1517,19,15300,735725,416194,446009,2185100,0.2
3011,2021-08-12,972,4,973,4,8999,324576,186253,349393,1906700,0.18
3012,2021-08-12,494,5,596,10,6672,480926,257871,253919,932700,0.27
3013,2021-08-12,899,6,826,7,11014,627123,339245,469376,1128800,0.42
3014,2021-08-12,629,7,605,8,7805,764007,359732,346945,1678700,0.21
3015,2021-08-12,930,9,759,9,7720,1340235,633351,616732,2510300,0.25
3016,2021-08-12,23,10,1,0,192,251661,146762,91871,254900,0.36
3017,2021-08-12,1229,8,173,10,11195,1415365,670481,454235,1773600,0.26
3018,2021-08-12,2052,13,626,28,13901,1490484,567782,565390,3908500,0.14
3019,2021-08-12,1216,14,673,4,7535,1597786,638773,1643493,2816500,0.58
3020,2021-08-12,6278,11,7049,119,90455,4300010,2230960,2222860,6538000,0.34
3021,2021-08-12,594,12,579,4,4495,357433,194328,278089,1259300,0.22
3022,2021-08-12,2436,15,2096,44,28969,2872037,1522959,1467481,1773700,0.83
3023,2021-08-12,11,16,4,0,70,81475,32586,62112,99600,0.62
3024,2021-08-12,56,17,82,0,1011,154827,98919,80439,110000,0.73
3025,2021-08-13,1485,2,1244,26,17234,1996577,1028813,694347,3781000,0.18
3026,2021-08-13,1807,3,1348,14,15734,596335,357066,455441,2185100,0.21
3027,2021-08-13,1088,4,873,5,9209,211238,130400,350190,1906700,0.18
3028,2021-08-13,723,5,561,11,6825,476671,256081,260723,932700,0.28
3029,2021-08-13,974,6,1057,18,10919,625427,338395,484802,1128800,0.43
3030,2021-08-13,572,7,442,2,7931,761029,359996,358760,1678700,0.21
3031,2021-08-13,940,9,548,3,8102,1286378,619513,634241,2510300,0.25
3032,2021-08-13,50,10,3,0,239,233316,138899,94144,254900,0.37
3033,2021-08-13,1316,8,1255,6,11244,1359375,651566,476199,1773600,0.27
3034,2021-08-13,1654,13,785,15,14760,1423856,555072,599131,3908500,0.15
3035,2021-08-13,715,14,470,0,7777,1682879,658335,1656493,2816500,0.59
3036,2021-08-13,7449,11,6121,108,91681,4322132,2243107,2320859,6538000,0.35
3037,2021-08-13,440,12,66,3,4863,239726,144814,279012,1259300,0.22
3038,2021-08-13,2183,15,2148,66,28975,2888464,1524050,1518842,1773700,0.86
3039,2021-08-13,6,16,4,0,72,80092,32352,62506,99600,0.63
3040,2021-08-13,66,17,100,0,977,157885,100774,82045,110000,0.75
3041,2021-08-14,1425,2,1092,50,17523,1914237,989157,722043,3781000,0.19
3042,2021-08-14,1796,3,1202,14,16305,675719,384070,465157,2185100,0.21
3043,2021-08-14,1370,4,846,2,9727,283675,163160,350470,1906700,0.18
3044,2021-08-14,521,5,749,8,6585,434924,235938,265608,932700,0.28
3045,2021-08-14,727,6,872,16,10771,580763,315245,501078,1128800,0.44
3046,2021-08-14,794,7,606,1,8113,685035,328769,369672,1678700,0.22
3047,2021-08-14,1003,9,812,18,8282,1260143,598507,649172,2510300,0.26
3048,2021-08-14,61,10,30,0,270,217086,124981,95747,254900,0.38
3049,2021-08-14,1251,8,735,2,11745,1310846,614565,494572,1773600,0.28
3050,2021-08-14,1752,13,844,10,15647,1331006,519489,628182,3908500,0.16
3051,2021-08-14,725,14,420,1,8077,1676494,641059,1677705,2816500,0.6
3052,2021-08-14,6606,11,6402,77,91782,4163047,2146597,2405699,6538000,0.37
3053,2021-08-14,560,12,989,5,4433,325363,177994,281116,1259300,0.22
3054,2021-08-14,2028,15,1935,56,29042,2639773,1418612,1564373,1773700,0.88
3055,2021-08-14,0,16,5,0,67,74281,30527,62716,99600,0.63
3056,2021-08-14,51,17,116,0,912,135493,89696,84042,110000,0.76
3057,2021-08-15,1508,2,998,44,17990,1853154,950188,756959,3781000,0.2
3058,2021-08-15,1596,3,1457,15,16415,656037,376554,477719,2185100,0.22
3059,2021-08-15,1025,4,832,3,9907,311823,180429,361907,1906700,0.19
3060,2021-08-15,631,5,542,6,6661,352526,197546,267489,932700,0.29
3061,2021-08-15,698,6,705,5,10759,486022,271621,511156,1128800,0.45
3062,2021-08-15,926,7,653,4,8378,545463,282198,378898,1678700,0.23
3063,2021-08-15,1069,9,781,13,8557,980665,504139,662983,2510300,0.26
3064,2021-08-15,21,10,18,0,273,161284,95664,97656,254900,0.38
3065,2021-08-15,1111,8,129,24,12711,1011890,509429,509045,1773600,0.29
3066,2021-08-15,1665,13,1227,9,16067,1070718,445131,654268,3908500,0.17
3067,2021-08-15,963,14,586,6,8453,1484411,585611,1694677,2816500,0.6
3068,2021-08-15,7307,11,6329,107,92672,3504650,1871413,2481931,6538000,0.38
3069,2021-08-15,534,12,526,0,4439,355587,194951,288539,1259300,0.23
3070,2021-08-15,1442,15,2092,46,28352,2242487,1259877,1607389,1773700,0.91
3071,2021-08-15,3,16,1,0,69,64865,27456,62720,99600,0.63
3072,2021-08-15,47,17,69,0,890,129044,86178,85679,110000,0.78
3073,2021-08-16,1510,2,1163,32,18300,2093647,1066633,797490,3781000,0.21
3074,2021-08-16,1592,3,1354,21,16636,677438,394319,493046,2185100,0.23
3075,2021-08-16,1227,4,905,9,10221,298222,175465,378775,1906700,0.2
3076,2021-08-16,1120,5,481,16,7288,483779,258519,275314,932700,0.3
3077,2021-08-16,343,6,853,5,10241,644401,345632,527060,1128800,0.47
3078,2021-08-16,646,7,521,0,8491,759754,360522,396713,1678700,0.24
3079,2021-08-16,938,9,739,10,8737,1265680,610677,678897,2510300,0.27
3080,2021-08-16,20,10,16,0,276,232358,138934,100171,254900,0.39
3081,2021-08-16,1251,8,1222,19,12726,1296845,632496,523800,1773600,0.3
3082,2021-08-16,1728,13,1517,15,16253,1464225,568287,679965,3908500,0.17
3083,2021-08-16,1566,14,470,5,9548,1631084,646452,1706836,2816500,0.61
3084,2021-08-16,5706,11,6198,104,92076,4258404,2232105,2568930,6538000,0.39
3085,2021-08-16,688,12,416,3,4703,347517,192265,296857,1259300,0.24
3086,2021-08-16,1360,15,1546,35,28141,2846593,1518318,1658700,1773700,0.94
3087,2021-08-16,2,16,7,0,64,79524,32188,63535,99600,0.64
3088,2021-08-16,43,17,42,0,891,157640,100163,88047,110000,0.8
3089,2021-08-17,1309,2,1236,41,18335,2045614,1055226,837065,3781000,0.22
3090,2021-08-17,1863,3,1287,9,17187,695863,403059,509765,2185100,0.23
3091,2021-08-17,1268,4,628,7,10853,299421,175122,395737,1906700,0.21
3092,2021-08-17,623,5,493,19,7407,449418,248724,281444,932700,0.3
3093,2021-08-17,490,6,737,9,9992,638248,342584,542129,1128800,0.48
3094,2021-08-17,670,7,613,22,8542,727025,352348,418274,1678700,0.25
3095,2021-08-17,1101,9,622,19,9205,1273235,613770,695043,2510300,0.28
3096,2021-08-17,37,10,23,0,290,232272,139099,102528,254900,0.4
3097,2021-08-17,1275,8,931,8,13054,1330387,644059,540311,1773600,0.3
3098,2021-08-17,2103,13,638,15,17698,1432498,558822,708917,3908500,0.18
3099,2021-08-17,835,14,645,2,9735,1602503,637814,1719279,2816500,0.61
3100,2021-08-17,5753,11,5874,90,91871,4305064,2255317,2658372,6538000,0.41
3101,2021-08-17,498,12,294,5,4903,329969,187352,305603,1259300,0.24
3102,2021-08-17,1765,15,2364,47,27518,2959760,1550961,1715314,1773700,0.97
3103,2021-08-17,0,16,7,0,57,78510,32077,64032,99600,0.64
3104,2021-08-17,41,17,75,0,856,159086,100190,90412,110000,0.82
3105,2021-08-18,1477,2,1096,37,18667,2054208,1059324,874285,3781000,0.23
3106,2021-08-18,1852,3,1269,14,17745,690294,399443,525446,2185100,0.24
3107,2021-08-18,1351,4,339,6,11860,311967,180294,414116,1906700,0.22
3108,2021-08-18,579,5,535,7,7442,471806,256143,287150,932700,0.31
3109,2021-08-18,577,6,644,8,9920,638611,343345,552543,1128800,0.49
3110,2021-08-18,675,7,541,6,8670,749291,358045,436531,1678700,0.26
3111,2021-08-18,1036,9,888,9,9339,1270387,612830,706885,2510300,0.28
3112,2021-08-18,50,10,28,0,312,224056,134473,105487,254900,0.41
3113,2021-08-18,1867,8,1487,15,13417,1317238,640101,557246,1773600,0.31
3114,2021-08-18,2413,13,828,18,19260,1482789,568830,740309,3908500,0.19
3115,2021-08-18,1403,14,754,2,10379,1698195,656755,1730556,2816500,0.61
3116,2021-08-18,6858,11,8241,74,90402,4079969,2206869,2769172,6538000,0.42
3117,2021-08-18,487,12,550,5,4832,349747,195111,314509,1259300,0.25
3118,2021-08-18,1587,15,2419,24,26660,2768337,1503828,1777067,1773700,1.0
3119,2021-08-18,5,16,10,0,52,78581,32235,64356,99600,0.65
3120,2021-08-18,25,17,51,0,830,153325,97575,93206,110000,0.85
3121,2021-08-19,1526,2,1363,36,18793,2069826,1060212,913641,3781000,0.24
3122,2021-08-19,2137,3,1623,1,18232,755237,424837,540465,2185100,0.25
3123,2021-08-19,1271,4,1446,5,11677,332661,188421,432360,1906700,0.23
3124,2021-08-19,737,5,539,8,7631,466465,254144,293241,932700,0.31
3125,2021-08-19,556,6,903,4,9566,692808,359662,562744,1128800,0.5
3126,2021-08-19,736,7,583,8,8815,790925,369061,451105,1678700,0.27
3127,2021-08-19,1229,9,759,1,9800,1383782,642061,724980,2510300,0.29
3128,2021-08-19,42,10,16,0,338,245313,142409,107685,254900,0.42
3129,2021-08-19,1655,8,746,8,14306,1393089,660471,573016,1773600,0.32
3130,2021-08-19,2583,13,2037,11,19777,1505790,574154,772760,3908500,0.2
3131,2021-08-19,1206,14,637,4,10945,1785869,667735,1741075,2816500,0.62
3132,2021-08-19,7175,11,8417,65,89080,4689665,2393438,2868751,6538000,0.44
3133,2021-08-19,621,12,479,4,4972,381257,205375,323786,1259300,0.26
3134,2021-08-19,1439,15,2113,23,25968,3171620,1655762,1835047,1773700,1.03
3135,2021-08-19,9,16,6,0,55,79906,32412,64668,99600,0.65
3136,2021-08-19,26,17,53,0,803,175328,108371,95368,110000,0.87
3137,2021-08-20,1323,2,1257,23,18815,1920225,1012104,952428,3781000,0.25
3138,2021-08-20,1932,3,1455,9,18677,635039,375040,549609,2185100,0.25
3139,2021-08-20,1281,4,964,3,11988,239893,142770,434602,1906700,0.23
3140,2021-08-20,610,5,396,0,7841,501380,266282,300789,932700,0.32
3141,2021-08-20,608,6,966,11,9205,695622,361623,573157,1128800,0.51
3142,2021-08-20,517,7,660,3,8667,782012,367248,469412,1678700,0.28
3143,2021-08-20,1248,9,624,16,10417,1313933,629015,740029,2510300,0.29
3144,2021-08-20,64,10,18,0,383,232295,136692,108707,254900,0.43
3145,2021-08-20,1523,8,822,15,14993,1357202,652327,591481,1773600,0.33
3146,2021-08-20,2738,13,1756,17,20737,1563086,583542,805028,3908500,0.21
3147,2021-08-20,2548,14,574,0,12918,1878761,688918,1752356,2816500,0.62
3148,2021-08-20,6974,11,8801,101,87175,4517860,2356708,2975384,6538000,0.46
3149,2021-08-20,521,12,533,4,4959,262799,156281,327873,1259300,0.26
3150,2021-08-20,1652,15,2507,31,25098,3061943,1616196,1897031,1773700,1.07
3151,2021-08-20,1,16,1,0,55,86113,33846,64935,99600,0.65
3152,2021-08-20,24,17,114,0,713,170311,106912,99213,110000,0.9
3153,2021-08-21,1558,2,1012,14,19302,2069248,1040712,983995,3781000,0.26
3154,2021-08-21,1880,3,1780,23,18748,721952,406563,562796,2185100,0.26
3155,2021-08-21,1039,4,845,0,12175,322526,179213,438262,1906700,0.23
3156,2021-08-21,882,5,623,18,8093,463745,247699,305594,932700,0.33
3157,2021-08-21,405,6,893,11,8715,696097,351480,578308,1128800,0.51
3158,2021-08-21,664,7,712,5,8615,741550,346600,483211,1678700,0.29
3159,2021-08-21,946,9,829,7,10523,1349721,624060,751456,2510300,0.3
3160,2021-08-21,38,10,43,0,378,226124,126948,109882,254900,0.43
3161,2021-08-21,1459,8,205,20,16235,1361038,629969,609464,1773600,0.34
3162,2021-08-21,2651,13,1153,27,22212,1376679,531715,841470,3908500,0.22
3163,2021-08-21,1964,14,700,2,14179,1762020,647441,1763952,2816500,0.63
3164,2021-08-21,7011,11,6812,78,87305,4927313,2423651,3080729,6538000,0.47
3165,2021-08-21,495,12,507,0,4946,361999,192282,336776,1259300,0.27
3166,2021-08-21,1220,15,2399,17,23898,3160817,1630097,1954399,1773700,1.1
3167,2021-08-21,9,16,6,0,58,75695,30996,65151,99600,0.65
3168,2021-08-21,41,17,57,1,697,166421,104950,102250,110000,0.93
3169,2021-08-22,1391,2,1225,64,19415,1817591,943331,1018088,3781000,0.27
3170,2021-08-22,1948,3,1891,11,18767,709067,400329,578659,2185100,0.26
3171,2021-08-22,1196,4,1107,9,12257,345380,194815,457928,1906700,0.24
3172,2021-08-22,558,5,391,3,8250,348760,199030,308154,932700,0.33
3173,2021-08-22,508,6,1055,3,8163,591009,309535,583845,1128800,0.52
3174,2021-08-22,598,7,437,1,8771,609213,302869,490720,1678700,0.29
3175,2021-08-22,703,9,835,5,10379,1080352,536200,762760,2510300,0.3
3176,2021-08-22,54,10,11,0,420,168129,97267,111476,254900,0.44
3177,2021-08-22,1501,8,648,8,17070,1065395,526960,625966,1773600,0.35
3178,2021-08-22,2638,13,903,16,23919,1159239,463497,866547,3908500,0.22
3179,2021-08-22,1772,14,632,1,15315,1497335,581132,1774122,2816500,0.63
3180,2021-08-22,5379,11,6453,94,86132,4288216,2157485,3185630,6538000,0.49
3181,2021-08-22,534,12,668,2,4809,385765,207283,343373,1259300,0.27
3182,2021-08-22,999,15,1870,15,23007,2826121,1471143,2004730,1773700,1.13
3183,2021-08-22,4,16,4,0,58,62956,27340,65153,99600,0.65
3184,2021-08-22,24,17,70,0,651,162994,102502,104899,110000,0.95
3185,2021-08-23,1367,2,1299,53,19440,2122345,1083848,1056360,3781000,0.28
3186,2021-08-23,1602,3,2084,9,18259,748344,427402,593637,2185100,0.27
3187,2021-08-23,1176,4,1274,9,12145,337219,192342,478500,1906700,0.25
3188,2021-08-23,363,5,250,6,8355,507376,268135,317985,932700,0.34
3189,2021-08-23,478,6,1161,11,7471,715740,370929,591909,1128800,0.52
3190,2021-08-23,506,7,690,7,8581,814806,375665,506621,1678700,0.3
3191,2021-08-23,952,9,1139,4,10189,1397256,650407,776733,2510300,0.31
3192,2021-08-23,57,10,12,3,462,241834,141078,113323,254900,0.44
3193,2021-08-23,1451,8,875,28,17624,1404537,665609,650043,1773600,0.37
3194,2021-08-23,2474,13,1743,25,24620,1499893,575215,897041,3908500,0.23
3195,2021-08-23,1538,14,534,3,16315,1557015,623153,1783507,2816500,0.63
3196,2021-08-23,4316,11,5759,7,84606,4764049,2421716,3222326,6538000,0.49
3197,2021-08-23,470,12,578,0,4698,380642,205715,351365,1259300,0.28
3198,2021-08-23,891,15,1587,9,22292,3245037,1651197,2026227,1773700,1.14
3199,2021-08-23,7,16,6,0,59,78581,31911,65524,99600,0.66
3200,2021-08-23,24,17,62,0,613,172796,107769,107334,110000,0.98
3201,2021-08-24,1743,2,1305,41,19845,1958351,1033456,1095181,3781000,0.29
3202,2021-08-24,1772,3,1648,32,18364,691587,407617,609929,2185100,0.28
3203,2021-08-24,1422,4,935,3,12623,320988,186098,498987,1906700,0.26
3204,2021-08-24,396,5,665,3,8076,401628,221253,329585,932700,0.35
3205,2021-08-24,351,6,580,12,7241,706635,366666,600923,1128800,0.53
3206,2021-08-24,521,7,456,9,8641,801910,374119,530262,1678700,0.32
3207,2021-08-24,1242,9,634,16,10790,1302177,628753,802179,2510300,0.32
3208,2021-08-24,74,10,30,2,506,214779,132559,114699,254900,0.45
3209,2021-08-24,2054,8,549,23,19124,1286715,639129,676785,1773600,0.38
3210,2021-08-24,3376,13,830,17,27135,1504900,576344,929235,3908500,0.24
3211,2021-08-24,1543,14,826,2,17026,1553686,623011,1789209,2816500,0.64
3212,2021-08-24,4645,11,7306,36,81895,4760774,2428139,3259091,6538000,0.5
3213,2021-08-24,383,12,424,5,4654,378513,205274,358353,1259300,0.28
3214,2021-08-24,1284,15,2345,10,21223,3200743,1637690,2046415,1773700,1.15
3215,2021-08-24,4,16,9,0,54,79529,32320,65725,99600,0.66
3216,2021-08-24,27,17,71,0,569,173090,106816,108402,110000,0.99
3217,2021-08-25,1832,2,1594,39,20040,2157984,1093684,1133841,3781000,0.3
3218,2021-08-25,2279,3,1813,19,18807,768578,435514,625448,2185100,0.29
3219,2021-08-25,1424,4,655,5,13375,345093,195624,518626,1906700,0.27
3220,2021-08-25,342,5,534,4,7880,523447,275169,344584,932700,0.37
3221,2021-08-25,269,6,929,12,6576,722340,373331,609678,1128800,0.54
3222,2021-08-25,522,7,545,5,8609,816786,377551,548501,1678700,0.33
3223,2021-08-25,1390,9,1155,9,11021,1397725,655058,827797,2510300,0.33
3224,2021-08-25,44,10,24,0,526,240467,141445,115826,254900,0.45
3225,2021-08-25,1427,8,1358,18,19162,1399522,666574,699503,1773600,0.39
3226,2021-08-25,3224,13,2023,23,28307,1490427,571691,965561,3908500,0.25
3227,2021-08-25,1667,14,720,6,17970,1521823,615456,1793390,2816500,0.64
3228,2021-08-25,6325,11,6779,105,81389,4824441,2456591,3296268,6538000,0.5
3229,2021-08-25,744,12,590,2,4804,388922,208434,365544,1259300,0.29
3230,2021-08-25,1128,15,2032,18,20308,3247413,1669816,2068789,1773700,1.17
3231,2021-08-25,4,16,0,0,58,80615,32784,65939,99600,0.66
3232,2021-08-25,21,17,47,0,543,177425,110073,110778,110000,1.01
3233,2021-08-26,2785,2,1533,48,21253,2136331,1088235,1165364,3781000,0.31
3234,2021-08-26,1538,3,2142,15,18176,769793,435511,643220,2185100,0.29
3235,2021-08-26,1312,4,1343,9,13333,352937,199011,538176,1906700,0.28
3236,2021-08-26,515,5,423,33,7962,516093,274399,359061,932700,0.38
3237,2021-08-26,526,6,824,20,6272,745489,381948,617864,1128800,0.55
3238,2021-08-26,690,7,923,8,8366,816343,377545,564591,1678700,0.34
3239,2021-08-26,1170,9,1379,15,10803,1385464,651111,848905,2510300,0.34
3240,2021-08-26,67,10,38,0,552,237771,140726,116434,254900,0.46
3241,2021-08-26,2078,8,1298,31,19918,1379465,661079,721817,1773600,0.41
3242,2021-08-26,3487,13,2554,26,29188,1508856,574547,1002217,3908500,0.26
3243,2021-08-26,2024,14,1196,0,18795,1538773,618809,1799958,2816500,0.64
3244,2021-08-26,6936,11,6156,125,82104,4900249,2483955,3336380,6538000,0.51
3245,2021-08-26,567,12,441,2,4926,404462,213908,372404,1259300,0.3
3246,2021-08-26,881,15,2348,61,18834,3317077,1689140,2091465,1773700,1.18
3247,2021-08-26,3,16,7,0,54,82088,33085,66057,99600,0.66
3248,2021-08-26,20,17,52,0,511,177986,110969,113162,110000,1.03
3249,2021-08-27,1809,2,1357,37,21652,2127236,1077658,1197512,3781000,0.32
3250,2021-08-27,2072,3,2123,20,18107,683587,399687,657709,2185100,0.3
3251,2021-08-27,1051,4,1336,8,13038,246554,148525,541087,1906700,0.28
3252,2021-08-27,589,5,710,6,7831,528206,277679,372865,932700,0.4
3253,2021-08-27,338,6,962,13,5646,758852,386308,625528,1128800,0.55
3254,2021-08-27,610,7,669,8,8300,835287,384949,582584,1678700,0.35
3255,2021-08-27,939,9,822,15,10912,1418770,663229,863451,2510300,0.34
3256,2021-08-27,76,10,38,2,589,243022,142269,116778,254900,0.46
3257,2021-08-27,1829,8,1093,38,20637,1412621,666567,738312,1773600,0.42
3258,2021-08-27,3010,13,2272,41,29892,1490798,572662,1035111,3908500,0.26
3259,2021-08-27,2224,14,700,3,20312,1598529,631146,1803573,2816500,0.64
3260,2021-08-27,5920,11,7295,104,80676,5003807,2524758,3372950,6538000,0.52
3261,2021-08-27,488,12,389,5,5022,279479,163368,374064,1259300,0.3
3262,2021-08-27,1068,15,2045,39,17844,3413453,1726001,2112276,1773700,1.19
3263,2021-08-27,8,16,4,0,58,88600,34361,66215,99600,0.66
3264,2021-08-27,39,17,62,0,488,186679,115140,115107,110000,1.05
3265,2021-08-28,1896,2,1271,46,22225,2091315,1051080,1226285,3781000,0.32
3266,2021-08-28,2162,3,1867,18,18381,760141,420889,678023,2185100,0.31
3267,2021-08-28,1289,4,1355,2,12967,340335,188736,548962,1906700,0.29
3268,2021-08-28,269,5,432,13,7664,503314,263174,386473,932700,0.41
3269,2021-08-28,345,6,711,3,5277,776614,379974,631452,1128800,0.56
3270,2021-08-28,579,7,840,6,8036,764447,355895,593511,1678700,0.35
3271,2021-08-28,1061,9,905,7,11057,1370155,636782,872820,2510300,0.35
3272,2021-08-28,98,10,56,1,631,222149,126627,118376,254900,0.46
3273,2021-08-28,1920,8,1237,17,21304,1340013,626668,753065,1773600,0.42
3274,2021-08-28,2834,13,1136,17,31543,1419364,539880,1066421,3908500,0.27
3275,2021-08-28,2427,14,854,5,21882,1544335,599257,1806994,2816500,0.64
3276,2021-08-28,5814,11,6373,91,80058,5201604,2523385,3410827,6538000,0.52
3277,2021-08-28,739,12,481,0,5275,365347,194588,378986,1259300,0.3
