,date,cases_new,state_id,cases_recovered,cases_death,cases_active,checkins,unique_ind,cumul_full,pop,percent_vax
1055,2021-04-11,4,16,14,0,41,81226,31562,2340,99600,0.02
1056,2021-04-11,11,17,1,0,89,312970,171853,4559,110000,0.04
1057,2021-04-12,61,2,187,0,1041,2852666,1173125,28490,3781000,0.01
1058,2021-04-12,47,3,27,0,361,1030065,502928,26101,2185100,0.01
1059,2021-04-12,58,4,51,0,820,378355,196727,19125,1906700,0.01
1060,2021-04-12,11,5,4,0,235,761968,321317,10486,932700,0.01
1061,2021-04-12,63,6,42,0,360,810535,375922,17856,1128800,0.02
1062,2021-04-12,32,7,7,0,317,1082061,423851,32842,1678700,0.02
1063,2021-04-12,21,9,17,0,757,1621041,676788,46734,2510300,0.02
1064,2021-04-12,2,10,0,0,8,251491,145107,9499,254900,0.04
1065,2021-04-12,112,8,120,0,1127,1729458,723386,29842,1773600,0.02
1066,2021-04-12,109,13,61,1,926,1702401,581237,44394,3908500,0.01
1067,2021-04-12,351,14,198,0,3371,1730710,637635,34120,2816500,0.01
1068,2021-04-12,303,11,296,1,4924,6101132,2727320,54509,6538000,0.01
1069,2021-04-12,22,12,3,0,171,425776,208953,19357,1259300,0.02
1070,2021-04-12,116,15,32,2,1209,4874421,2124493,35517,1773700,0.02
1071,2021-04-12,0,16,7,0,34,91671,35596,2340,99600,0.02
1072,2021-04-12,9,17,0,0,98,286185,160477,4562,110000,0.04
1073,2021-04-13,74,2,56,0,1059,2368650,1014348,28533,3781000,0.01
1074,2021-04-13,39,3,30,0,370,679926,367302,26102,2185100,0.01
1075,2021-04-13,103,4,38,0,885,223849,132679,19132,1906700,0.01
1076,2021-04-13,17,5,9,0,243,555959,257253,10486,932700,0.01
1077,2021-04-13,29,6,9,0,380,658061,326793,19293,1128800,0.02
1078,2021-04-13,14,7,16,0,315,772701,348559,32993,1678700,0.02
1079,2021-04-13,36,9,14,0,779,1287565,583602,47150,2510300,0.02
1080,2021-04-13,0,10,0,0,8,201958,125884,9500,254900,0.04
1081,2021-04-13,92,8,163,0,1056,1524094,666662,30730,1773600,0.02
1082,2021-04-13,117,13,86,4,956,1370102,513199,44785,3908500,0.01
1083,2021-04-13,607,14,316,4,3659,1558406,600297,34189,2816500,0.01
1084,2021-04-13,483,11,491,3,4915,4850451,2355573,57108,6538000,0.01
1085,2021-04-13,13,12,7,1,177,284869,160386,19936,1259300,0.02
1086,2021-04-13,133,15,47,0,1295,3863849,1805197,36628,1773700,0.02
1087,2021-04-13,3,16,0,0,37,76978,32559,2340,99600,0.02
1088,2021-04-13,7,17,8,0,97,186295,119518,4569,110000,0.04
1089,2021-04-14,84,2,109,0,1033,2394128,1054634,29761,3781000,0.01
1090,2021-04-14,53,3,35,0,388,769549,414908,26115,2185100,0.01
1091,2021-04-14,226,4,72,0,1039,231628,138012,19150,1906700,0.01
1092,2021-04-14,6,5,26,0,223,627458,288063,10752,932700,0.01
1093,2021-04-14,51,6,33,0,398,680758,333039,20745,1128800,0.02
1094,2021-04-14,13,7,35,0,293,789353,353272,33006,1678700,0.02
1095,2021-04-14,56,9,58,0,777,1281235,583265,47242,2510300,0.02
1096,2021-04-14,3,10,0,0,11,199993,124509,9507,254900,0.04
1097,2021-04-14,92,8,169,0,979,1538347,671798,31505,1773600,0.02
1098,2021-04-14,142,13,82,1,1016,1396154,519493,45128,3908500,0.01
1099,2021-04-14,489,14,238,5,3908,1545557,595832,34262,2816500,0.01
1100,2021-04-14,517,11,561,1,4870,5031494,2401342,58920,6538000,0.01
1101,2021-04-14,14,12,3,0,188,289412,164259,20288,1259300,0.02
1102,2021-04-14,134,15,44,1,1384,4019189,1831332,37928,1773700,0.02
1103,2021-04-14,1,16,15,0,23,79276,32993,2340,99600,0.02
1104,2021-04-14,8,17,5,0,100,193464,120663,4575,110000,0.04
1105,2021-04-15,182,2,144,1,1071,2230662,1018963,30939,3781000,0.01
1106,2021-04-15,26,3,13,0,401,771621,415820,26190,2185100,0.01
1107,2021-04-15,221,4,94,0,1166,260066,149431,19544,1906700,0.01
1108,2021-04-15,53,5,12,0,264,546324,257793,10752,932700,0.01
1109,2021-04-15,34,6,28,0,404,646447,325942,21739,1128800,0.02
1110,2021-04-15,34,7,20,0,307,786121,354563,33234,1678700,0.02
1111,2021-04-15,51,9,17,0,811,1293706,589114,48752,2510300,0.02
1112,2021-04-15,1,10,1,0,11,201028,127038,9507,254900,0.04
1113,2021-04-15,134,8,131,0,982,1520348,672031,32049,1773600,0.02
1114,2021-04-15,202,13,77,1,1140,1361911,514725,45454,3908500,0.01
1115,2021-04-15,512,14,233,2,4186,1521831,597051,34397,2816500,0.01
1116,2021-04-15,459,11,344,3,4984,4897642,2381614,60777,6538000,0.01
1117,2021-04-15,57,12,8,0,237,300100,168018,20739,1259300,0.02
1118,2021-04-15,171,15,125,3,1429,3940314,1829671,39404,1773700,0.02
1119,2021-04-15,3,16,7,0,19,79009,33296,2340,99600,0.02
1120,2021-04-15,8,17,5,0,103,194985,120903,4575,110000,0.04
1121,2021-04-16,121,2,88,0,1104,2522338,1082164,30988,3781000,0.01
1122,2021-04-16,35,3,50,0,386,789229,412717,26190,2185100,0.01
1123,2021-04-16,164,4,83,0,1245,167460,107689,19544,1906700,0.01
1124,2021-04-16,28,5,20,0,272,639788,295234,11108,932700,0.01
1125,2021-04-16,53,6,33,0,424,706773,347673,22152,1128800,0.02
1126,2021-04-16,47,7,51,0,303,837595,370423,33329,1678700,0.02
1127,2021-04-16,49,9,200,0,660,1335417,606409,48942,2510300,0.02
1128,2021-04-16,2,10,2,0,11,213393,130823,9507,254900,0.04
1129,2021-04-16,91,8,102,0,970,1604440,693114,32099,1773600,0.02
1130,2021-04-16,143,13,119,0,1163,1451352,530046,45515,3908500,0.01
1131,2021-04-16,960,14,349,0,4796,1488347,590256,34813,2816500,0.01
1132,2021-04-16,590,11,327,1,5246,5290077,2518940,62071,6538000,0.01
1133,2021-04-16,16,12,7,0,246,257342,147656,20739,1259300,0.02
1134,2021-04-16,245,15,79,1,1595,4387457,1957766,40265,1773700,0.02
1135,2021-04-16,1,16,1,0,19,83414,33941,2340,99600,0.02
1136,2021-04-16,6,17,13,0,96,225801,134855,4712,110000,0.04
1137,2021-04-17,100,2,78,0,1126,2384254,1030987,30996,3781000,0.01
1138,2021-04-17,45,3,29,0,402,849025,427628,26193,2185100,0.01
1139,2021-04-17,225,4,75,0,1395,215182,127545,19544,1906700,0.01
1140,2021-04-17,9,5,12,0,269,675262,297137,11412,932700,0.01
1141,2021-04-17,89,6,32,0,481,777509,350564,22152,1128800,0.02
1142,2021-04-17,20,7,29,0,294,840947,355285,33342,1678700,0.02
1143,2021-04-17,42,9,333,0,369,1407097,609026,48949,2510300,0.02
1144,2021-04-17,1,10,0,0,12,208881,121207,9507,254900,0.04
1145,2021-04-17,116,8,125,0,961,1727079,688443,32107,1773600,0.02
1146,2021-04-17,163,13,90,2,1231,1360997,487353,45751,3908500,0.01
1147,2021-04-17,512,14,458,1,4849,1570852,579050,35312,2816500,0.01
1148,2021-04-17,751,11,472,2,5522,5867621,2548270,62105,6538000,0.01
1149,2021-04-17,0,12,13,0,233,319355,168177,20739,1259300,0.02
1150,2021-04-17,252,15,74,0,1771,4526741,1939134,40265,1773700,0.02
1151,2021-04-17,2,16,0,0,21,79796,31813,2340,99600,0.02
1152,2021-04-17,4,17,12,0,88,224693,129636,4713,110000,0.04
1153,2021-04-18,387,2,107,0,1406,2651294,1084336,32272,3781000,0.01
1154,2021-04-18,30,3,38,0,394,871557,443550,26240,2185100,0.01
1155,2021-04-18,332,4,101,2,1626,215982,130582,19928,1906700,0.01
1156,2021-04-18,15,5,16,0,268,616992,277953,11710,932700,0.01
1157,2021-04-18,42,6,29,0,494,712082,328050,22152,1128800,0.02
1158,2021-04-18,15,7,17,0,292,766868,333482,33345,1678700,0.02
1159,2021-04-18,35,9,32,0,372,1273714,571573,48969,2510300,0.02
1160,2021-04-18,3,10,0,0,15,177520,103832,9509,254900,0.04
1161,2021-04-18,84,8,114,1,931,1580820,644139,32107,1773600,0.02
1162,2021-04-18,112,13,82,1,1259,1237632,451124,45788,3908500,0.01
1163,2021-04-18,508,14,469,1,4887,1468552,547224,36158,2816500,0.01
1164,2021-04-18,431,11,290,2,5659,5637348,2462089,62111,6538000,0.01
1165,2021-04-18,16,12,37,0,212,314742,172712,21584,1259300,0.02
1166,2021-04-18,176,15,82,1,1864,4467681,1917882,40265,1773700,0.02
1167,2021-04-18,6,16,4,0,23,68909,29123,2340,99600,0.02
1168,2021-04-18,3,17,9,0,82,239413,138753,4714,110000,0.04
1169,2021-04-19,115,2,55,0,1466,2369170,1054324,33593,3781000,0.01
1170,2021-04-19,48,3,55,0,387,775689,418481,26860,2185100,0.01
1171,2021-04-19,290,4,117,0,1799,203537,123576,20631,1906700,0.01
1172,2021-04-19,27,5,12,0,283,611507,285441,11752,932700,0.01
1173,2021-04-19,91,6,28,0,557,675997,334684,22296,1128800,0.02
1174,2021-04-19,32,7,31,0,293,788817,354189,33349,1678700,0.02
1175,2021-04-19,43,9,37,0,378,1302710,592126,49073,2510300,0.02
1176,2021-04-19,1,10,3,0,13,199934,125676,9525,254900,0.04
1177,2021-04-19,91,8,119,0,903,1511420,671185,32181,1773600,0.02
1178,2021-04-19,125,13,88,2,1293,1311118,505339,45943,3908500,0.01
1179,2021-04-19,589,14,358,3,5114,1384694,565777,37397,2816500,0.01
1180,2021-04-19,457,11,301,2,5813,4948729,2396734,63057,6538000,0.01
1181,2021-04-19,8,12,34,0,186,291501,163344,22348,1259300,0.02
1182,2021-04-19,153,15,146,1,1871,3991554,1842400,42513,1773700,0.02
1183,2021-04-19,6,16,2,0,27,77535,32549,2340,99600,0.02
1184,2021-04-19,2,17,16,0,67,198953,123547,4823,110000,0.04
1185,2021-04-20,102,2,163,0,1405,2385619,1055978,34387,3781000,0.01
1186,2021-04-20,44,3,53,0,378,802186,426980,27933,2185100,0.01
1187,2021-04-20,429,4,105,0,2120,214184,128311,21288,1906700,0.01
1188,2021-04-20,19,5,14,0,288,610387,285742,12069,932700,0.01
1189,2021-04-20,17,6,86,0,488,679092,333383,22744,1128800,0.02
1190,2021-04-20,17,7,24,0,286,793958,356603,33380,1678700,0.02
1191,2021-04-20,34,9,46,0,366,1300753,591547,49088,2510300,0.02
1192,2021-04-20,3,10,1,0,15,206590,128662,9526,254900,0.04
1193,2021-04-20,92,8,84,0,911,1524884,677162,32274,1773600,0.02
1194,2021-04-20,82,13,83,1,1287,1313169,504025,46235,3908500,0.01
1195,2021-04-20,600,14,418,1,5294,1426557,568022,40761,2816500,0.01
1196,2021-04-20,539,11,371,1,5981,5038391,2424661,64515,6538000,0.01
1197,2021-04-20,15,12,40,0,161,312132,171277,22923,1259300,0.02
1198,2021-04-20,344,15,100,0,2115,4115869,1872616,44680,1773700,0.03
1199,2021-04-20,1,16,1,0,27,77633,32584,2340,99600,0.02
1200,2021-04-20,3,17,3,0,67,198471,123512,4824,110000,0.04
1201,2021-04-21,170,2,66,0,1509,2366959,1047601,35429,3781000,0.01
1202,2021-04-21,55,3,27,0,406,809618,428689,29245,2185100,0.01
1203,2021-04-21,370,4,128,0,2362,209336,126264,21821,1906700,0.01
1204,2021-04-21,63,5,14,0,337,622740,289466,12786,932700,0.01
1205,2021-04-21,24,6,29,0,483,683217,332976,23124,1128800,0.02
1206,2021-04-21,81,7,13,0,354,812626,360457,33392,1678700,0.02
1207,2021-04-21,38,9,26,0,378,1329338,596063,49097,2510300,0.02
1208,2021-04-21,1,10,1,0,15,201739,126076,9770,254900,0.04
1209,2021-04-21,111,8,72,0,950,1534435,678593,32492,1773600,0.02
1210,2021-04-21,172,13,94,6,1364,1330036,505982,46506,3908500,0.01
1211,2021-04-21,429,14,464,4,5253,1475460,573593,44649,2816500,0.02
1212,2021-04-21,526,11,787,0,5719,5100337,2422666,65599,6538000,0.01
1213,2021-04-21,1,12,31,0,131,310298,170729,23770,1259300,0.02
1214,2021-04-21,291,15,143,1,2262,4110401,1862512,45990,1773700,0.03
1215,2021-04-21,2,16,3,0,26,79094,32880,2340,99600,0.02
1216,2021-04-21,6,17,12,0,61,196991,121473,4830,110000,0.04
1217,2021-04-22,169,2,133,0,1545,2367625,1057532,37150,3781000,0.01
1218,2021-04-22,91,3,49,0,448,802170,424066,30208,2185100,0.01
1219,2021-04-22,662,4,192,1,2832,217772,129021,22305,1906700,0.01
1220,2021-04-22,42,5,22,0,357,609493,288328,13605,932700,0.01
1221,2021-04-22,55,6,61,0,477,661721,330656,24474,1128800,0.02
1222,2021-04-22,29,7,20,0,363,805061,359811,33626,1678700,0.02
1223,2021-04-22,49,9,42,0,385,1305737,596484,49716,2510300,0.02
1224,2021-04-22,0,10,0,0,15,201963,126809,9776,254900,0.04
1225,2021-04-22,144,8,132,0,962,1473232,670780,33090,1773600,0.02
1226,2021-04-22,160,13,159,3,1364,1364466,513280,47319,3908500,0.01
1227,2021-04-22,474,14,520,1,5204,1428619,560695,49235,2816500,0.02
1228,2021-04-22,633,11,905,2,5446,5056292,2440077,67237,6538000,0.01
1229,2021-04-22,22,12,56,0,97,341029,181069,24335,1259300,0.02
1230,2021-04-22,332,15,238,0,2355,4113372,1895542,46315,1773700,0.03
1231,2021-04-22,3,16,3,0,26,82098,33575,2448,99600,0.02
1232,2021-04-22,10,17,9,0,62,215583,128439,5186,110000,0.05
1233,2021-04-23,130,2,108,0,1566,2631002,1103538,37480,3781000,0.01
1234,2021-04-23,44,3,33,0,459,844976,426083,30302,2185100,0.01
1235,2021-04-23,476,4,99,2,3209,170489,105236,22389,1906700,0.01
1236,2021-04-23,42,5,28,0,371,668889,304237,14365,932700,0.02
1237,2021-04-23,105,6,46,0,536,758564,358586,24671,1128800,0.02
1238,2021-04-23,39,7,3,0,399,893071,382690,33778,1678700,0.02
1239,2021-04-23,45,9,51,0,379,1388338,619459,50087,2510300,0.02
1240,2021-04-23,0,10,2,0,13,214721,130582,9779,254900,0.04
1241,2021-04-23,89,8,128,0,922,1596908,697802,33579,1773600,0.02
1242,2021-04-23,82,13,184,2,1260,1422222,522347,47578,3908500,0.01
1243,2021-04-23,717,14,619,2,5296,1516212,578951,51047,2816500,0.02
1244,2021-04-23,748,11,862,0,5328,5574571,2596646,68423,6538000,0.01
1245,2021-04-23,11,12,17,0,91,295851,160137,24335,1259300,0.02
1246,2021-04-23,302,15,153,2,2503,4665250,2046688,46971,1773700,0.03
1247,2021-04-23,3,16,1,0,28,84420,33905,2556,99600,0.03
1248,2021-04-23,14,17,7,0,69,254898,145754,5376,110000,0.05
1249,2021-04-24,126,2,35,0,1656,2723883,1100798,37598,3781000,0.01
1250,2021-04-24,34,3,44,0,449,933635,450267,30339,2185100,0.01
1251,2021-04-24,518,4,128,0,3599,218500,126075,22390,1906700,0.01
1252,2021-04-24,30,5,105,0,296,718627,307074,14365,932700,0.02
1253,2021-04-24,27,6,34,0,529,822279,359469,24677,1128800,0.02
1254,2021-04-24,22,7,30,0,391,906843,367063,33778,1678700,0.02
1255,2021-04-24,54,9,33,0,400,1488713,624899,50124,2510300,0.02
1256,2021-04-24,1,10,0,0,14,218899,124344,9779,254900,0.04
1257,2021-04-24,134,8,87,0,969,1749032,700845,33630,1773600,0.02
1258,2021-04-24,132,13,120,2,1271,1468001,507188,47928,3908500,0.01
1259,2021-04-24,570,14,665,5,5198,1620755,577237,53777,2816500,0.02
1260,2021-04-24,768,11,823,3,5272,6185326,2655669,68467,6538000,0.01
1261,2021-04-24,50,12,5,0,136,348494,173975,24335,1259300,0.02
1262,2021-04-24,240,15,168,1,2573,4943323,2075579,46972,1773700,0.03
1263,2021-04-24,0,16,4,0,24,85653,32801,2671,99600,0.03
1264,2021-04-24,11,17,11,0,69,254829,141940,5376,110000,0.05
1265,2021-04-25,159,2,144,0,1670,2705619,1091170,39965,3781000,0.01
1266,2021-04-25,76,3,54,0,471,924858,457074,30768,2185100,0.01
1267,2021-04-25,424,4,95,0,3923,227325,133356,22432,1906700,0.01
1268,2021-04-25,42,5,18,0,320,654884,286782,14365,932700,0.02
1269,2021-04-25,57,6,64,0,521,764202,338488,24677,1128800,0.02
1270,2021-04-25,33,7,7,0,416,818207,341951,34349,1678700,0.02
1271,2021-04-25,64,9,51,0,413,1370007,588670,50164,2510300,0.02
1272,2021-04-25,1,10,0,0,15,188942,107201,9779,254900,0.04
1273,2021-04-25,117,8,150,1,936,1628609,660053,33697,1773600,0.02
1274,2021-04-25,121,13,102,2,1289,1316904,466336,47930,3908500,0.01
1275,2021-04-25,595,14,464,3,5324,1479333,538474,55304,2816500,0.02
1276,2021-04-25,751,11,516,1,5503,5775329,2500127,68467,6538000,0.01
1277,2021-04-25,25,12,5,0,156,348970,181693,25020,1259300,0.02
1278,2021-04-25,217,15,169,3,2618,4611351,1981323,46972,1773700,0.03
1279,2021-04-25,3,16,7,0,20,75734,30311,2671,99600,0.03
1280,2021-04-25,5,17,7,0,67,264596,147390,5376,110000,0.05
1281,2021-04-26,309,2,24,1,1953,2311145,1038153,42159,3781000,0.01
1282,2021-04-26,39,3,31,0,479,831713,433524,30868,2185100,0.01
1283,2021-04-26,343,4,145,1,4119,220576,130863,23249,1906700,0.01
1284,2021-04-26,34,5,37,0,317,622515,289531,14466,932700,0.02
1285,2021-04-26,112,6,35,0,596,683969,336023,25015,1128800,0.02
1286,2021-04-26,34,7,43,0,407,827381,365191,34440,1678700,0.02
1287,2021-04-26,45,9,38,0,420,1264710,583153,50876,2510300,0.02
1288,2021-04-26,0,10,0,0,15,211267,129246,9795,254900,0.04
1289,2021-04-26,123,8,73,0,985,1534981,681164,33955,1773600,0.02
1290,2021-04-26,88,13,178,2,1198,1349623,511662,48366,3908500,0.01
1291,2021-04-26,615,14,567,6,5370,1419695,558538,56152,2816500,0.02
1292,2021-04-26,762,11,439,3,5824,5011559,2405014,69840,6538000,0.01
1293,2021-04-26,9,12,24,0,141,330724,165926,25020,1259300,0.02
1294,2021-04-26,254,15,153,0,2717,4079254,1874798,48298,1773700,0.03
1295,2021-04-26,2,16,7,0,15,80409,32802,2750,99600,0.03
1296,2021-04-26,7,17,9,0,65,212138,127551,5629,110000,0.05
1297,2021-04-27,220,2,94,2,2077,2303438,1030734,43909,3781000,0.01
1298,2021-04-27,51,3,40,0,490,813953,425318,31765,2185100,0.01
1299,2021-04-27,484,4,172,2,4429,215766,127414,24148,1906700,0.01
1300,2021-04-27,33,5,20,0,330,610407,283735,14637,932700,0.02
1301,2021-04-27,39,6,67,2,568,656657,325294,26448,1128800,0.02
1302,2021-04-27,35,7,15,0,427,805687,359324,34535,1678700,0.02
1303,2021-04-27,38,9,44,0,413,1283916,585692,51273,2510300,0.02
1304,2021-04-27,1,10,0,0,16,204132,125767,9933,254900,0.04
1305,2021-04-27,115,8,99,1,1000,1442809,655489,34115,1773600,0.02
1306,2021-04-27,82,13,140,0,1139,1303455,500119,50186,3908500,0.01
1307,2021-04-27,432,14,665,3,5135,1351133,540836,57023,2816500,0.02
1308,2021-04-27,750,11,456,2,6117,4931864,2381343,70438,6538000,0.01
1309,2021-04-27,61,12,20,0,182,342879,179687,25861,1259300,0.02
1310,2021-04-27,377,15,178,1,2916,4087271,1868691,49787,1773700,0.03
1311,2021-04-27,0,16,1,0,14,78357,32247,2853,99600,0.03
1312,2021-04-27,15,17,8,0,72,209455,125574,5840,110000,0.05
1313,2021-04-28,194,2,148,1,2123,2430350,1058802,45999,3781000,0.01
1314,2021-04-28,120,3,34,0,576,807364,424438,32174,2185100,0.01
1315,2021-04-28,523,4,123,2,4828,229308,132822,24451,1906700,0.01
1316,2021-04-28,42,5,57,0,315,639568,292720,15298,932700,0.02
1317,2021-04-28,61,6,33,1,596,682312,331906,27786,1128800,0.02
1318,2021-04-28,15,7,35,1,407,851779,371204,34919,1678700,0.02
1319,2021-04-28,69,9,46,1,436,1339293,598066,51969,2510300,0.02
1320,2021-04-28,1,10,9,0,8,200236,124081,9936,254900,0.04
1321,2021-04-28,98,8,128,1,970,1519823,674270,34255,1773600,0.02
1322,2021-04-28,87,13,189,1,1036,1374668,511039,51630,3908500,0.01
1323,2021-04-28,416,14,442,6,5105,1460321,559838,58682,2816500,0.02
1324,2021-04-28,1019,11,400,1,6729,5294035,2478870,71572,6538000,0.01
1325,2021-04-28,40,12,9,0,213,351699,183285,26148,1259300,0.02
1326,2021-04-28,440,15,168,0,3187,4428463,1950618,51891,1773700,0.03
1327,2021-04-28,4,16,0,0,18,82930,33084,2954,99600,0.03
1328,2021-04-28,13,17,1,0,84,218828,130721,6323,110000,0.06
1329,2021-04-29,207,2,182,1,2146,2400100,1060295,47537,3781000,0.01
1330,2021-04-29,105,3,75,0,606,823446,423800,32384,2185100,0.01
1331,2021-04-29,401,4,205,4,5021,232650,128971,24642,1906700,0.01
1332,2021-04-29,43,5,29,0,329,639582,295590,15924,932700,0.02
1333,2021-04-29,111,6,54,0,652,736675,347568,28984,1128800,0.03
1334,2021-04-29,92,7,3,0,496,838544,351795,34919,1678700,0.02
1335,2021-04-29,91,9,29,0,498,1288551,571572,51969,2510300,0.02
1336,2021-04-29,1,10,1,0,8,197432,119200,9936,254900,0.04
1337,2021-04-29,158,8,80,0,1047,1455896,639786,34309,1773600,0.02
1338,2021-04-29,131,13,115,1,1051,1381788,517867,52824,3908500,0.01
1339,2021-04-29,522,14,504,2,5121,1407919,551661,59579,2816500,0.02
1340,2021-04-29,1083,11,461,3,7342,5583452,2447143,71574,6538000,0.01
1341,2021-04-29,19,12,21,0,211,363219,177707,26148,1259300,0.02
1342,2021-04-29,359,15,178,4,3365,4386028,1893397,51891,1773700,0.03
1343,2021-04-29,0,16,3,0,15,75442,29859,3109,99600,0.03
1344,2021-04-29,9,17,3,0,90,238617,129333,6323,110000,0.06
1345,2021-04-30,160,2,113,2,2192,2616367,1091510,47843,3781000,0.01
1346,2021-04-30,136,3,43,0,699,885790,433848,32728,2185100,0.01
1347,2021-04-30,464,4,250,0,5231,199118,114283,24642,1906700,0.01
1348,2021-04-30,55,5,42,0,342,675083,300900,16395,932700,0.02
1349,2021-04-30,136,6,55,1,731,757613,354473,29521,1128800,0.03
1350,2021-04-30,54,7,43,0,507,883987,374938,35348,1678700,0.02
1351,2021-04-30,118,9,62,0,554,1418661,618377,52064,2510300,0.02
1352,2021-04-30,5,10,2,0,11,217920,130120,9951,254900,0.04
1353,2021-04-30,250,8,55,0,1241,1647344,699648,34630,1773600,0.02
1354,2021-04-30,89,13,162,0,978,1546938,550406,54774,3908500,0.01
1355,2021-04-30,760,14,874,5,5005,1536585,581624,59817,2816500,0.02
1356,2021-04-30,1265,11,723,6,7880,5640262,2571273,72933,6538000,0.01
1357,2021-04-30,37,12,38,0,208,314030,163855,26149,1259300,0.02
1358,2021-04-30,255,15,162,0,3453,4778668,2073948,54206,1773700,0.03
1359,2021-04-30,2,16,4,0,13,87048,33721,3256,99600,0.03
1360,2021-04-30,2,17,12,0,80,262793,148077,6713,110000,0.06
1361,2021-05-01,310,2,102,0,2398,2824615,1088777,47843,3781000,0.01
1362,2021-05-01,111,3,51,0,759,813226,401355,32991,2185100,0.02
1363,2021-05-01,442,4,211,1,5460,243034,130254,24642,1906700,0.01
1364,2021-05-01,54,5,55,0,340,679484,290478,16395,932700,0.02
1365,2021-05-01,89,6,80,1,738,793898,341598,29527,1128800,0.03
1366,2021-05-01,47,7,34,0,520,902507,359551,35767,1678700,0.02
1367,2021-05-01,64,9,57,0,560,1457534,604432,52064,2510300,0.02
1368,2021-05-01,0,10,1,0,10,204316,111805,9951,254900,0.04
1369,2021-05-01,133,8,169,2,1205,1677707,663972,34696,1773600,0.02
1370,2021-05-01,64,13,93,1,948,1538328,510777,54974,3908500,0.01
1371,2021-05-01,445,14,567,2,4881,1727879,581173,61397,2816500,0.02
1372,2021-05-01,759,11,703,5,7931,6076757,2579309,72933,6538000,0.01
1373,2021-05-01,42,12,5,1,245,393444,185539,26149,1259300,0.02
1374,2021-05-01,315,15,319,2,3449,5003465,2088715,54241,1773700,0.03
1375,2021-05-01,3,16,2,0,14,79233,30338,3256,99600,0.03
1376,2021-05-01,3,17,13,0,70,280567,155138,6713,110000,0.06
1377,2021-05-02,213,2,411,2,2198,2765851,1096780,50174,3781000,0.01
1378,2021-05-02,101,3,62,0,797,861353,432516,35948,2185100,0.02
1379,2021-05-02,400,4,548,3,5310,249750,135387,24642,1906700,0.01
1380,2021-05-02,61,5,30,0,370,649291,281419,16395,932700,0.02
1381,2021-05-02,73,6,57,2,752,747536,330784,29527,1128800,0.03
1382,2021-05-02,45,7,28,0,536,823454,341929,35767,1678700,0.02
1383,2021-05-02,77,9,35,1,601,1347170,578745,52064,2510300,0.02
1384,2021-05-02,4,10,0,0,14,188506,104403,9951,254900,0.04
1385,2021-05-02,145,8,133,0,1217,1585518,641866,35065,1773600,0.02
1386,2021-05-02,115,13,94,0,968,1488890,504005,54984,3908500,0.01
1387,2021-05-02,587,14,466,2,4998,1547706,548005,63849,2816500,0.02
1388,2021-05-02,1200,11,638,1,8489,5779987,2489103,72933,6538000,0.01
1389,2021-05-02,184,12,8,0,421,373923,181540,26153,1259300,0.02
1390,2021-05-02,198,15,182,1,3464,4690510,2000872,54241,1773700,0.03
1391,2021-05-02,7,16,2,0,19,75443,29925,3256,99600,0.03
1392,2021-05-02,8,17,4,0,74,271574,151154,6713,110000,0.06
1393,2021-05-03,205,2,74,1,2328,2506701,1076473,54702,3781000,0.01
1394,2021-05-03,103,3,72,1,827,772408,412162,39529,2185100,0.02
1395,2021-05-03,401,4,194,2,5514,252940,142380,26997,1906700,0.01
1396,2021-05-03,95,5,33,0,432,650329,292750,17095,932700,0.02
1397,2021-05-03,97,6,66,1,783,712030,338463,29768,1128800,0.03
1398,2021-05-03,55,7,13,0,578,852690,368764,37129,1678700,0.02
1399,2021-05-03,59,9,58,0,601,1389670,609860,52154,2510300,0.02
1400,2021-05-03,0,10,1,0,13,217133,127910,9957,254900,0.04
1401,2021-05-03,194,8,99,0,1312,1635563,688721,36049,1773600,0.02
1402,2021-05-03,57,13,105,1,919,1508724,544703,55513,3908500,0.01
1403,2021-05-03,356,14,460,2,4890,1559476,587709,65608,2816500,0.02
1404,2021-05-03,637,11,672,7,8448,5279723,2475942,76120,6538000,0.01
1405,2021-05-03,38,12,13,0,446,365507,186109,27784,1259300,0.02
1406,2021-05-03,200,15,203,3,3455,4443476,1987459,59386,1773700,0.03
1407,2021-05-03,0,16,1,0,18,82080,32985,3261,99600,0.03
1408,2021-05-03,3,17,4,0,73,231366,138134,7354,110000,0.07
1409,2021-05-04,336,2,71,2,2592,2490591,1075300,55351,3781000,0.01
1410,2021-05-04,155,3,67,1,915,739313,400427,40400,2185100,0.02
1411,2021-05-04,296,4,533,6,5276,249640,139316,29112,1906700,0.02
1412,2021-05-04,52,5,37,1,447,632994,289927,17298,932700,0.02
1413,2021-05-04,95,6,29,0,849,699370,335658,30327,1128800,0.03
1414,2021-05-04,41,7,19,0,600,848142,366811,38532,1678700,0.02
1415,2021-05-04,117,9,47,1,669,1326996,591549,52162,2510300,0.02
1416,2021-05-04,0,10,1,0,12,211099,126970,10626,254900,0.04
1417,2021-05-04,167,8,78,0,1401,1473324,661916,37053,1773600,0.02
1418,2021-05-04,89,13,109,2,899,1533537,548250,55751,3908500,0.01
1419,2021-05-04,620,14,389,4,5120,1518899,578490,67406,2816500,0.02
1420,2021-05-04,675,11,568,6,8547,5217786,2467732,80140,6538000,0.01
1421,2021-05-04,53,12,18,0,481,354701,182963,28872,1259300,0.02
1422,2021-05-04,408,15,361,0,3501,4352644,1962059,64459,1773700,0.04
1423,2021-05-04,5,16,1,0,22,83695,34167,3264,99600,0.03
