id,date,checkins,unique_ind,unique_loc,checkins_to_ind_ratio,state_id,checkins_to_unique_loc_ratio
33,2021-01-02,19434472,6900125,540969,2.816539121,1,35.92529701
34,2021-01-03,17311378,6428235,422131,2.693021957,1,41.00949231
35,2021-01-04,18401907,6967121,643675,2.641249807,1,28.58881734
36,2021-01-05,18201420,6929788,655403,2.626547883,1,27.77134069
37,2021-01-06,18869979,7026330,657441,2.685609557,1,28.70216339
38,2021-01-07,18931767,7097677,662957,2.667318758,1,28.55655344
39,2021-01-08,19915758,7278100,641290,2.736395213,1,31.05577508
40,2021-01-09,21085991,7305813,586433,2.886193638,1,35.95635136
41,2021-01-10,19424249,6894019,450422,2.817550836,1,43.12455653
42,2021-01-11,19331401,7212733,661171,2.680176987,1,29.23812599
43,2021-01-12,21277039,7637641,678841,2.785812923,1,31.34318493
44,2021-01-13,12368785,5526663,567284,2.238020484,1,21.80351464
45,2021-01-14,12699650,5651721,579603,2.247041211,1,21.91094594
46,2021-01-15,13198380,5774728,564755,2.285541414,1,23.37009854
47,2021-01-16,13149189,5553484,511544,2.367736902,1,25.7049032
48,2021-01-17,11537092,5044539,384070,2.287045853,1,30.03903455
49,2021-01-18,13361664,5857647,603723,2.281063369,1,22.13211026
50,2021-01-19,13609735,5941499,616950,2.290623124,1,22.059705
51,2021-01-20,14322712,6104716,631944,2.346171714,1,22.66452724
52,2021-01-21,14645908,6207112,633962,2.359536609,1,23.10218594
53,2021-01-22,12747172,5646106,578087,2.257692647,1,22.05061176
54,2021-01-23,13123717,5561103,528690,2.359912593,1,24.82308536
55,2021-01-24,11913854,5163482,400858,2.307329434,1,29.7208837
56,2021-01-25,14453975,6135813,630147,2.355673975,1,22.93746539
57,2021-01-26,14476206,6167202,637399,2.347289095,1,22.71137231
58,2021-01-27,14178162,6100884,639082,2.32395207,1,22.18520002
59,2021-01-28,13082128,5617716,551022,2.328727191,1,23.74157112
60,2021-01-29,14491024,6114282,600777,2.370028729,1,24.12047066
61,2021-01-30,14444050,5902356,539958,2.44716686,1,26.75032132
62,2021-01-31,13066667,5446509,404796,2.399090316,1,32.27963468
63,2021-02-01,14277622,6077873,606065,2.349114896,1,23.55790551
64,2021-02-02,14495355,6178686,637548,2.346025514,1,22.73609987
65,2021-02-03,14483891,6172804,640603,2.346403839,1,22.60977704
66,2021-02-04,14837558,6264023,643570,2.368694687,1,23.05508026
67,2021-02-05,15346527,6348371,631432,2.417396053,1,24.30432256
68,2021-02-06,15851608,6240940,576900,2.539939176,1,27.47721962
69,2021-02-07,14598295,5836426,445306,2.501238772,1,32.78261465
70,2021-02-08,15782198,6482081,669890,2.434742485,1,23.55938736
71,2021-02-09,16536762,6639219,675092,2.49076917,1,24.49556801
72,2021-02-10,19969936,7159656,683988,2.789231214,1,29.19632508
73,2021-02-11,17705392,6687146,564963,2.647675406,1,31.33902928
74,2021-02-12,11598497,4874176,332700,2.379581082,1,34.86172828
75,2021-02-13,13513094,5414264,373918,2.49583212,1,36.13919095
76,2021-02-14,15123506,5843528,383941,2.588077956,1,39.39018235
77,2021-02-15,17528045,6808231,628304,2.57453735,1,27.89739521
78,2021-02-16,17747942,6908032,670086,2.569174839,1,26.48606597
79,2021-02-17,17737886,6958746,699252,2.5490061,1,25.36694353
80,2021-02-18,17668192,7008001,709424,2.521145759,1,24.90498207
81,2021-02-19,18780711,7256724,683099,2.588042621,1,27.49339554
82,2021-02-20,19835778,7213889,616338,2.749664987,1,32.1832793
83,2021-02-21,19071748,7007353,494490,2.721676502,1,38.5685211
84,2021-02-22,18592729,7269500,726783,2.557635188,1,25.58222881
85,2021-02-23,19052501,7396367,737939,2.575926938,1,25.81853107
86,2021-02-24,19689234,7518288,742444,2.618845407,1,26.51948699
87,2021-02-25,20130990,7666194,746387,2.625943199,1,26.9712495
88,2021-02-26,20975140,7806991,699687,2.686712461,1,29.97789011
89,2021-02-27,22978495,7891208,653849,2.911910952,1,35.14342761
90,2021-02-28,22162834,7669665,508206,2.889674321,1,43.60994164
91,2021-03-01,20953407,7840380,744902,2.672498909,1,28.12907872
92,2021-03-02,20700283,7793948,755392,2.655943175,1,27.4033654
93,2021-03-03,21190929,7900984,760762,2.682062006,1,27.85487314
94,2021-03-04,20958097,7873858,757199,2.661731644,1,27.67845309
95,2021-03-05,22735217,8189101,727074,2.776277518,1,31.26946776
96,2021-03-06,24744388,8244487,661789,3.001325371,1,37.39014701
97,2021-03-07,23815997,8014707,515797,2.971536826,1,46.17319798
98,2021-03-08,22047643,8089433,755753,2.725486817,1,29.17308036
99,2021-03-09,21883324,8083106,768910,2.707291479,1,28.4601891
100,2021-03-10,22178402,8116565,770418,2.732486218,1,28.78749198
101,2021-03-11,21525692,7991892,757449,2.693441303,1,28.41866845
102,2021-03-12,24207087,8489338,761649,2.851469337,1,31.78247067
103,2021-03-13,28119159,8877443,726535,3.167484038,1,38.70310309
104,2021-03-14,26690371,8550602,566238,3.121461039,1,47.13631194
105,2021-03-15,25099040,8684914,832660,2.889958381,1,30.14320371
106,2021-03-16,25329641,8779561,852516,2.885069197,1,29.71163122
107,2021-03-17,26155181,8900957,861807,2.938468414,1,30.34923248
108,2021-03-18,26201631,8969359,860874,2.92123785,1,30.43608124
109,2021-03-19,27595331,9182252,821253,3.005290097,1,33.60149795
110,2021-03-20,29689492,9254296,750901,3.208184826,1,39.53849043
111,2021-03-21,27617156,8840413,581672,3.12396672,1,47.47891595
112,2021-03-22,25754661,8898696,836874,2.894206185,1,30.77483707
113,2021-03-23,25172905,8795675,809319,2.861963977,1,31.10381073
114,2021-03-24,25490630,8812055,843902,2.89269983,1,30.20567554
115,2021-03-25,25494344,8893752,846914,2.866545413,1,30.10263616
116,2021-03-26,27301577,9140120,811181,2.987004219,1,33.65657849
117,2021-03-27,28515773,9125806,735107,3.124740215,1,38.7913229
118,2021-03-28,27687633,8855842,566819,3.12648227,1,48.84739749
119,2021-03-29,25320414,8785294,807917,2.882136215,1,31.34036541
120,2021-03-30,26845453,9037869,836160,2.970329953,1,32.10564126
