id,date,checkins,unique_ind,unique_loc,checkins_to_ind_ratio,state_id,checkins_to_unique_loc_ratio
1606,2021-02-14,201850,111452,1483,1.811093565,17,136.109238
1607,2021-02-15,1803637,829578,73032,2.174162044,2,24.69653029
1608,2021-02-15,749826,381255,36415,1.966730928,3,20.59113003
1609,2021-02-15,256002,140589,21668,1.820924823,4,11.81474986
1610,2021-02-15,478851,227322,20117,2.106487713,5,23.80330069
1611,2021-02-15,555181,272324,22301,2.038678192,6,24.89489261
1612,2021-02-15,700738,305925,31160,2.290554875,7,22.48838254
1613,2021-02-15,1153718,518190,48140,2.226438179,9,23.96589115
1614,2021-02-15,178917,100802,8956,1.774935021,10,19.97733363
1615,2021-02-15,1184030,529467,40420,2.236267794,8,29.2931717
1616,2021-02-15,1034521,400679,40608,2.581919691,13,25.47579295
1617,2021-02-15,1285336,497356,35948,2.584337979,14,35.7554245
1618,2021-02-15,3833423,1853083,121112,2.068673125,11,31.65188421
1619,2021-02-15,327976,162401,21232,2.019544215,12,15.44724943
1620,2021-02-15,3185991,1497259,80550,2.12788235,15,39.55296089
1621,2021-02-15,59482,25266,1892,2.354230982,16,31.43868922
1622,2021-02-15,190244,109849,2654,1.731868292,17,71.68198945
1623,2021-02-16,1829495,842359,78993,2.171870901,2,23.16021673
1624,2021-02-16,731002,377135,37832,1.93830326,3,19.32231973
1625,2021-02-16,251782,139261,21726,1.807986443,4,11.58897174
1626,2021-02-16,491313,232404,21558,2.11404709,5,22.79028667
1627,2021-02-16,565936,275841,23532,2.051674697,6,24.04963454
1628,2021-02-16,706166,308594,32543,2.288333539,7,21.69947454
1629,2021-02-16,1166641,520599,51188,2.240958972,9,22.79129874
1630,2021-02-16,182587,106328,9463,1.717205252,10,19.29483251
1631,2021-02-16,1205032,547201,43848,2.202174338,8,27.48202883
1632,2021-02-16,1047502,404835,42928,2.587478849,13,24.40136974
1633,2021-02-16,1304358,503567,39953,2.590237247,14,32.64731059
1634,2021-02-16,3879706,1877570,129970,2.066344264,11,29.85078095
1635,2021-02-16,321161,160663,21194,1.998973006,12,15.15339247
1636,2021-02-16,3209463,1495563,86110,2.145989838,15,37.27166415
1637,2021-02-16,60577,25515,1966,2.374172056,16,30.81230926
1638,2021-02-16,181867,105997,2654,1.715774975,17,68.5256217
1639,2021-02-17,1877763,858538,83523,2.187163527,2,22.481987
1640,2021-02-17,738160,380467,38785,1.940141983,3,19.03210004
1641,2021-02-17,250757,138118,21684,1.815527303,4,11.56414868
1642,2021-02-17,503966,236322,22373,2.132539501,5,22.52563358
1643,2021-02-17,572439,278494,24751,2.055480549,6,23.12791402
1644,2021-02-17,709947,311154,33236,2.281657957,7,21.36078349
1645,2021-02-17,1173642,525498,53310,2.233390041,9,22.01541925
1646,2021-02-17,184341,108289,9847,1.702305867,10,18.72052402
1647,2021-02-17,1221447,557275,46594,2.191820914,8,26.21468429
1648,2021-02-17,1037324,406291,43795,2.553155251,13,23.68590022
1649,2021-02-17,1267790,498443,41664,2.54350046,14,30.42890745
1650,2021-02-17,3814785,1873920,136312,2.035724577,11,27.98568725
1651,2021-02-17,320842,160954,21206,1.99337699,12,15.12977459
1652,2021-02-17,3189761,1490572,90905,2.139957681,15,35.08895
1653,2021-02-17,60679,25777,1998,2.35399775,16,30.36986987
1654,2021-02-17,175142,102788,2668,1.703914854,17,65.64542729
1655,2021-02-18,1861254,862375,85171,2.158288448,2,21.8531425
1656,2021-02-18,745169,383041,39237,1.945402711,3,18.99148763
1657,2021-02-18,258881,141508,21744,1.829444272,4,11.90585909
1658,2021-02-18,482858,231597,22600,2.084906108,5,21.36539823
1659,2021-02-18,562916,279723,24954,2.012405129,6,22.55814699
1660,2021-02-18,711193,313388,33584,2.269368961,7,21.1765424
1661,2021-02-18,1157743,524703,54109,2.206472995,9,21.39649596
1662,2021-02-18,187458,110429,9959,1.697543218,10,18.82297419
1663,2021-02-18,1224415,560844,47456,2.183165016,8,25.80105782
1664,2021-02-18,1025512,405644,44154,2.528108391,13,23.22580061
1665,2021-02-18,1177005,484031,41458,2.431672765,14,28.39029862
1666,2021-02-18,3883500,1910568,139118,2.032641602,11,27.91515117
1667,2021-02-18,328353,163623,21299,2.006765553,12,15.41635758
1668,2021-02-18,3205336,1514812,92868,2.115995912,15,34.51496748
1669,2021-02-18,57671,25225,1979,2.286263627,16,29.1414856
1670,2021-02-18,175215,103231,2673,1.697309917,17,65.54994388
1671,2021-02-19,1946502,884226,82323,2.201362548,2,23.64469225
1672,2021-02-19,735183,377496,29406,1.947525272,3,25.00112222
1673,2021-02-19,209253,122721,12341,1.705111595,4,16.95591929
1674,2021-02-19,549657,252434,23147,2.177428556,5,23.74636022
1675,2021-02-19,635101,306470,25401,2.072310503,6,25.00299201
1676,2021-02-19,791480,337540,33512,2.344848018,7,23.61780855
1677,2021-02-19,1285239,564749,55606,2.275770298,9,23.11331511
1678,2021-02-19,206848,118045,9803,1.75228091,10,21.10047945
1679,2021-02-19,1315659,586643,47605,2.24269104,8,27.63699191
1680,2021-02-19,1104988,427977,45133,2.58188641,13,24.48292823
1681,2021-02-19,1166656,479895,40930,2.431065129,14,28.50368923
1682,2021-02-19,4153946,2017295,140883,2.059166359,11,29.48507627
1683,2021-02-19,248992,137983,11102,1.80451215,12,22.42767069
1684,2021-02-19,3476998,1612397,94301,2.156415573,15,36.8712739
1685,2021-02-19,65354,27615,2060,2.366612348,16,31.72524272
1686,2021-02-19,208220,118908,2680,1.751101692,17,77.69402985
1687,2021-02-20,2063121,896712,77211,2.300762118,2,26.72055795
1688,2021-02-20,807652,399032,35136,2.024028148,3,22.98645264
1689,2021-02-20,276710,147130,19570,1.880717733,4,14.13949923
1690,2021-02-20,581875,255098,20685,2.280986131,5,28.13028765
1691,2021-02-20,656882,302013,22654,2.175012334,6,28.99629205
1692,2021-02-20,758997,321297,29415,2.362290964,7,25.80305966
1693,2021-02-20,1297865,556178,49300,2.333542499,9,26.32586207
1694,2021-02-20,185962,103010,8284,1.805281041,10,22.44833414
1695,2021-02-20,1230936,541265,37619,2.274183625,8,32.72112496
1696,2021-02-20,1115750,411323,39928,2.712588404,13,27.94404929
1697,2021-02-20,1376011,504456,37387,2.727712625,14,36.80453099
1698,2021-02-20,4542921,2064957,116967,2.200007555,11,38.8393393
1699,2021-02-20,341735,166332,18201,2.054535507,12,18.77561672
1700,2021-02-20,3608584,1596680,76161,2.260054613,15,47.38099552
1701,2021-02-20,65504,26683,1740,2.454896376,16,37.64597701
1702,2021-02-20,217644,119221,1847,1.825550868,17,117.8364916
1703,2021-02-21,2150707,914711,66566,2.351242086,2,32.30939218
1704,2021-02-21,862768,420478,37214,2.051874295,3,23.18396302
1705,2021-02-21,283228,153456,22199,1.8456626,4,12.75859273
1706,2021-02-21,534438,239935,15227,2.227428262,5,35.09804952
1707,2021-02-21,611023,284515,16867,2.14759503,6,36.22594415
1708,2021-02-21,679480,300641,21576,2.260104244,7,31.49239896
1709,2021-02-21,1196969,528888,35672,2.263180484,9,33.55486096
1710,2021-02-21,163502,91238,6089,1.792038405,10,26.85202825
1711,2021-02-21,1188548,522694,29330,2.273888738,8,40.52328674
1712,2021-02-21,1035801,387817,30010,2.670849911,13,34.51519494
1713,2021-02-21,1255617,472763,27101,2.655912159,14,46.331021
1714,2021-02-21,4325317,1977032,86044,2.187783,11,50.26866487
1715,2021-02-21,362195,176547,21511,2.051550012,12,16.83766445
1716,2021-02-21,3477124,1549273,57767,2.244358483,15,60.19222047
1717,2021-02-21,58699,25023,1322,2.345801862,16,44.40166415
1718,2021-02-21,226461,125741,1621,1.801011603,17,139.7045034
1719,2021-02-22,1953015,894491,87474,2.183381387,2,22.32680568
1720,2021-02-22,790508,402072,39896,1.966085676,3,19.81421696
1721,2021-02-22,267318,145897,21931,1.832237812,4,12.18904747
1722,2021-02-22,545820,250664,23476,2.177496569,5,23.25012779
1723,2021-02-22,612440,296432,25673,2.066038754,6,23.8554123
1724,2021-02-22,794156,337370,34740,2.353961526,7,22.85998849
1725,2021-02-22,1258342,554390,56050,2.269777593,9,22.4503479
1726,2021-02-22,201852,117394,10190,1.719440517,10,19.80883219
1727,2021-02-22,1255250,575342,48599,2.181745814,8,25.82872076
1728,2021-02-22,1098640,430151,45455,2.554079846,13,24.1698383
1729,2021-02-22,1188326,488672,42267,2.431745629,14,28.11474673
1730,2021-02-22,4044900,1987350,141385,2.035323421,11,28.60911695
1731,2021-02-22,339149,169098,21413,2.005635785,12,15.83846262
1732,2021-02-22,3325752,1572856,95248,2.114466931,15,34.91676466
1733,2021-02-22,65833,27860,2097,2.362993539,16,31.39389604
1734,2021-02-22,190648,110242,2733,1.729359046,17,69.75777534
1735,2021-02-23,2002178,911504,89144,2.196565237,2,22.46004218
1736,2021-02-23,800625,406650,39977,1.96883069,3,20.02714061
1737,2021-02-23,272835,148320,22009,1.839502427,4,12.39651961
1738,2021-02-23,549272,252541,23726,2.174981488,5,23.15063643
1739,2021-02-23,619425,299361,25851,2.069157305,6,23.96135546
1740,2021-02-23,798646,340327,35118,2.346701849,7,22.74178484
1741,2021-02-23,1260737,556271,56809,2.26640792,9,22.19255752
1742,2021-02-23,201788,118110,10210,1.70847515,10,19.76376102
1743,2021-02-23,1285812,586047,49194,2.194042457,8,26.13757775
1744,2021-02-23,1125929,436727,45996,2.578107147,13,24.47884599
1745,2021-02-23,1242666,501204,43194,2.479361697,14,28.76941242
1746,2021-02-23,4155403,2031026,144349,2.045962484,11,28.78719631
1747,2021-02-23,347963,171578,21340,2.028016412,12,16.3056701
1748,2021-02-23,3444040,1614058,97384,2.133777101,15,35.36556313
1749,2021-02-23,65761,27762,2116,2.368741445,16,31.07797732
1750,2021-02-23,195217,113387,2732,1.721687671,17,71.4557101
1751,2021-02-24,2074008,927705,89488,2.235633095,2,23.17638119
1752,2021-02-24,817989,413976,40414,1.975933387,3,20.24023853
1753,2021-02-24,278048,150824,21806,1.843526229,4,12.75098597
1754,2021-02-24,576245,259793,23890,2.218092866,5,24.12076183
1755,2021-02-24,639575,304428,26297,2.100907275,6,24.32121535
1756,2021-02-24,815591,343895,35109,2.371627968,7,23.23025435
1757,2021-02-24,1295549,565865,57175,2.289501913,9,22.65936161
1758,2021-02-24,200077,116463,10333,1.717944755,10,19.36291493
1759,2021-02-24,1303872,593038,49423,2.198631454,8,26.38188698
1760,2021-02-24,1169850,445605,46600,2.625307167,13,25.10407725
1761,2021-02-24,1313534,516331,43820,2.543976635,14,29.97567321
1762,2021-02-24,4302048,2070162,144973,2.078121422,11,29.67482221
1763,2021-02-24,354767,175197,21295,2.024960473,12,16.65963841
1764,2021-02-24,3562969,1647182,98016,2.163069412,15,36.35089169
1765,2021-02-24,69982,28861,2094,2.424794706,16,33.42024833
1766,2021-02-24,195780,113866,2795,1.719389458,17,70.04651163
1767,2021-02-25,2111278,942380,90028,2.240368004,2,23.45134847
1768,2021-02-25,851666,425646,40854,2.000878664,3,20.84657561
1769,2021-02-25,295996,158817,22214,1.86375514,4,13.32475016
1770,2021-02-25,580504,262407,23997,2.21222757,5,24.1906905
1771,2021-02-25,650959,312373,26476,2.083915703,6,24.58675782
1772,2021-02-25,845175,354586,35280,2.383554342,7,23.95620748
1773,2021-02-25,1316318,575755,57301,2.286246754,9,22.97199002
1774,2021-02-25,210590,122595,10291,1.717769893,10,20.46351181
1775,2021-02-25,1342626,605690,50090,2.216688405,8,26.80427231
1776,2021-02-25,1213525,458033,46972,2.649427006,13,25.83507196
1777,2021-02-25,1331199,524795,43956,2.536607628,14,30.28480753
1778,2021-02-25,4385034,2115153,145481,2.073152155,11,30.14162674
1779,2021-02-25,373418,181733,21479,2.054761656,12,17.38526002
1780,2021-02-25,3624553,1690621,97978,2.143918122,15,36.99353937
1781,2021-02-25,71994,29657,2163,2.427555046,16,33.28432732
1782,2021-02-25,204087,118093,2804,1.7281888,17,72.7842368
1783,2021-02-26,2159912,952532,84549,2.267547967,2,25.54627494
1784,2021-02-26,806981,408806,29878,1.973995,3,27.0092041
1785,2021-02-26,245412,139711,12436,1.756568917,4,19.73399807
1786,2021-02-26,622431,275384,23736,2.260229352,5,26.22307887
1787,2021-02-26,702042,330610,25913,2.123474789,6,27.09227029
1788,2021-02-26,885898,367908,34250,2.407933505,7,25.86563504
1789,2021-02-26,1367326,594512,56156,2.299913206,9,24.34870717
1790,2021-02-26,214900,123407,10009,1.741392304,10,21.47067639
1791,2021-02-26,1422384,625146,49810,2.275282894,8,28.55619354
1792,2021-02-26,1231709,462714,45577,2.661922916,13,27.02479321
1793,2021-02-26,1409789,541448,42777,2.603738494,14,32.95670571
1794,2021-02-26,4655887,2209354,144252,2.107352194,11,32.2760655
1795,2021-02-26,276408,150430,11243,1.837452636,12,24.58489727
1796,2021-02-26,3920050,1785825,96858,2.195091904,15,40.47213446
1797,2021-02-26,76773,30529,2140,2.514756461,16,35.87523364
1798,2021-02-26,242938,136399,2720,1.781083439,17,89.31544118
1799,2021-02-27,2353751,977712,81081,2.407407294,2,29.0296247
1800,2021-02-27,910621,438612,36701,2.076142468,3,24.81188523
1801,2021-02-27,314211,163569,19631,1.920969132,4,16.00585808
1802,2021-02-27,678606,284132,21728,2.388347669,5,31.23186672
1803,2021-02-27,753430,334060,23587,2.255373286,6,31.9425955
1804,2021-02-27,879878,356651,30621,2.46705603,7,28.73446328
1805,2021-02-27,1447865,602224,52277,2.404196777,9,27.69602311
1806,2021-02-27,212812,115826,9027,1.83734222,10,23.57505262
1807,2021-02-27,1499806,616538,44500,2.432625402,8,33.70350562
1808,2021-02-27,1290069,454906,41796,2.835902362,13,30.86584841
1809,2021-02-27,1521097,537335,38854,2.830816902,14,39.14904514
1810,2021-02-27,5315892,2313602,124514,2.297669176,11,42.69312688
1811,2021-02-27,370573,178446,18148,2.076667451,12,20.41949526
1812,2021-02-27,4244357,1816475,80886,2.336589824,15,52.47332048
1813,2021-02-27,78786,29720,1817,2.650942127,16,43.36048431
1814,2021-02-27,263675,142624,1888,1.848742147,17,139.6583686
1815,2021-02-28,2425483,990308,67867,2.449220848,2,35.73876847
1816,2021-02-28,969602,460176,37694,2.107024269,3,25.72297978
1817,2021-02-28,324407,170806,22264,1.899271688,4,14.57092167
1818,2021-02-28,637538,270470,15753,2.357148667,5,40.47089443
1819,2021-02-28,704826,315861,17340,2.231443578,6,40.64740484
1820,2021-02-28,800890,336748,22212,2.378306627,7,36.05663605
1821,2021-02-28,1347486,574391,36567,2.345938568,9,36.84978259
1822,2021-02-28,182858,99328,6232,1.840951192,10,29.34178434
1823,2021-02-28,1398700,581284,31227,2.40622484,8,44.79136645
1824,2021-02-28,1234884,437590,31755,2.822011472,13,38.88786018
1825,2021-02-28,1468969,519449,28166,2.82793691,14,52.15397998
1826,2021-02-28,5101079,2227024,88695,2.290536159,11,57.51258808
1827,2021-02-28,395099,190440,21347,2.074663936,12,18.50840868
1828,2021-02-28,4060401,1771561,59267,2.29199051,15,68.51031771
1829,2021-02-28,71359,28002,1387,2.548353689,16,51.44844989
1830,2021-02-28,276508,151866,1658,1.820736702,17,166.7720145
1831,2021-03-01,2163391,960982,89555,2.251229472,2,24.15712132
1832,2021-03-01,874271,436438,40644,2.00319633,3,21.51045665
1833,2021-03-01,293816,158729,22315,1.851054313,4,13.16674882
1834,2021-03-01,617488,273082,23924,2.261181623,5,25.8103996
1835,2021-03-01,681556,321195,26285,2.121938386,6,25.92946547
1836,2021-03-01,869630,362243,35245,2.400681311,7,24.67385445
1837,2021-03-01,1366221,589300,56641,2.318379433,9,24.12070761
1838,2021-03-01,215825,123636,10342,1.745648517,10,20.86878747
1839,2021-03-01,1426994,622567,50530,2.292113138,8,28.24053038
1840,2021-03-01,1210397,466294,47288,2.595780774,13,25.59628235
1841,2021-03-01,1412808,541506,44620,2.609034803,14,31.66311071
1842,2021-03-01,4620424,2182306,145032,2.117220958,11,31.85796238
1843,2021-03-01,365115,180544,21489,2.022304812,12,16.99078598
1844,2021-03-01,3791393,1747953,97343,2.169047452,15,38.94879961
1845,2021-03-01,77809,31054,2229,2.505603143,16,34.90758188
1846,2021-03-01,222965,127051,2806,1.754925188,17,79.46008553
1847,2021-03-02,2191505,964799,91452,2.271462761,2,23.9634453
1848,2021-03-02,837032,422480,40591,1.981234615,3,20.62112291
1849,2021-03-02,289661,156250,22138,1.8538304,4,13.08433463
1850,2021-03-02,605963,269816,24353,2.245837904,5,24.88247854
1851,2021-03-02,670773,316538,26614,2.119091547,6,25.20376494
1852,2021-03-02,850988,356856,35538,2.384681776,7,23.94586077
1853,2021-03-02,1314804,574423,57541,2.288912526,9,22.84986358
1854,2021-03-02,208034,121960,10414,1.705755986,10,19.97637795
1855,2021-03-02,1411334,620236,51299,2.275479011,8,27.51192031
1856,2021-03-02,1248428,470068,47829,2.655845537,13,26.1019047
1857,2021-03-02,1420460,541349,45135,2.623926524,14,31.47136369
1858,2021-03-02,4484594,2150913,147146,2.084972289,11,30.47717233
1859,2021-03-02,361637,179867,21439,2.01058004,12,16.86818415
1860,2021-03-02,3757775,1723610,99537,2.18017707,15,37.75254428
1861,2021-03-02,77000,31021,2249,2.482189485,16,34.23743886
1862,2021-03-02,213292,123638,2784,1.72513305,17,76.61350575
1863,2021-03-03,2239690,979735,92281,2.286016117,2,24.2703265
1864,2021-03-03,843432,426154,40735,1.979171849,3,20.70533939
1865,2021-03-03,287851,156200,21969,1.842836108,4,13.10259912
1866,2021-03-03,615059,273222,24494,2.251132778,5,25.11059851
1867,2021-03-03,682494,320542,26954,2.129187439,6,25.32069452
1868,2021-03-03,858221,357993,35700,2.397312238,7,24.03980392
1869,2021-03-03,1357698,586972,58075,2.313054115,9,23.37835557
1870,2021-03-03,207168,121385,10449,1.706701817,10,19.82658628
1871,2021-03-03,1439226,631034,51702,2.280742401,8,27.83695021
1872,2021-03-03,1280343,477463,48313,2.681554382,13,26.50100387
1873,2021-03-03,1444595,546390,45350,2.643889895,14,31.85435502
1874,2021-03-03,4644223,2196444,148502,2.114428139,11,31.27380776
1875,2021-03-03,366706,181127,21343,2.024579439,12,17.18155836
1876,2021-03-03,3857508,1751293,100275,2.202662833,15,38.46928945
1877,2021-03-03,79303,31516,2259,2.516277446,16,35.10535635
1878,2021-03-03,215573,124673,2819,1.729107345,17,76.47144377
1879,2021-03-04,2208595,974048,92116,2.267439592,2,23.97623648
1880,2021-03-04,854920,430384,40970,1.986412134,3,20.86697584
1881,2021-03-04,299004,160753,21891,1.860021275,4,13.65876388
1882,2021-03-04,601546,270368,24704,2.22491567,5,24.35014573
1883,2021-03-04,672315,320557,26837,2.097333704,6,25.05179416
1884,2021-03-04,856601,361330,35545,2.370688844,7,24.09905753
1885,2021-03-04,1325947,582680,58118,2.275600673,9,22.81473898
1886,2021-03-04,214262,125249,10416,1.710688309,10,20.57046851
1887,2021-03-04,1411231,626047,51717,2.254193375,8,27.28756502
1888,2021-03-04,1276223,477327,48357,2.673687011,13,26.39169097
1889,2021-03-04,1367197,531421,44808,2.572719181,14,30.51234155
1890,2021-03-04,4658850,2214437,149633,2.103853034,11,31.1351774
1891,2021-03-04,331877,164980,17287,2.01161959,12,19.19806791
1892,2021-03-04,3833026,1757525,100381,2.180922604,15,38.184776
1893,2021-03-04,79262,31473,2241,2.518412608,16,35.36903168
1894,2021-03-04,218576,125584,2810,1.740476494,17,77.78505338
1895,2021-03-05,2393133,1014661,88160,2.358554236,2,27.14533802
1896,2021-03-05,851067,422180,29679,2.015886589,3,28.67573031
1897,2021-03-05,264803,146691,12175,1.805175505,4,21.74973306
1898,2021-03-05,652904,285653,24485,2.285654273,5,26.66546865
1899,2021-03-05,735839,343610,26534,2.141494718,6,27.73192885
1900,2021-03-05,929470,382782,34790,2.428196728,7,26.71658523
1901,2021-03-05,1394910,607982,57006,2.294327793,9,24.46952952
1902,2021-03-05,224068,130741,10111,1.713831162,10,22.16081495
1903,2021-03-05,1585588,668817,52853,2.370735194,8,29.99996216
1904,2021-03-05,1369447,498693,48746,2.746072233,13,28.09352562
1905,2021-03-05,1524141,566907,45964,2.688520339,14,33.15945087
1906,2021-03-05,5061710,2359267,150173,2.145458738,11,33.70585924
1907,2021-03-05,290708,156255,10861,1.860471665,12,26.76622779
1908,2021-03-05,4316833,1911290,101843,2.25859655,15,42.3871351
1909,2021-03-05,85214,32439,2268,2.626899719,16,37.57231041
1910,2021-03-05,257609,144561,2814,1.782008979,17,91.54548685
1911,2021-03-06,2646865,1051992,83360,2.516050502,2,31.75221929
1912,2021-03-06,926441,446000,35695,2.077221973,3,25.95436336
1913,2021-03-06,324783,167928,19070,1.934061026,4,17.03109596
1914,2021-03-06,670220,285540,21559,2.347201793,5,31.08771279
1915,2021-03-06,761880,337940,23423,2.254483044,6,32.52700337
1916,2021-03-06,935623,372732,30377,2.510176212,7,30.80037528
1917,2021-03-06,1514533,622989,51940,2.431075027,9,29.15927994
1918,2021-03-06,216593,122192,8788,1.772562852,10,24.6464497
1919,2021-03-06,1662031,661299,45892,2.513282192,8,36.21613789
1920,2021-03-06,1447310,490615,42767,2.949991337,13,33.84174714
1921,2021-03-06,1651964,564201,39793,2.927970705,14,41.51393461
1922,2021-03-06,5708687,2470997,127602,2.310276783,11,44.73822511
1923,2021-03-06,381030,183717,17272,2.074005127,12,22.06056044
1924,2021-03-06,4637975,1947207,83388,2.381860275,15,55.6192138
1925,2021-03-06,88920,31960,1868,2.782227785,16,47.60171306
1926,2021-03-06,267004,145344,1903,1.837048657,17,140.3068839
1927,2021-03-07,2603066,1036718,69530,2.510871809,2,37.43802675
1928,2021-03-07,999875,472129,37733,2.117800432,3,26.49868815
1929,2021-03-07,323023,169906,21918,1.901186538,4,14.73779542
1930,2021-03-07,658521,280548,15327,2.347266778,5,42.96476806
1931,2021-03-07,730424,325023,16984,2.247299422,6,43.00659444
1932,2021-03-07,865219,352982,21929,2.451170315,7,39.45546993
1933,2021-03-07,1452854,602428,36788,2.411664132,9,39.49260628
1934,2021-03-07,199811,110315,6185,1.811276798,10,32.30573969
1935,2021-03-07,1562116,627256,32366,2.490396266,8,48.26410431
1936,2021-03-07,1359897,468800,32406,2.900804181,13,41.96435845
1937,2021-03-07,1586416,545166,28642,2.909968707,14,55.38775225
1938,2021-03-07,5515693,2391889,91257,2.305998732,11,60.44131409
1939,2021-03-07,396018,192754,21292,2.054525457,12,18.59938005
1940,2021-03-07,4388637,1891934,61166,2.3196565,15,71.7496158
1941,2021-03-07,79968,30115,1433,2.655420887,16,55.80460572
1942,2021-03-07,281002,154606,1690,1.817536189,17,166.2733728
1943,2021-03-08,2369079,1015464,92669,2.333001465,2,25.564957
1944,2021-03-08,880524,440218,40465,2.000199901,3,21.76013839
1945,2021-03-08,295111,158204,21765,1.86538267,4,13.55897082
1946,2021-03-08,632748,277895,24122,2.276931935,5,26.23115828
1947,2021-03-08,703184,329779,26357,2.132288593,6,26.67921235
1948,2021-03-08,891352,369438,34984,2.412724192,7,25.47884747
1949,2021-03-08,1402011,600502,56710,2.334731608,9,24.72246517
1950,2021-03-08,224525,129864,10262,1.728924105,10,21.8792633
1951,2021-03-08,1529733,654421,51997,2.33753654,8,29.41963959
1952,2021-03-08,1324534,492475,48179,2.689545662,13,27.49193632
1953,2021-03-08,1418692,544917,44444,2.603501084,14,31.92088921
1954,2021-03-08,4892255,2292015,148430,2.134477741,11,32.96001482
1955,2021-03-08,355393,178828,20979,1.987345382,12,16.94041661
1956,2021-03-08,4045486,1829112,100515,2.211721316,15,40.24758494
1957,2021-03-08,81099,31895,2251,2.542686942,16,36.02798756
1958,2021-03-08,231706,132426,2841,1.74970172,17,81.55790215
1959,2021-03-09,2333580,1008886,94037,2.313026447,2,24.81555133
1960,2021-03-09,863246,433281,40401,1.992346768,3,21.36694636
1961,2021-03-09,290972,156494,21660,1.85931729,4,13.43361034
1962,2021-03-09,612156,274352,24497,2.231279524,5,24.98901906
1963,2021-03-09,686524,325084,26716,2.11183571,6,25.69711035
1964,2021-03-09,876603,366395,35534,2.392508086,7,24.66941521
1965,2021-03-09,1375449,593315,57947,2.318244103,9,23.73632802
1966,2021-03-09,217308,128436,10371,1.691955526,10,20.95342783
1967,2021-03-09,1509814,651508,52788,2.317414368,8,28.60146245
1968,2021-03-09,1313695,490789,48854,2.676700171,13,26.89022393
1969,2021-03-09,1433276,549384,45385,2.608878307,14,31.58039
1970,2021-03-09,4871656,2301140,152130,2.117061978,11,32.02298035
1971,2021-03-09,352455,176816,20902,1.993343363,12,16.86226198
1972,2021-03-09,4064453,1828758,102899,2.222520968,15,39.4994412
1973,2021-03-09,79487,31407,2308,2.530868915,16,34.4397747
1974,2021-03-09,230360,131823,2845,1.747494747,17,80.97012302
1975,2021-03-10,2351215,1009685,94121,2.328661909,2,24.98076944
1976,2021-03-10,862830,435160,40534,1.98278794,3,21.28657423
1977,2021-03-10,287367,155507,21400,1.847936106,4,13.42836449
1978,2021-03-10,621688,277495,24503,2.240357484,5,25.37191364
1979,2021-03-10,696547,327724,26895,2.125407355,6,25.89875442
1980,2021-03-10,880241,367225,35497,2.397007284,7,24.7976167
1981,2021-03-10,1382483,595444,57931,2.321768294,9,23.86430409
1982,2021-03-10,213168,126730,10462,1.682064231,10,20.37545402
1983,2021-03-10,1526021,657205,52990,2.32198629,8,28.79828269
1984,2021-03-10,1330584,494217,48886,2.692307225,13,27.21809925
1985,2021-03-10,1466423,553043,45824,2.651553315,14,32.00120024
1986,2021-03-10,4951653,2312938,152378,2.140849863,11,32.49585242
1987,2021-03-10,348780,177113,20704,1.969251269,12,16.84602009
1988,2021-03-10,4153733,1840436,103375,2.256928793,15,40.18121403
1989,2021-03-10,82072,32030,2287,2.562347799,16,35.88631395
1990,2021-03-10,225828,130409,2870,1.731690297,17,78.68571429
1991,2021-03-11,2312812,1003326,94707,2.305145087,2,24.42070808
1992,2021-03-11,812473,407932,36053,1.99168734,3,22.53551716
1993,2021-03-11,296945,159990,21492,1.856022251,4,13.81653639
1994,2021-03-11,603576,273548,24656,2.20647199,5,24.47988319
1995,2021-03-11,639003,300764,23072,2.124599354,6,27.69603849
1996,2021-03-11,868758,366847,35416,2.368175288,7,24.53009939
1997,2021-03-11,1346258,589419,58116,2.284042421,9,23.1650148
1998,2021-03-11,208270,124095,9484,1.678310971,10,21.9601434
1999,2021-03-11,1502944,652108,53483,2.304747066,8,28.10134061
2000,2021-03-11,1301541,489024,48861,2.661507411,13,26.6376251
2001,2021-03-11,1431574,551702,45896,2.594831993,14,31.19169427
2002,2021-03-11,4804493,2285008,151593,2.102615396,11,31.69336975
2003,2021-03-11,325344,163809,17084,1.986117979,12,19.04378366
2004,2021-03-11,4001972,1805833,102860,2.216136265,15,38.90698036
2005,2021-03-11,78210,31401,2263,2.49068501,16,34.56031816
2006,2021-03-11,224753,128370,2807,1.750821843,17,80.06875668
2007,2021-03-12,2613630,1066135,93478,2.451500045,2,27.95984082
2008,2021-03-12,876908,430245,30969,2.038159653,3,28.31567051
2009,2021-03-12,282314,155351,12708,1.817265418,4,22.21545483
2010,2021-03-12,704098,300807,25631,2.340696859,5,27.47056299
2011,2021-03-12,782330,358420,27918,2.182718598,6,28.02242281
2012,2021-03-12,918510,382913,34999,2.398743318,7,26.24389268
2013,2021-03-12,1483569,629129,59782,2.358131639,9,24.81631595
2014,2021-03-12,234928,134744,10417,1.743513626,10,22.55236632
2015,2021-03-12,1617800,679817,54520,2.379758082,8,29.67351431
2016,2021-03-12,1462560,520700,51009,2.808834262,13,28.67258719
2017,2021-03-12,1545994,578687,47830,2.671554744,14,32.32268451
2018,2021-03-12,5487710,2484615,158723,2.208676193,11,34.57413229
2019,2021-03-12,295752,159333,11322,1.856187984,12,26.12188659
2020,2021-03-12,4681101,1991767,107323,2.350225202,15,43.61694138
