cluster,state,date_announced,date_last_onset,category,status
KLUSTER JALAN HARMONIUM TEBRAU,1,2021-07-03,2021-07-14,workplace,ended
KLUSTER JALAN SRI RAYA,4,2021-07-03,2021-07-15,community,ended
KLUSTER JALAN HAJI TAHA,13,2021-07-03,2021-07-15,workplace,ended
KLUSTER DAH MATA AYER,2,2021-07-03,2021-07-19,community,ended
KLUSTER INDUSTRI JALAN SULTAN,10,2021-07-03,2021-07-20,workplace,ended
KLUSTER PAGAR TEBEDU,13,2021-07-03,2021-07-21,detentionCentre,ended
KLUSTER INDUSTRI JALAN MURNI 12,1,2021-07-03,2021-07-24,workplace,ended
KLUSTER INDUSTRI SUNGAI SEMBRONG,1,2021-07-03,2021-07-30,workplace,ended
KLUSTER JALAN SONGSANG,6,2021-07-03,2021-08-03,workplace,ended
KLUSTER LINGKARAN SYED PUTRA,14,2021-07-03,2021-08-06,workplace,ended
KLUSTER INDUSTRI SERI KEMBANGAN,10,2021-07-03,2021-08-13,workplace,ended
KLUSTER INDUSTRI TAMING JAYA,10,2021-07-03,2021-08-14,workplace,ended
KLUSTER LORONG PERUSAHAAN EMPAT,7,2021-07-03,2021-08-14,workplace,ended
KLUSTER JALAN NAGASARI SATU,7,2021-07-03,2021-08-27,workplace,ended
KLUSTER JALAN PERINDUSTRIAN AGAS 11,1,2021-07-04,2021-07-03,workplace,ended
KLUSTER INDUSTRI PARIT JAMIL,1,2021-07-04,2021-07-04,workplace,ended
KLUSTER 35 BINTULU,13,2021-07-04,2021-07-09,workplace,ended
KLUSTER INDUSTRI JALAN BANGI LAMA,10,2021-07-04,2021-07-11,workplace,ended
KLUSTER BAHTERA BARAT,12,2021-07-04,2021-07-11,workplace,ended
KLUSTER LORONG EMPAT SEKINCHAN,10,2021-07-04,2021-07-12,community,ended
KLUSTER PERSIARAN KEMPAS JERNIH,1,2021-07-04,2021-07-12,highRisk,ended
KLUSTER INDUSTRI PARIT HULU,1,2021-07-04,2021-07-12,workplace,ended
KLUSTER KILOMETER 22 JALAN GAMBANG,6,2021-07-04,2021-07-13,workplace,ended
KLUSTER SUNGAI ENTAJUM,13,2021-07-04,2021-07-14,community,ended
KLUSTER SUNGAI PELEPAK,13,2021-07-04,2021-07-15,community,ended
KLUSTER KAMPUNG JERAM PERDAH,3,2021-07-04,2021-07-17,community,ended
KLUSTER PENGKALAN BATU,3,2021-07-04,2021-07-18,workplace,ended
KLUSTER JALAN WIRA LAPAN,1,2021-07-04,2021-07-21,workplace,ended
KLUSTER LORONG SUNGAI TIRAM,7,2021-07-04,2021-07-28,workplace,ended
KLUSTER INDUSTRI BYPASS GEBENG,6,2021-07-04,2021-09-05,workplace,ended
KLUSTER GONG PASIR,11,2021-07-04,2021-09-21,community,ended
KLUSTER KAMPUNG BAKONG GUNONG,3,2021-07-05,2021-07-12,community,ended
KLUSTER JALAN SRI SULONG,1,2021-07-05,2021-07-16,workplace,ended
KLUSTER INDUSTRI 121 KUALA BARAM,13,2021-07-05,2021-07-17,workplace,ended
KLUSTER JALAN HARMONI SEMBILAN,1,2021-07-05,2021-07-21,workplace,ended
KLUSTER LORONG BERJAYA,12,2021-07-05,2021-07-22,workplace,ended
KLUSTER KAMPUNG BECHAH TEMBESU,3,2021-07-05,2021-07-22,community,ended
KLUSTER JALAN KAYU MADANG,12,2021-07-05,2021-07-23,workplace,ended
KLUSTER LINTANG MACALLUM DUA,7,2021-07-05,2021-07-24,workplace,ended
KLUSTER INDUSTRI BENTONG SEBELAS 2,6,2021-07-05,2021-07-25,workplace,ended
KLUSTER INDUSTRI TTJ 2,5,2021-07-05,2021-07-31,workplace,ended
KLUSTER INDUSTRI JERANTUT FERI,6,2021-07-05,2021-08-04,workplace,ended
KLUSTER INDUSTRI TECH VALLEY SENDAYAN,5,2021-07-05,2021-08-06,workplace,ended
KLUSTER DAH SATU INDUSTRI KULIM,"2,8",2021-07-05,2021-08-31,workplace,ended
KLUSTER BUKIT KIARA,14,2021-07-06,2021-07-05,workplace,ended
KLUSTER BATU TIGA BAKRI,1,2021-07-06,2021-07-05,workplace,ended
KLUSTER PASAR RAZAK MANSION,14,2021-07-06,2021-07-05,workplace,ended
KLUSTER JALAN SAGANG,13,2021-07-06,2021-07-09,community,ended
KLUSTER JALAN CEMPAKA AMPANG,10,2021-07-06,2021-07-11,workplace,ended
KLUSTER PONDOK TANJUNG,8,2021-07-06,2021-07-14,community,ended
KLUSTER KAMPUNG PERWIRA,3,2021-07-06,2021-07-15,community,ended
KLUSTER PANJANG SARI,1,2021-07-06,2021-07-15,community,ended
KLUSTER PARIT SEBELAS,10,2021-07-06,2021-07-18,community,ended
KLUSTER SUNGAI SENGKABANG,13,2021-07-06,2021-07-19,community,ended
KLUSTER JALAN BALDWIN TIGA,8,2021-07-06,2021-07-20,workplace,ended
KLUSTER JALAN KOLAM IKAN KLUANG,1,2021-07-06,2021-07-20,community,ended
KLUSTER JALAN PERUSAHAAN PRAI,7,2021-07-06,2021-07-20,workplace,ended
KLUSTER TAPAK BINA DAMANLELA 2,"10,14",2021-07-06,2021-07-24,workplace,ended
KLUSTER INDUSTRI LORONG SENAWANG EMPAT,5,2021-07-06,2021-07-30,workplace,ended
KLUSTER AGORA BORNEO,12,2021-07-06,2021-08-01,workplace,ended
KLUSTER KAMPUNG GONG KULIM TENGAH,"3,11",2021-07-06,2021-08-02,community,ended
KLUSTER KAMPUNG KERPAL,6,2021-07-06,2021-08-04,community,ended
KLUSTER PAGAR LANGAT,10,2021-07-06,2021-08-05,detentionCentre,ended
KLUSTER JALAN KK 6/2 KUBANG KERIAN,3,2021-07-06,2021-08-12,workplace,ended
KLUSTER INDUSTRI PERAI LIMA,"2,7,8",2021-07-06,2021-10-02,workplace,ended
KLUSTER SEJANTUNG,10,2021-07-07,2021-07-06,education,ended
KLUSTER PASAR ORKID SENTOSA,10,2021-07-07,2021-07-06,workplace,ended
KLUSTER JALAN LIMAU KAMPUNG PASIR,1,2021-07-07,2021-07-06,highRisk,ended
KLUSTER LORONG TIGA KAMPUNG SIOL KANDIS,13,2021-07-07,2021-07-06,community,ended
KLUSTER JALAN PANCHANG,10,2021-07-07,2021-07-09,community,ended
KLUSTER TAMAN DOVENBY,8,2021-07-07,2021-07-10,community,ended
KLUSTER JALAN PARIT MAHANG,10,2021-07-07,2021-07-12,highRisk,ended
KLUSTER JALAN BUKIT 17,1,2021-07-07,2021-07-12,community,ended
KLUSTER PINTASAN KOTA BELUD,12,2021-07-07,2021-07-15,community,ended
KLUSTER TASIK UTAMA 2,5,2021-07-07,2021-07-22,workplace,ended
KLUSTER SUNGAI BEDIL BESAR,13,2021-07-07,2021-07-23,community,ended
KLUSTER JALAN PULASAN 18,1,2021-07-07,2021-07-25,community,ended
KLUSTER INDUSTRI JALAN TMP LAPAN,4,2021-07-07,2021-07-28,workplace,ended
KLUSTER SIASAI DUNDAU,12,2021-07-07,2021-08-06,community,ended
KLUSTER JALAN NIK YUSUF,3,2021-07-07,2021-08-06,community,ended
KLUSTER INDUSTRI LENGKOK EMAS NILAI,5,2021-07-07,2021-08-09,workplace,ended
KLUSTER JALAN METRO PERDANA,"10,14",2021-07-07,2021-08-13,workplace,ended
KLUSTER JALAN TUN RAZAK PERINGGIT,4,2021-07-07,2021-08-13,workplace,ended
KLUSTER INDUSTRI SENDAYAN METROPARK,5,2021-07-08,2021-07-07,workplace,ended
KLUSTER INDUSTRI BAKRI EMPAT,1,2021-07-08,2021-07-07,workplace,ended
KLUSTER JALAN MEDAN PUTRA,14,2021-07-08,2021-07-07,workplace,ended
KLUSTER KAMPUNG BATU 8 1/4,3,2021-07-08,2021-07-07,community,ended
KLUSTER INDUSTRI JAYA SUNGAI BULOH,10,2021-07-08,2021-07-11,workplace,ended
KLUSTER TAMAN TASEK SOLOK DUA,8,2021-07-08,2021-07-12,community,ended
KLUSTER INDUSTRI EMAS SATU,5,2021-07-08,2021-07-14,workplace,ended
KLUSTER PUTRA DUA,"10,14,16",2021-07-08,2021-07-15,workplace,ended
KLUSTER BANDAR BARU SENTUL 2,14,2021-07-08,2021-07-15,community,ended
KLUSTER JALAN RIA,1,2021-07-08,2021-07-16,highRisk,ended
KLUSTER JALAN GEBENG 1/11,6,2021-07-08,2021-07-17,workplace,ended
KLUSTER LEBUH PANTAI BARU,8,2021-07-08,2021-07-17,workplace,ended
KLUSTER JALAN TANAH PUTIH,6,2021-07-08,2021-07-18,workplace,ended
KLUSTER TAPAK BINA JALAN SRI PERMAISURI,14,2021-07-08,2021-07-22,workplace,ended
KLUSTER JALAN DAIMAN,1,2021-07-08,2021-07-23,workplace,ended
KLUSTER JALAN RADIN DUA,14,2021-07-08,2021-07-24,workplace,ended
KLUSTER TAPAK BINA JENDERAM HILIR,10,2021-07-08,2021-07-26,workplace,ended
KLUSTER LUMADAN,12,2021-07-08,2021-07-29,community,ended
KLUSTER JALAN HARMONIUM 33,1,2021-07-08,2021-07-29,workplace,ended
KLUSTER KAMPUNG ISTIMEWA 2,12,2021-07-08,2021-07-31,community,ended
KLUSTER DAH 90 INDUSTRI SUNGAI PETANI,2,2021-07-08,2021-08-02,workplace,ended
KLUSTER TAMAN PERUSAHAAN KEPONG,14,2021-07-08,2021-08-05,workplace,ended
KLUSTER INDUSTRI SUNGAI LALANG,10,2021-07-08,2021-08-05,workplace,ended
KLUSTER INDUSTRI BUNGA TANJUNG,5,2021-07-08,2021-08-06,workplace,ended
KLUSTER TAMAN TANJUNG MAS,3,2021-07-08,2021-08-07,community,ended
KLUSTER TITIAN 2,15,2021-07-08,2021-08-11,community,ended
KLUSTER JALAN JENDERAM HULU,10,2021-07-08,2021-08-13,education,ended
KLUSTER INDUSTRI JALAN STAPUNAL,3,2021-07-08,2021-08-21,workplace,ended
KLUSTER SEGA,13,2021-07-08,2021-09-14,community,ended
KLUSTER JALAN IPOH KECIL,14,2021-07-09,2021-07-08,workplace,ended
KLUSTER INDUSTRI JALAN GOMBAK BATU 11,10,2021-07-09,2021-07-08,workplace,ended
KLUSTER INDUSTRI JALAN TELOK GONG,10,2021-07-09,2021-07-08,workplace,ended
KLUSTER ZONE T SELATAN,10,2021-07-09,2021-07-08,workplace,ended
KLUSTER JALAN DESA PUTERA,10,2021-07-09,2021-07-08,education,ended
KLUSTER KAMPUNG BUNUT SATUT,3,2021-07-09,2021-07-08,community,ended
KLUSTER TAPAK BINA BIDARA,5,2021-07-09,2021-07-08,workplace,ended
KLUSTER INDUSTRI JALAN KUSTA,10,2021-07-09,2021-07-09,workplace,ended
KLUSTER JALAN BUKIT BAKRI,1,2021-07-09,2021-07-09,workplace,ended
KLUSTER INDUSTRI JALAN SATU SELESA JAYA,10,2021-07-09,2021-07-10,workplace,ended
KLUSTER TAPAK BINA JALAN KHOO TEIK EE,14,2021-07-09,2021-07-10,workplace,ended
KLUSTER SAWIT SEGAMA,12,2021-07-09,2021-07-10,community,ended
KLUSTER PAGAR TAMAN IKS,10,2021-07-09,2021-07-15,detentionCentre,ended
KLUSTER JALAN MATANG,14,2021-07-09,2021-07-15,workplace,ended
KLUSTER JALAN DUKU KIRI,1,2021-07-09,2021-07-15,workplace,ended
KLUSTER JALAN SRI PLENTONG TIGA,1,2021-07-09,2021-07-16,workplace,ended
KLUSTER INDUSTRI NAKHODA,10,2021-07-09,2021-07-19,workplace,ended
KLUSTER TAMAN MERDEKA PERMAI,4,2021-07-09,2021-07-19,workplace,ended
KLUSTER JALAN HAJI JAIB,1,2021-07-09,2021-07-19,workplace,ended
KLUSTER JALAN SAW AH CHOY,8,2021-07-09,2021-07-21,workplace,ended
KLUSTER TAMAN BISMI RAHMAT,3,2021-07-09,2021-07-21,community,ended
KLUSTER JALAN PASAR BASAH MUKAH,13,2021-07-09,2021-07-23,workplace,ended
KLUSTER BATU LAPAN BAKRI,1,2021-07-09,2021-07-27,workplace,ended
KLUSTER BENTENG SRI AMAN,13,2021-07-09,2021-08-04,detentionCentre,ended
KLUSTER SUNGAI JELAI KUALA LIPIS,6,2021-07-09,2021-08-06,highRisk,ended
KLUSTER KAMPUNG GELUGOR,3,2021-07-09,2021-08-11,community,ended
KLUSTER TEMBOK MIRI,13,2021-07-09,2021-08-12,detentionCentre,ended
KLUSTER TAMAN CEMPAKA,4,2021-07-09,2021-08-27,workplace,ended
KLUSTER JALAN SERAMIK CHEPOR 11/1,8,2021-07-09,2021-09-12,workplace,ended
KLUSTER PERSIARAN AGAS,"1,4",2021-07-09,2021-09-17,workplace,ended
KLUSTER INDUSTRI JALAN PERAJURIT SATU,10,2021-07-10,2021-07-09,workplace,ended
KLUSTER INDUSTRI PERIGI LAPAN,10,2021-07-10,2021-07-09,workplace,ended
KLUSTER INDUSTRI JALAN PERAJURIT DUA,10,2021-07-10,2021-07-09,workplace,ended
KLUSTER PAGAR SERIAN,13,2021-07-10,2021-07-09,detentionCentre,ended
KLUSTER JALAN SRI SIANTAN,10,2021-07-10,2021-07-09,highRisk,ended
KLUSTER TAPAK BINA JALIL UTAMA 2,14,2021-07-10,2021-07-09,workplace,ended
KLUSTER TAMAN GRANDVIEW,12,2021-07-10,2021-07-09,community,ended
KLUSTER SUSUR ENAM LARKIN,1,2021-07-10,2021-07-11,workplace,ended
KLUSTER SRI BUNIAN,1,2021-07-10,2021-07-12,community,ended
KLUSTER REBANA JERNIH,4,2021-07-10,2021-07-15,community,ended
KLUSTER JALAN SOLARIS,14,2021-07-10,2021-07-16,workplace,ended
KLUSTER TAPAK BINA JALAN TENGKU ABDUL SAMAD,6,2021-07-10,2021-07-17,workplace,ended
KLUSTER TAPAK BINA SELABU,1,2021-07-10,2021-07-17,workplace,ended
KLUSTER SUNGAI SETAJAM,13,2021-07-10,2021-07-17,community,ended
KLUSTER KKIP EMPAT TIMUR,12,2021-07-10,2021-07-19,workplace,ended
KLUSTER JALAN PENDAS LAUT,1,2021-07-10,2021-07-19,workplace,ended
KLUSTER JALAN DUA SALAK TINGGI,10,2021-07-10,2021-07-20,workplace,ended
KLUSTER SEMUJA,13,2021-07-10,2021-07-20,detentionCentre,ended
KLUSTER BALAK PENANGAH,12,2021-07-10,2021-07-22,workplace,ended
KLUSTER INDUSTRI TAMAN EHSAN,10,2021-07-10,2021-07-24,workplace,ended
KLUSTER PLO JALAN EMAS,1,2021-07-10,2021-07-25,workplace,ended
KLUSTER TAMAN JAYA,14,2021-07-10,2021-07-29,highRisk,ended
KLUSTER TAPAK BINA JALAN TANJUNG PUTERI,1,2021-07-10,2021-07-30,workplace,ended
KLUSTER JALAN MEMBALUA,12,2021-07-10,2021-07-31,workplace,ended
KLUSTER JALAN LOMBONG DUA,1,2021-07-10,2021-08-05,workplace,ended
KLUSTER SRI RAKYAT,14,2021-07-10,2021-08-09,community,ended
KLUSTER INDUSTRI LOT Q,11,2021-07-10,2021-08-10,workplace,ended
KLUSTER JALAN GEBENG 2/3,6,2021-07-10,2021-08-22,workplace,ended
KLUSTER TEMBOK SRI AMAN 2,13,2021-07-10,2021-09-08,detentionCentre,ended
KLUSTER JALAN SRI HARTAMAS SATU,14,2021-07-11,2021-07-10,workplace,ended
KLUSTER INDUSTRI JALAN RUKUN,10,2021-07-11,2021-07-10,workplace,ended
KLUSTER BANDAR BARU TUNJONG,3,2021-07-11,2021-07-14,workplace,ended
KLUSTER JALAN MAWAR BELITONG,1,2021-07-11,2021-07-16,community,ended
KLUSTER JALAN AWAN CEMPAKA,14,2021-07-11,2021-07-17,highRisk,ended
KLUSTER JALAN INDUSTRI DUA RAWANG,10,2021-07-11,2021-07-19,workplace,ended
KLUSTER JALAN PANTAI BAHARU,14,2021-07-11,2021-07-19,workplace,ended
KLUSTER JALAN DEDAP 13,1,2021-07-11,2021-07-21,workplace,ended
KLUSTER INDUSTRI JALAN SUBANG 13,10,2021-07-11,2021-07-24,workplace,ended
KLUSTER CAHAYA YONG PENG,1,2021-07-11,2021-07-25,workplace,ended
KLUSTER TAPAK BINA SOLAR BERIAH,8,2021-07-11,2021-07-29,workplace,ended
KLUSTER KAMPUNG PERANGKAP,3,2021-07-11,2021-07-30,workplace,ended
KLUSTER MELOR INTAN,8,2021-07-11,2021-08-08,community,ended
KLUSTER TAMAN KOPERASI POLIS,14,2021-07-11,2021-08-12,community,ended
KLUSTER TAPAK BINA JALAN THEAN TEIK,7,2021-07-11,2021-08-12,workplace,ended
KLUSTER JALAN CENGAL,1,2021-07-11,2021-08-13,workplace,ended
KLUSTER KAMPUNG PADANG BALANG,14,2021-07-11,2021-08-17,community,ended
KLUSTER BATU MUDA,14,2021-07-11,2021-08-17,community,ended
KLUSTER KAYU PATIKANG,12,2021-07-11,2021-08-17,workplace,ended
KLUSTER BAYAM TIGA,10,2021-07-12,2021-07-11,highRisk,ended
KLUSTER TAPAK BINA JALAN CENDANA,14,2021-07-12,2021-07-11,workplace,ended
KLUSTER LORONG SENTOSA SATU,5,2021-07-12,2021-07-15,workplace,ended
KLUSTER JALAN DUSUN LANGGAR,3,2021-07-12,2021-07-16,community,ended
KLUSTER KETIOR DALAM,8,2021-07-12,2021-07-18,community,ended
KLUSTER SEKSYEN 14 JALAN BAYAM,3,2021-07-12,2021-07-20,highRisk,ended
KLUSTER LORONG KUBUR MARAS,3,2021-07-12,2021-07-21,community,ended
KLUSTER TANJUNG GELAM,11,2021-07-12,2021-07-22,community,ended
KLUSTER TAMAN UTAMA SATU,1,2021-07-12,2021-07-26,highRisk,ended
KLUSTER RESORT SEPANG,10,2021-07-12,2021-07-29,workplace,ended
KLUSTER KAMPUNG PULAU KUNDUR,3,2021-07-12,2021-07-29,community,ended
KLUSTER PUTRAJAYA 15,"10,16",2021-07-12,2021-07-29,workplace,ended
KLUSTER TOK MOLOR,11,2021-07-12,2021-08-03,community,ended
KLUSTER RANTAU KESIDANG,6,2021-07-12,2021-08-08,community,ended
KLUSTER KAMPUNG KENDAIE,13,2021-07-12,2021-08-15,community,ended
KLUSTER INDUSTRI JALAN UTAS,10,2021-07-12,2021-08-31,workplace,ended
KLUSTER JALAN SELAYANG UTAMA,10,2021-07-13,2021-07-12,workplace,ended
KLUSTER JALAN BUKIT MOR,1,2021-07-13,2021-07-13,workplace,ended
KLUSTER INDUSTRI BUKIT MINYAK 11,7,2021-07-13,2021-07-17,workplace,ended
KLUSTER GAJAH MATI BUKIT BESI,11,2021-07-13,2021-07-17,workplace,ended
KLUSTER JALAN PENDEKAR 18,1,2021-07-13,2021-07-22,workplace,ended
KLUSTER INDUSTRI PERKAMPUNGAN PERABUT,10,2021-07-13,2021-07-24,workplace,ended
KLUSTER C2 KUBANG KERIAN,3,2021-07-13,2021-07-24,workplace,ended
KLUSTER JALAN MAWAR ULU TEBRAU,1,2021-07-13,2021-07-26,community,ended
KLUSTER JALAN MOLEK TIGA,1,2021-07-13,2021-07-27,workplace,ended
KLUSTER TAPAK BINA LALUAN KUALA SELANGOR,10,2021-07-13,2021-07-30,workplace,ended
KLUSTER KAMPUNG SUNGAI BULOH,5,2021-07-13,2021-07-31,community,ended
KLUSTER DAH KAMPUNG BATU,2,2021-07-13,2021-07-31,community,ended
KLUSTER JALAN BIRU,1,2021-07-13,2021-08-02,community,ended
KLUSTER TAMAN WAJA,5,2021-07-13,2021-08-03,community,ended
KLUSTER PULAU SERAI,11,2021-07-13,2021-08-04,community,ended
KLUSTER JALAN INDAH 15,1,2021-07-13,2021-08-05,workplace,ended
KLUSTER INDUSTRI TEKNOLOGI EMPAT,1,2021-07-13,2021-08-05,workplace,ended
KLUSTER KUALA PERMAI,4,2021-07-13,2021-08-07,community,ended
KLUSTER KAMPUNG BARU AIR PANAS,14,2021-07-13,2021-08-16,community,ended
KLUSTER KAMPUNG MURING,"3,10",2021-07-13,2021-08-16,community,ended
KLUSTER KEMAHANG DUA,3,2021-07-13,2021-08-17,community,ended
KLUSTER JALAN TAIPING KUALA SEPETANG,"8,10",2021-07-13,2021-08-25,workplace,ended
KLUSTER INDUSTRI JALAN USAHA LIMA,4,2021-07-13,2021-08-31,workplace,ended
KLUSTER JALAN MEDAN SEKSYEN SEMBILAN,10,2021-07-14,2021-07-13,workplace,ended
KLUSTER INDUSTRI ALAM JAYA 2/3,10,2021-07-14,2021-07-13,workplace,ended
KLUSTER DAH SAGA INDUSTRI SUNGAI PETANI,2,2021-07-14,2021-07-16,workplace,ended
KLUSTER JALAN DIAN 19,1,2021-07-14,2021-07-17,workplace,ended
KLUSTER JALAN TEO KUI NGO,13,2021-07-14,2021-07-21,workplace,ended
KLUSTER LORONG AIK HWA,1,2021-07-14,2021-07-22,workplace,ended
KLUSTER DESA KEMANDOL,10,2021-07-14,2021-07-23,community,ended
KLUSTER TAPAK BINA METROPOLIS 2,14,2021-07-14,2021-07-25,workplace,ended
KLUSTER JALAN SINAR SENTUL,14,2021-07-14,2021-07-27,workplace,ended
KLUSTER JALAN LEBUH AYER KEROH,4,2021-07-14,2021-07-27,workplace,ended
KLUSTER DAH MELOR,2,2021-07-14,2021-07-30,highRisk,ended
KLUSTER BUKIT TOK BAT,"6,11",2021-07-14,2021-07-30,community,ended
KLUSTER JALAN KELABORAN,3,2021-07-14,2021-07-30,highRisk,ended
KLUSTER INDUSTRI JALAN MAS TUJUH,10,2021-07-14,2021-07-31,workplace,ended
KLUSTER SENTOSA 2,13,2021-07-14,2021-07-31,highRisk,ended
KLUSTER JALAN JASIN BESTARI,4,2021-07-14,2021-08-01,workplace,ended
KLUSTER JALAN AMPANG SEJAHTERA,14,2021-07-14,2021-08-02,workplace,ended
KLUSTER JALAN Dâ€™ARANJO,4,2021-07-14,2021-08-03,community,ended
KLUSTER DUYOH,13,2021-07-14,2021-08-03,community,ended
KLUSTER JALAN PAHAT 15,"5,8,10,14",2021-07-14,2021-08-05,highRisk,ended
KLUSTER LORONG ARA,14,2021-07-14,2021-08-06,workplace,ended
KLUSTER MURNI PERDANA,11,2021-07-14,2021-08-09,community,ended
KLUSTER JALAN 11 MEDAN,10,2021-07-14,2021-08-10,community,ended
KLUSTER DAH KETIL INDUSTRI BALING,2,2021-07-14,2021-08-22,workplace,ended
KLUSTER KAMPUNG MELAMAM,12,2021-07-14,2021-08-23,community,ended
KLUSTER PERSIARAN TEKNOLOGI 11,1,2021-07-14,2021-08-25,workplace,ended
KLUSTER DESA TEMUAN,10,2021-07-15,2021-07-14,community,ended
KLUSTER PERSIARAN ANGGUN,10,2021-07-15,2021-07-14,workplace,ended
KLUSTER JALAN SERI UTARA,14,2021-07-15,2021-07-14,workplace,ended
KLUSTER SALAK LAND,13,2021-07-15,2021-07-14,workplace,ended
KLUSTER INDUSTRI JALAN PERUSAHAAN LIMA,10,2021-07-15,2021-07-15,workplace,ended
KLUSTER KOTA KLIAS,12,2021-07-15,2021-07-18,community,ended
KLUSTER PERSIARAN TUN PERAK,10,2021-07-15,2021-07-21,workplace,ended
KLUSTER LEBUH TANJUNG SATU,1,2021-07-15,2021-07-21,workplace,ended
KLUSTER SATU TIMUR,10,2021-07-15,2021-07-22,highRisk,ended
KLUSTER JALAN ANGKASA MAS DUA,1,2021-07-15,2021-07-25,workplace,ended
KLUSTER LINGKARAN WAWASAN,14,2021-07-15,2021-07-25,education,ended
KLUSTER PAGAR TROPIKA SATU,1,2021-07-15,2021-07-27,detentionCentre,ended
KLUSTER TAMAN PELANGI KLUANG,1,2021-07-15,2021-07-27,community,ended
KLUSTER INDUSTRI DEWANI SATU,1,2021-07-15,2021-07-29,workplace,ended
KLUSTER INDUSTRI BATU 34 DENGKIL - BANTING,10,2021-07-15,2021-08-02,workplace,ended
KLUSTER JALAN ANGGERIK MUAR,1,2021-07-15,2021-08-02,workplace,ended
KLUSTER LANGKAP,5,2021-07-15,2021-08-03,community,ended
KLUSTER JALAN PINANG,"10,14",2021-07-15,2021-08-06,workplace,ended
KLUSTER INDUSTRI JALAN BESI SATU,1,2021-07-15,2021-08-07,workplace,ended
KLUSTER JALAN KAMPUNG PERMATANG PASIR,3,2021-07-15,2021-08-08,community,ended
KLUSTER SRI SABAH,14,2021-07-15,2021-08-11,community,ended
KLUSTER TEMBOK AYER KEROH,4,2021-07-15,2021-08-14,detentionCentre,ended
KLUSTER BINTANG MERANTI,"10,14",2021-07-15,2021-08-17,workplace,ended
KLUSTER INDUSTRI TEKNOLOGI CHENG SATU,4,2021-07-15,2021-09-04,workplace,ended
KLUSTER JALAN GOMBAK 3,10,2021-07-15,2021-09-15,education,ended
KLUSTER TEMBOK PENGKALAN CHEPA 2,3,2021-07-15,2021-09-22,detentionCentre,ended
KLUSTER INDUSTRI JALAN RUKUN DUA,10,2021-07-16,2021-07-15,workplace,ended
KLUSTER BATU TUJUH JALAN KEBUN,10,2021-07-16,2021-07-15,highRisk,ended
KLUSTER TAPAK BINA JALAN LAGONG,10,2021-07-16,2021-07-15,workplace,ended
KLUSTER PERSIARAN SIBC SATU,8,2021-07-16,2021-07-15,workplace,ended
KLUSTER JALAN GUNUNG 32,1,2021-07-16,2021-07-15,workplace,ended
KLUSTER INDUSTRI ALAM JAYA TIGA,10,2021-07-16,2021-07-15,workplace,ended
KLUSTER WAKAF CHE YEH,3,2021-07-16,2021-07-15,workplace,ended
KLUSTER JALAN CENGAL SELATAN,14,2021-07-16,2021-07-15,education,ended
KLUSTER TOK JIRING,"11,14",2021-07-16,2021-07-20,community,ended
KLUSTER JALAN SETIAWANGSA 11,14,2021-07-16,2021-07-21,workplace,ended
KLUSTER JALAN MAYANG PASIR,7,2021-07-16,2021-07-21,workplace,ended
KLUSTER TERUSAN UTAMA,10,2021-07-16,2021-07-23,community,ended
KLUSTER TEMBOK TAWAKAL KLUANG,1,2021-07-16,2021-07-23,detentionCentre,ended
KLUSTER KAMPUNG KUKUP,1,2021-07-16,2021-07-24,community,ended
KLUSTER PUTRA BERTAM,"2,7",2021-07-16,2021-07-24,education,ended
KLUSTER BUKIT TINGGI,13,2021-07-16,2021-07-25,community,ended
KLUSTER LEMPAONG,13,2021-07-16,2021-07-26,community,ended
KLUSTER LORONG BAIDURI SATU,6,2021-07-16,2021-07-27,workplace,ended
KLUSTER LORONG GEMIA,11,2021-07-16,2021-07-27,workplace,ended
KLUSTER PEKAN RANAU,12,2021-07-16,2021-07-28,highRisk,ended
KLUSTER SETAPA,1,2021-07-16,2021-07-28,workplace,ended
KLUSTER KAMPUNG ALOR HIJAU,3,2021-07-16,2021-07-28,community,ended
KLUSTER KAMPUNG LUBUK PUSING,"1,8",2021-07-16,2021-07-29,community,ended
KLUSTER TEMBOK CHOH 3,1,2021-07-16,2021-07-30,detentionCentre,ended
KLUSTER MAHKOTA BATU 19,1,2021-07-16,2021-07-30,highRisk,ended
KLUSTER KOLAM AIR 2,2,2021-07-16,2021-08-01,detentionCentre,ended
KLUSTER JALAN PULAI INDAH 27,1,2021-07-16,2021-08-01,education,ended
KLUSTER BAKTI 2,5,2021-07-16,2021-08-04,detentionCentre,ended
KLUSTER LORONG IKS JURU TIGA,7,2021-07-16,2021-08-07,workplace,ended
KLUSTER SEKSYEN 11 JALAN MAJU,3,2021-07-16,2021-08-09,workplace,ended
KLUSTER PERSIARAN CASSIA SELATAN SATU,7,2021-07-16,2021-08-10,workplace,ended
KLUSTER JALAN BANGSAR,14,2021-07-16,2021-08-13,community,ended
KLUSTER JALAN LOK HENG,1,2021-07-16,2021-08-14,workplace,ended
KLUSTER JALAN MAHKOTA KUANTAN,6,2021-07-16,2021-08-20,workplace,ended
KLUSTER JALAN CHENGAL TEMERLOH,6,2021-07-16,2021-08-26,workplace,ended
KLUSTER SATU LAGENDA,4,2021-07-16,2021-08-29,workplace,ended
KLUSTER INDUSTRI LOT SATU,4,2021-07-16,2021-09-12,workplace,ended
KLUSTER INDUSTRI SAUJANA TERATAI,10,2021-07-17,2021-07-16,workplace,ended
