,date,temp,state_id,state
2674,2020-06-27,28.4,5,Melaka
2675,2020-06-27,28.5,7,Pahang
2676,2020-06-27,29.1,8,Pulau Pinang
2677,2020-06-27,28.1,9,Perak
2678,2020-06-27,29.1,10,Perlis
2679,2020-06-27,28.799999999999997,11,Selangor
2680,2020-06-27,28.1,12,Terengganu
2681,2020-06-27,25.7,13,Sabah
2682,2020-06-27,25.575,14,Sarawak
2683,2020-06-27,29.2,15,W.P. Kuala Lumpur
2684,2020-06-27,25.5,16,W.P. Labuan
2685,2020-06-27,28.4,17,W.P. Putrajaya
2686,2020-06-28,25.9,2,Johor
2687,2020-06-28,29.7,3,Kedah
2688,2020-06-28,28.2,4,Kelantan
2689,2020-06-28,28.3,5,Melaka
2690,2020-06-28,27.9,7,Pahang
2691,2020-06-28,29.7,8,Pulau Pinang
2692,2020-06-28,28.3,9,Perak
2693,2020-06-28,29.7,10,Perlis
2694,2020-06-28,29.25,11,Selangor
2695,2020-06-28,28.049999999999997,12,Terengganu
2696,2020-06-28,26.866666666666664,13,Sabah
2697,2020-06-28,27.5,14,Sarawak
2698,2020-06-28,29.7,15,W.P. Kuala Lumpur
2699,2020-06-28,27.3,16,W.P. Labuan
2700,2020-06-28,28.8,17,W.P. Putrajaya
2701,2020-06-29,25.5,2,Johor
2702,2020-06-29,29.2,3,Kedah
2703,2020-06-29,27.2,4,Kelantan
2704,2020-06-29,28.2,5,Melaka
2705,2020-06-29,26.6,7,Pahang
2706,2020-06-29,29.2,8,Pulau Pinang
2707,2020-06-29,28.9,9,Perak
2708,2020-06-29,29.2,10,Perlis
2709,2020-06-29,29.1,11,Selangor
2710,2020-06-29,26.9,12,Terengganu
2711,2020-06-29,26.599999999999998,13,Sabah
2712,2020-06-29,28.2,14,Sarawak
2713,2020-06-29,29.6,15,W.P. Kuala Lumpur
2714,2020-06-29,28.2,16,W.P. Labuan
2715,2020-06-29,28.6,17,W.P. Putrajaya
2716,2020-06-30,26.4,2,Johor
2717,2020-06-30,29.4,3,Kedah
2718,2020-06-30,28.3,4,Kelantan
2719,2020-06-30,27.8,5,Melaka
2720,2020-06-30,28.0,7,Pahang
2721,2020-06-30,29.4,8,Pulau Pinang
2722,2020-06-30,28.7,9,Perak
2723,2020-06-30,29.4,10,Perlis
2724,2020-06-30,29.15,11,Selangor
2725,2020-06-30,28.15,12,Terengganu
2726,2020-06-30,28.133333333333336,13,Sabah
2727,2020-06-30,26.75,14,Sarawak
2728,2020-06-30,29.7,15,W.P. Kuala Lumpur
2729,2020-06-30,28.8,16,W.P. Labuan
2730,2020-06-30,28.6,17,W.P. Putrajaya
2731,2020-07-01,26.8,2,Johor
2732,2020-07-01,27.8,3,Kedah
2733,2020-07-01,26.5,4,Kelantan
2734,2020-07-01,28.7,5,Melaka
2735,2020-07-01,28.2,7,Pahang
2736,2020-07-01,27.8,8,Pulau Pinang
2737,2020-07-01,28.2,9,Perak
2738,2020-07-01,27.8,10,Perlis
2739,2020-07-01,29.4,11,Selangor
2740,2020-07-01,27.35,12,Terengganu
2741,2020-07-01,27.7,13,Sabah
2742,2020-07-01,27.875,14,Sarawak
2743,2020-07-01,29.8,15,W.P. Kuala Lumpur
2744,2020-07-01,28.6,16,W.P. Labuan
2745,2020-07-01,29.0,17,W.P. Putrajaya
2746,2020-07-02,27.3,2,Johor
2747,2020-07-02,29.2,3,Kedah
2748,2020-07-02,27.7,4,Kelantan
2749,2020-07-02,28.8,5,Melaka
2750,2020-07-02,28.8,7,Pahang
2751,2020-07-02,29.2,8,Pulau Pinang
2752,2020-07-02,28.4,9,Perak
2753,2020-07-02,29.2,10,Perlis
2754,2020-07-02,28.95,11,Selangor
2755,2020-07-02,28.25,12,Terengganu
2756,2020-07-02,27.833333333333332,13,Sabah
2757,2020-07-02,26.875,14,Sarawak
2758,2020-07-02,29.7,15,W.P. Kuala Lumpur
2759,2020-07-02,28.2,16,W.P. Labuan
2760,2020-07-02,28.2,17,W.P. Putrajaya
2761,2020-07-03,25.6,2,Johor
2762,2020-07-03,28.7,3,Kedah
2763,2020-07-03,27.3,4,Kelantan
2764,2020-07-03,27.8,5,Melaka
2765,2020-07-03,27.9,7,Pahang
2766,2020-07-03,28.7,8,Pulau Pinang
2767,2020-07-03,28.2,9,Perak
2768,2020-07-03,28.7,10,Perlis
2769,2020-07-03,28.45,11,Selangor
2770,2020-07-03,27.6,12,Terengganu
2771,2020-07-03,27.133333333333336,13,Sabah
2772,2020-07-03,28.525,14,Sarawak
2773,2020-07-03,29.2,15,W.P. Kuala Lumpur
2774,2020-07-03,28.1,16,W.P. Labuan
2775,2020-07-03,27.7,17,W.P. Putrajaya
2776,2020-07-04,25.8,2,Johor
2777,2020-07-04,29.2,3,Kedah
2778,2020-07-04,27.8,4,Kelantan
2779,2020-07-04,27.7,5,Melaka
2780,2020-07-04,26.2,7,Pahang
2781,2020-07-04,29.2,8,Pulau Pinang
2782,2020-07-04,28.4,9,Perak
2783,2020-07-04,29.2,10,Perlis
2784,2020-07-04,28.4,11,Selangor
2785,2020-07-04,27.0,12,Terengganu
2786,2020-07-04,26.833333333333332,13,Sabah
2787,2020-07-04,27.575000000000003,14,Sarawak
2788,2020-07-04,28.5,15,W.P. Kuala Lumpur
2789,2020-07-04,27.7,16,W.P. Labuan
2790,2020-07-04,28.3,17,W.P. Putrajaya
2791,2020-07-05,26.7,2,Johor
2792,2020-07-05,29.1,3,Kedah
2793,2020-07-05,28.6,4,Kelantan
2794,2020-07-05,28.6,5,Melaka
2795,2020-07-05,26.6,7,Pahang
2796,2020-07-05,29.1,8,Pulau Pinang
2797,2020-07-05,27.9,9,Perak
2798,2020-07-05,29.1,10,Perlis
2799,2020-07-05,28.3,11,Selangor
2800,2020-07-05,27.6,12,Terengganu
2801,2020-07-05,27.46666666666667,13,Sabah
2802,2020-07-05,27.075,14,Sarawak
2803,2020-07-05,28.1,15,W.P. Kuala Lumpur
2804,2020-07-05,27.1,16,W.P. Labuan
2805,2020-07-05,28.5,17,W.P. Putrajaya
2806,2020-07-06,26.6,2,Johor
2807,2020-07-06,28.0,3,Kedah
2808,2020-07-06,28.7,4,Kelantan
2809,2020-07-06,27.6,5,Melaka
2810,2020-07-06,27.5,7,Pahang
2811,2020-07-06,28.0,8,Pulau Pinang
2812,2020-07-06,26.8,9,Perak
2813,2020-07-06,28.0,10,Perlis
2814,2020-07-06,27.25,11,Selangor
2815,2020-07-06,28.1,12,Terengganu
2816,2020-07-06,27.633333333333336,13,Sabah
2817,2020-07-06,28.3,14,Sarawak
2818,2020-07-06,27.2,15,W.P. Kuala Lumpur
2819,2020-07-06,29.0,16,W.P. Labuan
2820,2020-07-06,27.3,17,W.P. Putrajaya
2821,2020-07-07,26.4,2,Johor
2822,2020-07-07,26.4,3,Kedah
2823,2020-07-07,28.8,4,Kelantan
2824,2020-07-07,26.8,5,Melaka
2825,2020-07-07,27.4,7,Pahang
2826,2020-07-07,26.4,8,Pulau Pinang
2827,2020-07-07,25.6,9,Perak
2828,2020-07-07,26.4,10,Perlis
2829,2020-07-07,26.7,11,Selangor
2830,2020-07-07,28.1,12,Terengganu
2831,2020-07-07,26.433333333333334,13,Sabah
2832,2020-07-07,26.175,14,Sarawak
2833,2020-07-07,26.4,15,W.P. Kuala Lumpur
2834,2020-07-07,27.3,16,W.P. Labuan
2835,2020-07-07,27.0,17,W.P. Putrajaya
2836,2020-07-08,26.9,2,Johor
2837,2020-07-08,27.9,3,Kedah
2838,2020-07-08,27.6,4,Kelantan
2839,2020-07-08,27.7,5,Melaka
2840,2020-07-08,26.8,7,Pahang
2841,2020-07-08,27.9,8,Pulau Pinang
2842,2020-07-08,26.8,9,Perak
2843,2020-07-08,27.9,10,Perlis
2844,2020-07-08,26.549999999999997,11,Selangor
2845,2020-07-08,27.200000000000003,12,Terengganu
2846,2020-07-08,27.400000000000002,13,Sabah
2847,2020-07-08,27.325,14,Sarawak
2848,2020-07-08,26.2,15,W.P. Kuala Lumpur
2849,2020-07-08,27.4,16,W.P. Labuan
2850,2020-07-08,26.9,17,W.P. Putrajaya
2851,2020-07-09,25.9,2,Johor
2852,2020-07-09,28.1,3,Kedah
2853,2020-07-09,27.2,4,Kelantan
2854,2020-07-09,26.9,5,Melaka
2855,2020-07-09,26.8,7,Pahang
2856,2020-07-09,28.1,8,Pulau Pinang
2857,2020-07-09,27.8,9,Perak
2858,2020-07-09,28.1,10,Perlis
2859,2020-07-09,26.5,11,Selangor
2860,2020-07-09,27.0,12,Terengganu
2861,2020-07-09,27.433333333333334,13,Sabah
2862,2020-07-09,25.825000000000003,14,Sarawak
2863,2020-07-09,26.4,15,W.P. Kuala Lumpur
2864,2020-07-09,27.6,16,W.P. Labuan
2865,2020-07-09,26.6,17,W.P. Putrajaya
2866,2020-07-10,26.1,2,Johor
2867,2020-07-10,28.2,3,Kedah
2868,2020-07-10,26.5,4,Kelantan
2869,2020-07-10,26.8,5,Melaka
2870,2020-07-10,26.6,7,Pahang
2871,2020-07-10,28.2,8,Pulau Pinang
2872,2020-07-10,27.6,9,Perak
2873,2020-07-10,28.2,10,Perlis
2874,2020-07-10,27.049999999999997,11,Selangor
2875,2020-07-10,26.55,12,Terengganu
2876,2020-07-10,27.099999999999998,13,Sabah
2877,2020-07-10,25.849999999999998,14,Sarawak
2878,2020-07-10,27.2,15,W.P. Kuala Lumpur
2879,2020-07-10,26.6,16,W.P. Labuan
2880,2020-07-10,26.9,17,W.P. Putrajaya
2881,2020-07-11,25.4,2,Johor
2882,2020-07-11,27.5,3,Kedah
2883,2020-07-11,27.1,4,Kelantan
2884,2020-07-11,28.1,5,Melaka
2885,2020-07-11,26.9,7,Pahang
2886,2020-07-11,27.5,8,Pulau Pinang
2887,2020-07-11,28.1,9,Perak
2888,2020-07-11,27.5,10,Perlis
2889,2020-07-11,27.55,11,Selangor
2890,2020-07-11,27.0,12,Terengganu
2891,2020-07-11,26.900000000000002,13,Sabah
2892,2020-07-11,26.599999999999998,14,Sarawak
2893,2020-07-11,27.0,15,W.P. Kuala Lumpur
2894,2020-07-11,27.1,16,W.P. Labuan
2895,2020-07-11,28.1,17,W.P. Putrajaya
2896,2020-07-12,25.8,2,Johor
2897,2020-07-12,28.1,3,Kedah
2898,2020-07-12,26.9,4,Kelantan
2899,2020-07-12,27.0,5,Melaka
2900,2020-07-12,26.8,7,Pahang
2901,2020-07-12,28.1,8,Pulau Pinang
2902,2020-07-12,28.2,9,Perak
2903,2020-07-12,28.1,10,Perlis
2904,2020-07-12,27.4,11,Selangor
2905,2020-07-12,26.85,12,Terengganu
2906,2020-07-12,26.866666666666664,13,Sabah
2907,2020-07-12,27.5,14,Sarawak
2908,2020-07-12,27.8,15,W.P. Kuala Lumpur
2909,2020-07-12,27.9,16,W.P. Labuan
2910,2020-07-12,27.0,17,W.P. Putrajaya
2911,2020-07-13,24.8,2,Johor
2912,2020-07-13,27.4,3,Kedah
2913,2020-07-13,27.2,4,Kelantan
2914,2020-07-13,24.9,5,Melaka
2915,2020-07-13,25.0,7,Pahang
2916,2020-07-13,27.4,8,Pulau Pinang
2917,2020-07-13,26.7,9,Perak
2918,2020-07-13,27.4,10,Perlis
2919,2020-07-13,25.7,11,Selangor
2920,2020-07-13,26.1,12,Terengganu
2921,2020-07-13,27.566666666666666,13,Sabah
2922,2020-07-13,27.125,14,Sarawak
2923,2020-07-13,26.2,15,W.P. Kuala Lumpur
2924,2020-07-13,27.0,16,W.P. Labuan
2925,2020-07-13,25.2,17,W.P. Putrajaya
2926,2020-07-14,26.3,2,Johor
2927,2020-07-14,28.7,3,Kedah
2928,2020-07-14,28.4,4,Kelantan
2929,2020-07-14,27.1,5,Melaka
2930,2020-07-14,27.4,7,Pahang
2931,2020-07-14,28.7,8,Pulau Pinang
2932,2020-07-14,27.6,9,Perak
2933,2020-07-14,28.7,10,Perlis
2934,2020-07-14,27.8,11,Selangor
2935,2020-07-14,27.9,12,Terengganu
2936,2020-07-14,27.433333333333334,13,Sabah
2937,2020-07-14,26.125,14,Sarawak
2938,2020-07-14,28.3,15,W.P. Kuala Lumpur
2939,2020-07-14,26.8,16,W.P. Labuan
2940,2020-07-14,27.3,17,W.P. Putrajaya
2941,2020-07-15,27.1,2,Johor
2942,2020-07-15,28.6,3,Kedah
2943,2020-07-15,28.7,4,Kelantan
2944,2020-07-15,27.7,5,Melaka
2945,2020-07-15,28.1,7,Pahang
2946,2020-07-15,28.6,8,Pulau Pinang
2947,2020-07-15,27.9,9,Perak
2948,2020-07-15,28.6,10,Perlis
2949,2020-07-15,27.85,11,Selangor
2950,2020-07-15,28.4,12,Terengganu
2951,2020-07-15,27.400000000000002,13,Sabah
2952,2020-07-15,27.6,14,Sarawak
2953,2020-07-15,28.4,15,W.P. Kuala Lumpur
2954,2020-07-15,27.8,16,W.P. Labuan
2955,2020-07-15,27.3,17,W.P. Putrajaya
2956,2020-07-16,27.3,2,Johor
2957,2020-07-16,27.7,3,Kedah
2958,2020-07-16,27.9,4,Kelantan
2959,2020-07-16,27.8,5,Melaka
2960,2020-07-16,28.1,7,Pahang
2961,2020-07-16,27.7,8,Pulau Pinang
2962,2020-07-16,26.5,9,Perak
2963,2020-07-16,27.7,10,Perlis
2964,2020-07-16,27.0,11,Selangor
2965,2020-07-16,28.0,12,Terengganu
2966,2020-07-16,25.833333333333332,13,Sabah
2967,2020-07-16,26.625,14,Sarawak
2968,2020-07-16,26.8,15,W.P. Kuala Lumpur
2969,2020-07-16,26.6,16,W.P. Labuan
2970,2020-07-16,27.2,17,W.P. Putrajaya
2971,2020-07-17,27.6,2,Johor
2972,2020-07-17,28.0,3,Kedah
2973,2020-07-17,28.3,4,Kelantan
2974,2020-07-17,28.4,5,Melaka
2975,2020-07-17,28.3,7,Pahang
2976,2020-07-17,28.0,8,Pulau Pinang
2977,2020-07-17,28.1,9,Perak
2978,2020-07-17,28.0,10,Perlis
2979,2020-07-17,27.75,11,Selangor
2980,2020-07-17,28.3,12,Terengganu
2981,2020-07-17,27.46666666666667,13,Sabah
2982,2020-07-17,27.7,14,Sarawak
2983,2020-07-17,27.3,15,W.P. Kuala Lumpur
2984,2020-07-17,28.4,16,W.P. Labuan
2985,2020-07-17,28.2,17,W.P. Putrajaya
2986,2020-07-18,25.3,2,Johor
2987,2020-07-18,27.3,3,Kedah
2988,2020-07-18,28.1,4,Kelantan
2989,2020-07-18,27.1,5,Melaka
2990,2020-07-18,27.5,7,Pahang
2991,2020-07-18,27.3,8,Pulau Pinang
2992,2020-07-18,26.6,9,Perak
2993,2020-07-18,27.3,10,Perlis
2994,2020-07-18,27.0,11,Selangor
2995,2020-07-18,27.8,12,Terengganu
2996,2020-07-18,28.133333333333336,13,Sabah
2997,2020-07-18,27.375,14,Sarawak
2998,2020-07-18,27.1,15,W.P. Kuala Lumpur
2999,2020-07-18,29.0,16,W.P. Labuan
3000,2020-07-18,26.9,17,W.P. Putrajaya
3001,2020-07-19,26.9,2,Johor
3002,2020-07-19,28.9,3,Kedah
3003,2020-07-19,28.9,4,Kelantan
3004,2020-07-19,27.9,5,Melaka
3005,2020-07-19,28.3,7,Pahang
3006,2020-07-19,28.9,8,Pulau Pinang
3007,2020-07-19,28.4,9,Perak
3008,2020-07-19,28.9,10,Perlis
3009,2020-07-19,28.05,11,Selangor
3010,2020-07-19,28.6,12,Terengganu
3011,2020-07-19,27.633333333333336,13,Sabah
3012,2020-07-19,27.55,14,Sarawak
3013,2020-07-19,28.3,15,W.P. Kuala Lumpur
3014,2020-07-19,27.6,16,W.P. Labuan
3015,2020-07-19,27.8,17,W.P. Putrajaya
3016,2020-07-20,27.3,2,Johor
3017,2020-07-20,28.6,3,Kedah
3018,2020-07-20,28.9,4,Kelantan
3019,2020-07-20,28.5,5,Melaka
3020,2020-07-20,28.2,7,Pahang
3021,2020-07-20,28.6,8,Pulau Pinang
3022,2020-07-20,27.9,9,Perak
3023,2020-07-20,28.6,10,Perlis
3024,2020-07-20,28.85,11,Selangor
3025,2020-07-20,28.549999999999997,12,Terengganu
3026,2020-07-20,28.2,13,Sabah
3027,2020-07-20,27.175,14,Sarawak
3028,2020-07-20,29.0,15,W.P. Kuala Lumpur
3029,2020-07-20,28.4,16,W.P. Labuan
3030,2020-07-20,28.7,17,W.P. Putrajaya
3031,2020-07-21,27.3,2,Johor
3032,2020-07-21,28.2,3,Kedah
3033,2020-07-21,29.1,4,Kelantan
3034,2020-07-21,28.1,5,Melaka
3035,2020-07-21,28.3,7,Pahang
3036,2020-07-21,28.2,8,Pulau Pinang
3037,2020-07-21,27.9,9,Perak
3038,2020-07-21,28.2,10,Perlis
3039,2020-07-21,28.45,11,Selangor
3040,2020-07-21,28.700000000000003,12,Terengganu
3041,2020-07-21,28.46666666666667,13,Sabah
3042,2020-07-21,27.95,14,Sarawak
3043,2020-07-21,28.7,15,W.P. Kuala Lumpur
3044,2020-07-21,28.7,16,W.P. Labuan
3045,2020-07-21,28.2,17,W.P. Putrajaya
3046,2020-07-22,26.3,2,Johor
3047,2020-07-22,27.3,3,Kedah
3048,2020-07-22,28.3,4,Kelantan
3049,2020-07-22,26.9,5,Melaka
3050,2020-07-22,28.0,7,Pahang
3051,2020-07-22,27.3,8,Pulau Pinang
3052,2020-07-22,26.5,9,Perak
3053,2020-07-22,27.3,10,Perlis
3054,2020-07-22,26.5,11,Selangor
3055,2020-07-22,28.15,12,Terengganu
3056,2020-07-22,28.200000000000003,13,Sabah
3057,2020-07-22,26.95,14,Sarawak
3058,2020-07-22,26.6,15,W.P. Kuala Lumpur
3059,2020-07-22,29.1,16,W.P. Labuan
3060,2020-07-22,26.4,17,W.P. Putrajaya
3061,2020-07-23,25.9,2,Johor
3062,2020-07-23,28.2,3,Kedah
3063,2020-07-23,28.6,4,Kelantan
3064,2020-07-23,27.9,5,Melaka
3065,2020-07-23,27.4,7,Pahang
3066,2020-07-23,28.2,8,Pulau Pinang
3067,2020-07-23,28.1,9,Perak
3068,2020-07-23,28.2,10,Perlis
3069,2020-07-23,27.1,11,Selangor
3070,2020-07-23,28.0,12,Terengganu
3071,2020-07-23,26.133333333333336,13,Sabah
3072,2020-07-23,25.85,14,Sarawak
3073,2020-07-23,26.3,15,W.P. Kuala Lumpur
3074,2020-07-23,26.9,16,W.P. Labuan
3075,2020-07-23,27.9,17,W.P. Putrajaya
3076,2020-07-24,25.6,2,Johor
3077,2020-07-24,27.3,3,Kedah
3078,2020-07-24,28.0,4,Kelantan
3079,2020-07-24,26.6,5,Melaka
3080,2020-07-24,26.9,7,Pahang
3081,2020-07-24,27.3,8,Pulau Pinang
3082,2020-07-24,26.9,9,Perak
3083,2020-07-24,27.3,10,Perlis
3084,2020-07-24,26.75,11,Selangor
3085,2020-07-24,27.45,12,Terengganu
3086,2020-07-24,26.0,13,Sabah
3087,2020-07-24,26.7,14,Sarawak
3088,2020-07-24,26.4,15,W.P. Kuala Lumpur
3089,2020-07-24,25.9,16,W.P. Labuan
3090,2020-07-24,27.1,17,W.P. Putrajaya
3091,2020-07-25,25.9,2,Johor
3092,2020-07-25,28.0,3,Kedah
3093,2020-07-25,28.8,4,Kelantan
3094,2020-07-25,27.4,5,Melaka
3095,2020-07-25,27.7,7,Pahang
3096,2020-07-25,28.0,8,Pulau Pinang
3097,2020-07-25,27.8,9,Perak
3098,2020-07-25,28.0,10,Perlis
3099,2020-07-25,27.85,11,Selangor
3100,2020-07-25,28.25,12,Terengganu
3101,2020-07-25,27.0,13,Sabah
3102,2020-07-25,27.125,14,Sarawak
3103,2020-07-25,27.4,15,W.P. Kuala Lumpur
3104,2020-07-25,27.8,16,W.P. Labuan
3105,2020-07-25,28.3,17,W.P. Putrajaya
3106,2020-07-26,25.8,2,Johor
3107,2020-07-26,28.6,3,Kedah
3108,2020-07-26,28.6,4,Kelantan
3109,2020-07-26,28.1,5,Melaka
3110,2020-07-26,28.0,7,Pahang
3111,2020-07-26,28.6,8,Pulau Pinang
3112,2020-07-26,28.3,9,Perak
3113,2020-07-26,28.6,10,Perlis
3114,2020-07-26,28.799999999999997,11,Selangor
3115,2020-07-26,28.3,12,Terengganu
3116,2020-07-26,27.600000000000005,13,Sabah
3117,2020-07-26,26.799999999999997,14,Sarawak
3118,2020-07-26,29.2,15,W.P. Kuala Lumpur
3119,2020-07-26,28.1,16,W.P. Labuan
3120,2020-07-26,28.4,17,W.P. Putrajaya
3121,2020-07-27,23.7,2,Johor
3122,2020-07-27,28.4,3,Kedah
3123,2020-07-27,28.9,4,Kelantan
3124,2020-07-27,26.2,5,Melaka
3125,2020-07-27,26.9,7,Pahang
3126,2020-07-27,28.4,8,Pulau Pinang
3127,2020-07-27,28.3,9,Perak
3128,2020-07-27,28.4,10,Perlis
3129,2020-07-27,26.95,11,Selangor
3130,2020-07-27,27.9,12,Terengganu
3131,2020-07-27,27.3,13,Sabah
3132,2020-07-27,27.099999999999998,14,Sarawak
3133,2020-07-27,27.2,15,W.P. Kuala Lumpur
3134,2020-07-27,27.3,16,W.P. Labuan
3135,2020-07-27,26.7,17,W.P. Putrajaya
3136,2020-07-28,24.9,2,Johor
3137,2020-07-28,29.4,3,Kedah
3138,2020-07-28,27.9,4,Kelantan
3139,2020-07-28,26.7,5,Melaka
3140,2020-07-28,27.0,7,Pahang
3141,2020-07-28,29.4,8,Pulau Pinang
3142,2020-07-28,28.2,9,Perak
3143,2020-07-28,29.4,10,Perlis
3144,2020-07-28,27.4,11,Selangor
3145,2020-07-28,27.45,12,Terengganu
3146,2020-07-28,26.933333333333334,13,Sabah
3147,2020-07-28,26.925,14,Sarawak
3148,2020-07-28,27.6,15,W.P. Kuala Lumpur
3149,2020-07-28,27.2,16,W.P. Labuan
3150,2020-07-28,27.2,17,W.P. Putrajaya
3151,2020-07-29,25.1,2,Johor
3152,2020-07-29,29.3,3,Kedah
3153,2020-07-29,26.4,4,Kelantan
3154,2020-07-29,26.5,5,Melaka
3155,2020-07-29,27.8,7,Pahang
3156,2020-07-29,29.3,8,Pulau Pinang
3157,2020-07-29,28.4,9,Perak
3158,2020-07-29,29.3,10,Perlis
3159,2020-07-29,27.799999999999997,11,Selangor
3160,2020-07-29,27.1,12,Terengganu
3161,2020-07-29,26.46666666666667,13,Sabah
3162,2020-07-29,26.9,14,Sarawak
3163,2020-07-29,28.4,15,W.P. Kuala Lumpur
3164,2020-07-29,26.4,16,W.P. Labuan
3165,2020-07-29,27.2,17,W.P. Putrajaya
3166,2020-07-30,26.5,2,Johor
3167,2020-07-30,29.4,3,Kedah
3168,2020-07-30,26.8,4,Kelantan
3169,2020-07-30,28.3,5,Melaka
3170,2020-07-30,28.3,7,Pahang
3171,2020-07-30,29.4,8,Pulau Pinang
3172,2020-07-30,28.9,9,Perak
3173,2020-07-30,29.4,10,Perlis
3174,2020-07-30,29.0,11,Selangor
3175,2020-07-30,27.55,12,Terengganu
3176,2020-07-30,27.066666666666666,13,Sabah
3177,2020-07-30,25.825,14,Sarawak
3178,2020-07-30,29.6,15,W.P. Kuala Lumpur
3179,2020-07-30,26.3,16,W.P. Labuan
3180,2020-07-30,28.4,17,W.P. Putrajaya
3181,2020-07-31,25.9,2,Johor
3182,2020-07-31,26.6,3,Kedah
3183,2020-07-31,27.7,4,Kelantan
3184,2020-07-31,26.6,5,Melaka
3185,2020-07-31,26.4,7,Pahang
3186,2020-07-31,26.6,8,Pulau Pinang
3187,2020-07-31,26.4,9,Perak
3188,2020-07-31,26.6,10,Perlis
3189,2020-07-31,26.85,11,Selangor
3190,2020-07-31,27.049999999999997,12,Terengganu
3191,2020-07-31,27.133333333333336,13,Sabah
3192,2020-07-31,26.9,14,Sarawak
3193,2020-07-31,27.1,15,W.P. Kuala Lumpur
3194,2020-07-31,27.3,16,W.P. Labuan
3195,2020-07-31,26.6,17,W.P. Putrajaya
3196,2020-08-01,26.8,2,Johor
3197,2020-08-01,28.4,3,Kedah
3198,2020-08-01,29.1,4,Kelantan
3199,2020-08-01,27.8,5,Melaka
3200,2020-08-01,27.9,7,Pahang
3201,2020-08-01,28.4,8,Pulau Pinang
3202,2020-08-01,28.5,9,Perak
3203,2020-08-01,28.4,10,Perlis
3204,2020-08-01,28.299999999999997,11,Selangor
3205,2020-08-01,28.5,12,Terengganu
3206,2020-08-01,26.76666666666667,13,Sabah
3207,2020-08-01,28.025,14,Sarawak
3208,2020-08-01,28.9,15,W.P. Kuala Lumpur
3209,2020-08-01,28.1,16,W.P. Labuan
3210,2020-08-01,27.7,17,W.P. Putrajaya
3211,2020-08-02,27.9,2,Johor
3212,2020-08-02,29.0,3,Kedah
3213,2020-08-02,28.3,4,Kelantan
3214,2020-08-02,28.7,5,Melaka
3215,2020-08-02,28.3,7,Pahang
3216,2020-08-02,29.0,8,Pulau Pinang
3217,2020-08-02,28.2,9,Perak
3218,2020-08-02,29.0,10,Perlis
3219,2020-08-02,28.5,11,Selangor
3220,2020-08-02,28.3,12,Terengganu
3221,2020-08-02,27.96666666666667,13,Sabah
3222,2020-08-02,27.625,14,Sarawak
3223,2020-08-02,29.2,15,W.P. Kuala Lumpur
3224,2020-08-02,28.6,16,W.P. Labuan
3225,2020-08-02,27.8,17,W.P. Putrajaya
3226,2020-08-03,27.3,2,Johor
3227,2020-08-03,30.0,3,Kedah
3228,2020-08-03,28.6,4,Kelantan
3229,2020-08-03,28.2,5,Melaka
3230,2020-08-03,28.3,7,Pahang
3231,2020-08-03,30.0,8,Pulau Pinang
3232,2020-08-03,28.4,9,Perak
3233,2020-08-03,30.0,10,Perlis
3234,2020-08-03,28.55,11,Selangor
3235,2020-08-03,28.450000000000003,12,Terengganu
3236,2020-08-03,28.733333333333334,13,Sabah
3237,2020-08-03,28.5,14,Sarawak
3238,2020-08-03,29.1,15,W.P. Kuala Lumpur
3239,2020-08-03,29.2,16,W.P. Labuan
3240,2020-08-03,28.0,17,W.P. Putrajaya
3241,2020-08-04,27.6,2,Johor
3242,2020-08-04,29.5,3,Kedah
3243,2020-08-04,28.6,4,Kelantan
3244,2020-08-04,27.8,5,Melaka
3245,2020-08-04,29.1,7,Pahang
3246,2020-08-04,29.5,8,Pulau Pinang
3247,2020-08-04,28.7,9,Perak
3248,2020-08-04,29.5,10,Perlis
3249,2020-08-04,28.4,11,Selangor
3250,2020-08-04,28.85,12,Terengganu
3251,2020-08-04,26.733333333333334,13,Sabah
3252,2020-08-04,28.825,14,Sarawak
3253,2020-08-04,29.2,15,W.P. Kuala Lumpur
3254,2020-08-04,28.2,16,W.P. Labuan
3255,2020-08-04,27.6,17,W.P. Putrajaya
3256,2020-08-05,27.6,2,Johor
3257,2020-08-05,29.7,3,Kedah
3258,2020-08-05,27.4,4,Kelantan
3259,2020-08-05,28.2,5,Melaka
3260,2020-08-05,28.7,7,Pahang
3261,2020-08-05,29.7,8,Pulau Pinang
3262,2020-08-05,28.5,9,Perak
3263,2020-08-05,29.7,10,Perlis
3264,2020-08-05,29.1,11,Selangor
3265,2020-08-05,28.049999999999997,12,Terengganu
3266,2020-08-05,26.766666666666666,13,Sabah
3267,2020-08-05,25.3,14,Sarawak
3268,2020-08-05,29.6,15,W.P. Kuala Lumpur
3269,2020-08-05,27.2,16,W.P. Labuan
3270,2020-08-05,28.6,17,W.P. Putrajaya
3271,2020-08-06,27.2,2,Johor
3272,2020-08-06,29.6,3,Kedah
3273,2020-08-06,27.6,4,Kelantan
3274,2020-08-06,28.9,5,Melaka
3275,2020-08-06,28.6,7,Pahang
3276,2020-08-06,29.6,8,Pulau Pinang
3277,2020-08-06,29.6,9,Perak
3278,2020-08-06,29.6,10,Perlis
3279,2020-08-06,29.85,11,Selangor
3280,2020-08-06,28.1,12,Terengganu
3281,2020-08-06,27.366666666666664,13,Sabah
3282,2020-08-06,27.650000000000002,14,Sarawak
