id,cluster,date_announced,date_last_onset,category,status,state_id
952,KLUSTER VIEW KOLOMBONG,2020-12-01,2020-12-11,workplace,ended,1
953,KLUSTER TALANG-TALANG,2020-12-01,2020-12-11,workplace,ended,13
954,KLUSTER TALANG-TALANG,2020-12-01,2020-12-11,workplace,ended,1
955,KLUSTER SERI WANGSA,2020-12-02,2020-12-04,workplace,ended,15
956,KLUSTER SERI WANGSA,2020-12-02,2020-12-04,workplace,ended,1
957,KLUSTER BALOI,2020-12-02,2020-12-11,education,ended,2
958,KLUSTER BALOI,2020-12-02,2020-12-11,education,ended,1
959,KLUSTER JERNAI,2020-12-02,2020-12-14,community,ended,15
960,KLUSTER JERNAI,2020-12-02,2020-12-14,community,ended,1
961,KLUSTER IMPIAN,2020-12-02,2020-12-18,highRisk,ended,11
962,KLUSTER IMPIAN,2020-12-02,2020-12-18,highRisk,ended,1
963,KLUSTER DESA PINANG,2020-12-02,2020-12-28,workplace,ended,11
964,KLUSTER DESA PINANG,2020-12-02,2020-12-28,workplace,ended,15
965,KLUSTER DESA PINANG,2020-12-02,2020-12-28,workplace,ended,1
966,KLUSTER MONSOON,2020-12-03,2020-12-06,community,ended,11
967,KLUSTER MONSOON,2020-12-03,2020-12-06,community,ended,1
968,KLUSTER JALAN KILANG,2020-12-03,2020-12-11,workplace,ended,13
969,KLUSTER JALAN KILANG,2020-12-03,2020-12-11,workplace,ended,1
970,KLUSTER JALAN KUBOTA,2020-12-03,2020-12-12,highRisk,ended,13
971,KLUSTER JALAN KUBOTA,2020-12-03,2020-12-12,highRisk,ended,1
972,KLUSTER PERDANA ENAM,2020-12-03,2020-12-23,workplace,ended,13
973,KLUSTER PERDANA ENAM,2020-12-03,2020-12-23,workplace,ended,1
974,KLUSTER HUJUNG PASIR,2020-12-03,2021-01-29,workplace,ended,16
975,KLUSTER HUJUNG PASIR,2020-12-03,2021-01-29,workplace,ended,1
976,KLUSTER BUKIT DALAM,2020-12-04,2020-12-03,community,ended,15
977,KLUSTER BUKIT DALAM,2020-12-04,2020-12-03,community,ended,1
978,KLUSTER SUNGAI CINCIN,2020-12-04,2020-12-05,community,ended,2
979,KLUSTER SUNGAI CINCIN,2020-12-04,2020-12-05,community,ended,9
980,KLUSTER SUNGAI CINCIN,2020-12-04,2020-12-05,community,ended,11
981,KLUSTER SUNGAI CINCIN,2020-12-04,2020-12-05,community,ended,1
982,KLUSTER CEMPAKA,2020-12-04,2020-12-09,highRisk,ended,2
983,KLUSTER CEMPAKA,2020-12-04,2020-12-09,highRisk,ended,5
984,KLUSTER CEMPAKA,2020-12-04,2020-12-09,highRisk,ended,1
985,KLUSTER TAPAK BINA GALERI,2020-12-04,2020-12-10,workplace,ended,11
986,KLUSTER TAPAK BINA GALERI,2020-12-04,2020-12-10,workplace,ended,15
987,KLUSTER TAPAK BINA GALERI,2020-12-04,2020-12-10,workplace,ended,1
988,KLUSTER ATABARA,2020-12-04,2020-12-14,community,ended,7
989,KLUSTER ATABARA,2020-12-04,2020-12-14,community,ended,1
990,KLUSTER HUMA,2020-12-04,2020-12-16,education,ended,4
991,KLUSTER HUMA,2020-12-04,2020-12-16,education,ended,1
992,KLUSTER JALAN GENTING,2020-12-04,2021-01-12,workplace,ended,7
993,KLUSTER JALAN GENTING,2020-12-04,2021-01-12,workplace,ended,15
994,KLUSTER JALAN GENTING,2020-12-04,2021-01-12,workplace,ended,1
995,KLUSTER TAPAK BINA MUDA,2020-12-04,2021-03-05,workplace,ended,6
996,KLUSTER TAPAK BINA MUDA,2020-12-04,2021-03-05,workplace,ended,9
997,KLUSTER TAPAK BINA MUDA,2020-12-04,2021-03-05,workplace,ended,11
998,KLUSTER TAPAK BINA MUDA,2020-12-04,2021-03-05,workplace,ended,15
999,KLUSTER TAPAK BINA MUDA,2020-12-04,2021-03-05,workplace,ended,17
1000,KLUSTER TAPAK BINA MUDA,2020-12-04,2021-03-05,workplace,ended,1
1001,KLUSTER BATU TIGA,2020-12-05,2020-12-12,workplace,ended,13
1002,KLUSTER BATU TIGA,2020-12-05,2020-12-12,workplace,ended,1
1003,KLUSTER TAPAK BINA BULATAN,2020-12-05,2020-12-18,workplace,ended,11
1004,KLUSTER TAPAK BINA BULATAN,2020-12-05,2020-12-18,workplace,ended,15
1005,KLUSTER TAPAK BINA BULATAN,2020-12-05,2020-12-18,workplace,ended,1
1006,KLUSTER ANDALAS,2020-12-05,2020-12-19,highRisk,ended,11
1007,KLUSTER ANDALAS,2020-12-05,2020-12-19,highRisk,ended,1
1008,KLUSTER JALAN DOMIS,2020-12-05,2020-12-22,community,ended,13
1009,KLUSTER JALAN DOMIS,2020-12-05,2020-12-22,community,ended,1
1010,KLUSTER PULAU BERHALA,2020-12-06,2021-01-02,community,ended,13
1011,KLUSTER PULAU BERHALA,2020-12-06,2021-01-02,community,ended,1
1012,KLUSTER JALAN TAMPOI,2020-12-06,2021-01-02,workplace,ended,2
1013,KLUSTER JALAN TAMPOI,2020-12-06,2021-01-02,workplace,ended,12
1014,KLUSTER JALAN TAMPOI,2020-12-06,2021-01-02,workplace,ended,1
1015,KLUSTER CERAM,2020-12-06,2021-02-04,workplace,ended,6
1016,KLUSTER CERAM,2020-12-06,2021-02-04,workplace,ended,7
1017,KLUSTER CERAM,2020-12-06,2021-02-04,workplace,ended,11
1018,KLUSTER CERAM,2020-12-06,2021-02-04,workplace,ended,1
1019,KLUSTER MALAWATI,2020-12-07,2020-12-18,workplace,ended,11
1020,KLUSTER MALAWATI,2020-12-07,2020-12-18,workplace,ended,1
1021,KLUSTER JALAN RUSA,2020-12-07,2020-12-25,community,ended,15
1022,KLUSTER JALAN RUSA,2020-12-07,2020-12-25,community,ended,1
1023,KLUSTER TAPAK BINA AWAN LEMBAH,2020-12-07,2021-01-05,workplace,ended,11
1024,KLUSTER TAPAK BINA AWAN LEMBAH,2020-12-07,2021-01-05,workplace,ended,15
1025,KLUSTER TAPAK BINA AWAN LEMBAH,2020-12-07,2021-01-05,workplace,ended,1
1026,KLUSTER TAPAK BINA DARUL,2020-12-08,2020-12-23,workplace,ended,6
1027,KLUSTER TAPAK BINA DARUL,2020-12-08,2020-12-23,workplace,ended,11
1028,KLUSTER TAPAK BINA DARUL,2020-12-08,2020-12-23,workplace,ended,15
1029,KLUSTER TAPAK BINA DARUL,2020-12-08,2020-12-23,workplace,ended,1
1030,KLUSTER SERULING,2020-12-08,2021-02-26,workplace,ended,5
1031,KLUSTER SERULING,2020-12-08,2021-02-26,workplace,ended,6
1032,KLUSTER SERULING,2020-12-08,2021-02-26,workplace,ended,9
1033,KLUSTER SERULING,2020-12-08,2021-02-26,workplace,ended,11
1034,KLUSTER SERULING,2020-12-08,2021-02-26,workplace,ended,17
1035,KLUSTER SERULING,2020-12-08,2021-02-26,workplace,ended,1
1036,KLUSTER BANDAR IMPIAN,2020-12-09,2020-12-12,community,ended,2
1037,KLUSTER BANDAR IMPIAN,2020-12-09,2020-12-12,community,ended,4
1038,KLUSTER BANDAR IMPIAN,2020-12-09,2020-12-12,community,ended,9
1039,KLUSTER BANDAR IMPIAN,2020-12-09,2020-12-12,community,ended,1
1040,KLUSTER JALAN KEMANG,2020-12-09,2020-12-13,workplace,ended,6
1041,KLUSTER JALAN KEMANG,2020-12-09,2020-12-13,workplace,ended,1
1042,KLUSTER TAPAK BINA IKON BINTANG,2020-12-09,2020-12-29,workplace,ended,11
1043,KLUSTER TAPAK BINA IKON BINTANG,2020-12-09,2020-12-29,workplace,ended,15
1044,KLUSTER TAPAK BINA IKON BINTANG,2020-12-09,2020-12-29,workplace,ended,1
1045,KLUSTER KUPI-KUPI,2020-12-09,2020-12-30,workplace,ended,13
1046,KLUSTER KUPI-KUPI,2020-12-09,2020-12-30,workplace,ended,1
1047,KLUSTER TAPAK BINA JALAN BUKIT,2020-12-10,2020-12-14,workplace,ended,6
1048,KLUSTER TAPAK BINA JALAN BUKIT,2020-12-10,2020-12-14,workplace,ended,11
1049,KLUSTER TAPAK BINA JALAN BUKIT,2020-12-10,2020-12-14,workplace,ended,1
1050,KLUSTER TAPAK BINA CONDONG,2020-12-10,2020-12-15,workplace,ended,15
1051,KLUSTER TAPAK BINA CONDONG,2020-12-10,2020-12-15,workplace,ended,1
1052,KLUSTER JALAN DALAM,2020-12-10,2020-12-17,workplace,ended,2
1053,KLUSTER JALAN DALAM,2020-12-10,2020-12-17,workplace,ended,1
1054,KLUSTER TENUN MERAH,2020-12-10,2021-01-05,workplace,ended,2
1055,KLUSTER TENUN MERAH,2020-12-10,2021-01-05,workplace,ended,1
1056,KLUSTER TAPAK BINA JALAN STADIUM,2020-12-10,2021-02-21,workplace,ended,3
1057,KLUSTER TAPAK BINA JALAN STADIUM,2020-12-10,2021-02-21,workplace,ended,11
1058,KLUSTER TAPAK BINA JALAN STADIUM,2020-12-10,2021-02-21,workplace,ended,15
1059,KLUSTER TAPAK BINA JALAN STADIUM,2020-12-10,2021-02-21,workplace,ended,1
1060,KLUSTER ERIMA,2020-12-11,2020-12-11,workplace,ended,11
1061,KLUSTER ERIMA,2020-12-11,2020-12-11,workplace,ended,1
1062,KLUSTER JALAN COLLEGE,2020-12-11,2020-12-23,education,ended,6
1063,KLUSTER JALAN COLLEGE,2020-12-11,2020-12-23,education,ended,11
1064,KLUSTER JALAN COLLEGE,2020-12-11,2020-12-23,education,ended,1
1065,KLUSTER SUNGAI KELUANG,2020-12-11,2020-12-29,workplace,ended,8
1066,KLUSTER SUNGAI KELUANG,2020-12-11,2020-12-29,workplace,ended,1
1067,KLUSTER TAPAK BINA JALAN BERANGAN,2020-12-11,2020-12-29,workplace,ended,15
1068,KLUSTER TAPAK BINA JALAN BERANGAN,2020-12-11,2020-12-29,workplace,ended,1
1069,KLUSTER LANGKASUKA,2020-12-11,2021-01-09,workplace,ended,2
1070,KLUSTER LANGKASUKA,2020-12-11,2021-01-09,workplace,ended,1
1071,KLUSTER SUNGAI PUTUS,2020-12-11,2021-03-30,workplace,ended,11
1072,KLUSTER SUNGAI PUTUS,2020-12-11,2021-03-30,workplace,ended,1
1073,KLUSTER BUKIT GEMOK,2020-12-12,2020-12-11,workplace,ended,13
1074,KLUSTER BUKIT GEMOK,2020-12-12,2020-12-11,workplace,ended,1
1075,KLUSTER TAPAK BINA CENDANA,2020-12-12,2020-12-24,workplace,ended,6
1076,KLUSTER TAPAK BINA CENDANA,2020-12-12,2020-12-24,workplace,ended,15
1077,KLUSTER TAPAK BINA CENDANA,2020-12-12,2020-12-24,workplace,ended,1
1078,KLUSTER DANG MUTIARA,2020-12-12,2021-01-19,workplace,ended,6
1079,KLUSTER DANG MUTIARA,2020-12-12,2021-01-19,workplace,ended,11
1080,KLUSTER DANG MUTIARA,2020-12-12,2021-01-19,workplace,ended,1
1081,KLUSTER KUALA,2020-12-13,2020-12-18,workplace,ended,7
1082,KLUSTER KUALA,2020-12-13,2020-12-18,workplace,ended,1
1083,KLUSTER TAPAK BINA RIMBUN,2020-12-13,2020-12-24,workplace,ended,6
1084,KLUSTER TAPAK BINA RIMBUN,2020-12-13,2020-12-24,workplace,ended,1
1085,KLUSTER DESA IDAMAN,2020-12-13,2020-12-29,religious,ended,2
1086,KLUSTER DESA IDAMAN,2020-12-13,2020-12-29,religious,ended,1
1087,KLUSTER LESTARI,2020-12-13,2021-02-08,highRisk,ended,6
1088,KLUSTER LESTARI,2020-12-13,2021-02-08,highRisk,ended,11
1089,KLUSTER LESTARI,2020-12-13,2021-02-08,highRisk,ended,15
1090,KLUSTER LESTARI,2020-12-13,2021-02-08,highRisk,ended,17
1091,KLUSTER LESTARI,2020-12-13,2021-02-08,highRisk,ended,1
1092,KLUSTER TANJUNG SURIA,2020-12-13,2021-04-14,workplace,ended,4
1093,KLUSTER TANJUNG SURIA,2020-12-13,2021-04-14,workplace,ended,11
1094,KLUSTER TANJUNG SURIA,2020-12-13,2021-04-14,workplace,ended,1
1095,KLUSTER SENU SETIA,2020-12-14,2020-12-14,workplace,ended,15
1096,KLUSTER SENU SETIA,2020-12-14,2020-12-14,workplace,ended,1
1097,KLUSTER SOLAR RIA,2020-12-14,2021-03-23,workplace,ended,6
1098,KLUSTER SOLAR RIA,2020-12-14,2021-03-23,workplace,ended,11
1099,KLUSTER SOLAR RIA,2020-12-14,2021-03-23,workplace,ended,15
1100,KLUSTER SOLAR RIA,2020-12-14,2021-03-23,workplace,ended,17
1101,KLUSTER SOLAR RIA,2020-12-14,2021-03-23,workplace,ended,1
1102,KLUSTER SERI TASIK,2020-12-16,2020-12-15,community,ended,9
1103,KLUSTER SERI TASIK,2020-12-16,2020-12-15,community,ended,1
1104,KLUSTER INTEN,2020-12-16,2020-12-21,community,ended,7
1105,KLUSTER INTEN,2020-12-16,2020-12-21,community,ended,1
1106,KLUSTER BUKIT PUNAI,2020-12-16,2020-12-25,workplace,ended,13
1107,KLUSTER BUKIT PUNAI,2020-12-16,2020-12-25,workplace,ended,1
1108,KLUSTER CAHAYA MAHSURI,2020-12-16,2020-12-27,religious,ended,2
1109,KLUSTER CAHAYA MAHSURI,2020-12-16,2020-12-27,religious,ended,1
1110,KLUSTER TAPAK BINA PERMAI,2020-12-16,2021-01-13,workplace,ended,11
1111,KLUSTER TAPAK BINA PERMAI,2020-12-16,2021-01-13,workplace,ended,15
1112,KLUSTER TAPAK BINA PERMAI,2020-12-16,2021-01-13,workplace,ended,1
1113,KLUSTER TAPAK BINA LAUT,2020-12-16,2021-01-15,workplace,ended,15
1114,KLUSTER TAPAK BINA LAUT,2020-12-16,2021-01-15,workplace,ended,1
1115,KLUSTER TAPAK BINA MATAHARI,2020-12-16,2021-01-15,workplace,ended,15
1116,KLUSTER TAPAK BINA MATAHARI,2020-12-16,2021-01-15,workplace,ended,1
1117,KLUSTER PUNCAK GALAKSI,2020-12-16,2021-01-19,workplace,ended,11
1118,KLUSTER PUNCAK GALAKSI,2020-12-16,2021-01-19,workplace,ended,1
1119,KLUSTER TAPAK BINA PASIFIK,2020-12-17,2020-12-24,workplace,ended,15
1120,KLUSTER TAPAK BINA PASIFIK,2020-12-17,2020-12-24,workplace,ended,1
1121,KLUSTER MARINGKAN,2020-12-17,2021-01-03,community,ended,13
1122,KLUSTER MARINGKAN,2020-12-17,2021-01-03,community,ended,1
1123,KLUSTER UTAMA RINI,2020-12-18,2020-12-18,education,ended,2
1124,KLUSTER UTAMA RINI,2020-12-18,2020-12-18,education,ended,1
1125,KLUSTER TAPAK BINA JALAN TENGAH,2020-12-18,2020-12-21,workplace,ended,15
1126,KLUSTER TAPAK BINA JALAN TENGAH,2020-12-18,2020-12-21,workplace,ended,1
1127,KLUSTER SUGUD,2020-12-18,2021-01-05,community,ended,13
1128,KLUSTER SUGUD,2020-12-18,2021-01-05,community,ended,1
1129,KLUSTER PERSIARAN HEIGHTS,2020-12-18,2021-01-09,workplace,ended,6
1130,KLUSTER PERSIARAN HEIGHTS,2020-12-18,2021-01-09,workplace,ended,9
1131,KLUSTER PERSIARAN HEIGHTS,2020-12-18,2021-01-09,workplace,ended,15
1132,KLUSTER PERSIARAN HEIGHTS,2020-12-18,2021-01-09,workplace,ended,1
1133,KLUSTER TEMBOK GAJAH,2020-12-18,2021-01-16,detentionCentre,ended,2
1134,KLUSTER TEMBOK GAJAH,2020-12-18,2021-01-16,detentionCentre,ended,1
1135,KLUSTER TAPAK BINA LEBUH,2020-12-18,2021-02-18,workplace,ended,6
1136,KLUSTER TAPAK BINA LEBUH,2020-12-18,2021-02-18,workplace,ended,11
1137,KLUSTER TAPAK BINA LEBUH,2020-12-18,2021-02-18,workplace,ended,1
1138,KLUSTER KERIS RESIDENCE,2020-12-19,2020-12-26,workplace,ended,13
1139,KLUSTER KERIS RESIDENCE,2020-12-19,2020-12-26,workplace,ended,1
1140,KLUSTER LONG PANJI,2020-12-19,2020-12-27,community,ended,4
1141,KLUSTER LONG PANJI,2020-12-19,2020-12-27,community,ended,1
1142,KLUSTER BRUMAS,2020-12-19,2021-01-04,workplace,ended,13
1143,KLUSTER BRUMAS,2020-12-19,2021-01-04,workplace,ended,1
1144,KLUSTER JALAN TIMAH,2020-12-19,2021-01-15,workplace,ended,2
1145,KLUSTER JALAN TIMAH,2020-12-19,2021-01-15,workplace,ended,1
1146,KLUSTER TAPAK BINA JALAN ZUHRAH,2020-12-19,2021-01-19,workplace,ended,11
1147,KLUSTER TAPAK BINA JALAN ZUHRAH,2020-12-19,2021-01-19,workplace,ended,15
1148,KLUSTER TAPAK BINA JALAN ZUHRAH,2020-12-19,2021-01-19,workplace,ended,1
1149,KLUSTER ESTATE MAJU,2020-12-20,2020-12-25,workplace,ended,13
1150,KLUSTER ESTATE MAJU,2020-12-20,2020-12-25,workplace,ended,1
1151,KLUSTER TAPAK BINA METROPOLIS,2020-12-20,2020-12-31,workplace,ended,15
1152,KLUSTER TAPAK BINA METROPOLIS,2020-12-20,2020-12-31,workplace,ended,1
1153,KLUSTER BATU 39,2020-12-20,2021-01-14,workplace,ended,2
1154,KLUSTER BATU 39,2020-12-20,2021-01-14,workplace,ended,1
1155,KLUSTER DELIMA,2020-12-21,2020-12-22,education,ended,11
1156,KLUSTER DELIMA,2020-12-21,2020-12-22,education,ended,15
1157,KLUSTER DELIMA,2020-12-21,2020-12-22,education,ended,1
1158,KLUSTER TOWER,2020-12-21,2020-12-25,workplace,ended,7
1159,KLUSTER TOWER,2020-12-21,2020-12-25,workplace,ended,11
1160,KLUSTER TOWER,2020-12-21,2020-12-25,workplace,ended,15
1161,KLUSTER TOWER,2020-12-21,2020-12-25,workplace,ended,1
1162,KLUSTER PEKAPURI,2020-12-21,2020-12-27,workplace,ended,11
1163,KLUSTER PEKAPURI,2020-12-21,2020-12-27,workplace,ended,15
1164,KLUSTER PEKAPURI,2020-12-21,2020-12-27,workplace,ended,1
1165,KLUSTER MAY INDAH,2020-12-21,2020-12-27,workplace,ended,3
1166,KLUSTER MAY INDAH,2020-12-21,2020-12-27,workplace,ended,8
1167,KLUSTER MAY INDAH,2020-12-21,2020-12-27,workplace,ended,1
1168,KLUSTER BATU BESAR,2020-12-21,2020-12-30,workplace,ended,11
1169,KLUSTER BATU BESAR,2020-12-21,2020-12-30,workplace,ended,1
1170,KLUSTER WAWASAN,2020-12-21,2021-01-09,workplace,ended,11
1171,KLUSTER WAWASAN,2020-12-21,2021-01-09,workplace,ended,15
1172,KLUSTER WAWASAN,2020-12-21,2021-01-09,workplace,ended,17
1173,KLUSTER WAWASAN,2020-12-21,2021-01-09,workplace,ended,1
1174,KLUSTER J BANDAR,2020-12-21,2021-01-20,workplace,ended,16
1175,KLUSTER J BANDAR,2020-12-21,2021-01-20,workplace,ended,1
1176,KLUSTER TAPAK BINA PELANGI,2020-12-21,2021-01-26,workplace,ended,15
1177,KLUSTER TAPAK BINA PELANGI,2020-12-21,2021-01-26,workplace,ended,1
1178,KLUSTER BUKIT NAGA,2020-12-22,2020-12-31,workplace,ended,11
1179,KLUSTER BUKIT NAGA,2020-12-22,2020-12-31,workplace,ended,1
1180,KLUSTER TAPAK BINA RESIDEN,2020-12-22,2020-12-31,workplace,ended,15
1181,KLUSTER TAPAK BINA RESIDEN,2020-12-22,2020-12-31,workplace,ended,1
1182,KLUSTER TAPAK BINA SINAR VIEW,2020-12-22,2020-12-31,workplace,ended,15
1183,KLUSTER TAPAK BINA SINAR VIEW,2020-12-22,2020-12-31,workplace,ended,1
1184,KLUSTER TAPAK BINA KASIH,2020-12-22,2020-12-31,workplace,ended,11
1185,KLUSTER TAPAK BINA KASIH,2020-12-22,2020-12-31,workplace,ended,15
1186,KLUSTER TAPAK BINA KASIH,2020-12-22,2020-12-31,workplace,ended,1
1187,KLUSTER PAGINATAN,2020-12-22,2021-01-02,community,ended,13
1188,KLUSTER PAGINATAN,2020-12-22,2021-01-02,community,ended,1
1189,KLUSTER RAPAT,2020-12-22,2021-01-08,workplace,ended,9
1190,KLUSTER RAPAT,2020-12-22,2021-01-08,workplace,ended,1
1191,KLUSTER TAMPOI JAYA,2020-12-22,2021-01-18,workplace,ended,2
1192,KLUSTER TAMPOI JAYA,2020-12-22,2021-01-18,workplace,ended,1
1193,KLUSTER KOBENA,2020-12-23,2020-12-08,community,ended,2
1194,KLUSTER KOBENA,2020-12-23,2020-12-08,community,ended,1
1195,KLUSTER SAGA TENGAH,2020-12-23,2020-12-27,community,ended,13
1196,KLUSTER SAGA TENGAH,2020-12-23,2020-12-27,community,ended,1
1197,KLUSTER HALA MUTIARA,2020-12-23,2020-12-29,detentionCentre,ended,9
1198,KLUSTER HALA MUTIARA,2020-12-23,2020-12-29,detentionCentre,ended,1
1199,KLUSTER KOLAM AIR,2020-12-23,2021-01-02,detentionCentre,ended,3
1200,KLUSTER KOLAM AIR,2020-12-23,2021-01-02,detentionCentre,ended,1
1201,KLUSTER MENARA WANG,2020-12-23,2021-01-03,workplace,ended,7
1202,KLUSTER MENARA WANG,2020-12-23,2021-01-03,workplace,ended,11
1203,KLUSTER MENARA WANG,2020-12-23,2021-01-03,workplace,ended,15
1204,KLUSTER MENARA WANG,2020-12-23,2021-01-03,workplace,ended,1
1205,KLUSTER TAPAK BINA JALAN PANAH,2020-12-23,2021-02-11,workplace,ended,15
1206,KLUSTER TAPAK BINA JALAN PANAH,2020-12-23,2021-02-11,workplace,ended,1
1207,KLUSTER TAPAK BINA JALAN TUN,2020-12-24,2020-12-23,workplace,ended,15
1208,KLUSTER TAPAK BINA JALAN TUN,2020-12-24,2020-12-23,workplace,ended,1
1209,KLUSTER JALAN PANDAN,2020-12-24,2020-12-27,workplace,ended,11
1210,KLUSTER JALAN PANDAN,2020-12-24,2020-12-27,workplace,ended,15
1211,KLUSTER JALAN PANDAN,2020-12-24,2020-12-27,workplace,ended,1
1212,KLUSTER SUNGAI BURONG,2020-12-24,2021-01-19,community,ended,6
1213,KLUSTER SUNGAI BURONG,2020-12-24,2021-01-19,community,ended,11
1214,KLUSTER SUNGAI BURONG,2020-12-24,2021-01-19,community,ended,1
1215,KLUSTER KEBUN BARU,2020-12-24,2021-04-06,workplace,ended,6
1216,KLUSTER KEBUN BARU,2020-12-24,2021-04-06,workplace,ended,11
1217,KLUSTER KEBUN BARU,2020-12-24,2021-04-06,workplace,ended,15
1218,KLUSTER KEBUN BARU,2020-12-24,2021-04-06,workplace,ended,17
1219,KLUSTER KEBUN BARU,2020-12-24,2021-04-06,workplace,ended,1
1220,KLUSTER CASSIA DIAMOND,2020-12-25,2020-12-25,community,ended,8
1221,KLUSTER CASSIA DIAMOND,2020-12-25,2020-12-25,community,ended,11
1222,KLUSTER CASSIA DIAMOND,2020-12-25,2020-12-25,community,ended,1
1223,KLUSTER TAPAK BINA KIARA,2020-12-25,2021-01-04,workplace,ended,11
1224,KLUSTER TAPAK BINA KIARA,2020-12-25,2021-01-04,workplace,ended,15
1225,KLUSTER TAPAK BINA KIARA,2020-12-25,2021-01-04,workplace,ended,1
1226,KLUSTER POMPOD,2020-12-25,2021-01-10,detentionCentre,ended,13
1227,KLUSTER POMPOD,2020-12-25,2021-01-10,detentionCentre,ended,1
1228,KLUSTER TAPAK BINA PERKASA,2020-12-25,2021-01-16,workplace,ended,15
1229,KLUSTER TAPAK BINA PERKASA,2020-12-25,2021-01-16,workplace,ended,1
1230,KLUSTER SEMAMBU,2020-12-26,2020-12-26,workplace,ended,7
1231,KLUSTER SEMAMBU,2020-12-26,2020-12-26,workplace,ended,1
1232,KLUSTER LIS PUTIH,2020-12-26,2020-12-27,community,ended,8
1233,KLUSTER LIS PUTIH,2020-12-26,2020-12-27,community,ended,1
1234,KLUSTER TAPAK BINA JALAN SENG,2020-12-26,2020-12-27,workplace,ended,15
1235,KLUSTER TAPAK BINA JALAN SENG,2020-12-26,2020-12-27,workplace,ended,1
1236,KLUSTER TEMBOK,2020-12-26,2021-01-03,detentionCentre,ended,3
1237,KLUSTER TEMBOK,2020-12-26,2021-01-03,detentionCentre,ended,9
1238,KLUSTER TEMBOK,2020-12-26,2021-01-03,detentionCentre,ended,1
1239,KLUSTER SENTOSA RESIDENSI,2020-12-26,2021-01-03,highRisk,ended,3
1240,KLUSTER SENTOSA RESIDENSI,2020-12-26,2021-01-03,highRisk,ended,8
1241,KLUSTER SENTOSA RESIDENSI,2020-12-26,2021-01-03,highRisk,ended,1
1242,KLUSTER SERAGAM CHEPA,2020-12-26,2021-01-15,community,ended,4
1243,KLUSTER SERAGAM CHEPA,2020-12-26,2021-01-15,community,ended,1
1244,KLUSTER PAGAR BENTONG,2020-12-26,2021-01-15,detentionCentre,ended,7
1245,KLUSTER PAGAR BENTONG,2020-12-26,2021-01-15,detentionCentre,ended,1
1246,KLUSTER SUNGAI REDAN,2020-12-26,2021-01-17,community,ended,2
1247,KLUSTER SUNGAI REDAN,2020-12-26,2021-01-17,community,ended,5
1248,KLUSTER SUNGAI REDAN,2020-12-26,2021-01-17,community,ended,1
1249,KLUSTER PAGAR SIPUT,2020-12-26,2021-01-17,detentionCentre,ended,2
1250,KLUSTER PAGAR SIPUT,2020-12-26,2021-01-17,detentionCentre,ended,1
1251,KLUSTER HALBAN,2020-12-26,2021-01-21,education,ended,4
1252,KLUSTER HALBAN,2020-12-26,2021-01-21,education,ended,6
1253,KLUSTER HALBAN,2020-12-26,2021-01-21,education,ended,8
1254,KLUSTER HALBAN,2020-12-26,2021-01-21,education,ended,11
1255,KLUSTER HALBAN,2020-12-26,2021-01-21,education,ended,12
1256,KLUSTER HALBAN,2020-12-26,2021-01-21,education,ended,1
1257,KLUSTER PLASTIK SUBANG,2020-12-26,2021-02-21,workplace,ended,11
1258,KLUSTER PLASTIK SUBANG,2020-12-26,2021-02-21,workplace,ended,1
1259,KLUSTER JALAN ASAM,2020-12-26,2021-04-08,workplace,ended,11
1260,KLUSTER JALAN ASAM,2020-12-26,2021-04-08,workplace,ended,1
1261,KLUSTER JALAN SEDCO,2020-12-27,2021-01-08,workplace,ended,13
1262,KLUSTER JALAN SEDCO,2020-12-27,2021-01-08,workplace,ended,1
1263,KLUSTER PUTRA 15,2020-12-28,2020-12-30,workplace,ended,6
1264,KLUSTER PUTRA 15,2020-12-28,2020-12-30,workplace,ended,17
1265,KLUSTER PUTRA 15,2020-12-28,2020-12-30,workplace,ended,1
1266,KLUSTER TAPAK BINA JALAN GADANG,2020-12-28,2020-12-31,workplace,ended,15
1267,KLUSTER TAPAK BINA JALAN GADANG,2020-12-28,2020-12-31,workplace,ended,1
1268,KLUSTER PINTU GENG,2020-12-28,2021-01-09,community,ended,4
1269,KLUSTER PINTU GENG,2020-12-28,2021-01-09,community,ended,1
1270,KLUSTER BUKIT PASIR,2020-12-28,2021-02-03,workplace,ended,2
1271,KLUSTER BUKIT PASIR,2020-12-28,2021-02-03,workplace,ended,3
1272,KLUSTER BUKIT PASIR,2020-12-28,2021-02-03,workplace,ended,1
1273,KLUSTER MENARA SRI,2020-12-28,2021-02-27,workplace,ended,9
1274,KLUSTER MENARA SRI,2020-12-28,2021-02-27,workplace,ended,15
1275,KLUSTER MENARA SRI,2020-12-28,2021-02-27,workplace,ended,1
1276,KLUSTER TEGULI,2020-12-29,2020-12-28,highRisk,ended,13
1277,KLUSTER TEGULI,2020-12-29,2020-12-28,highRisk,ended,1
1278,KLUSTER INTEGRA IKON,2020-12-29,2020-12-31,workplace,ended,15
1279,KLUSTER INTEGRA IKON,2020-12-29,2020-12-31,workplace,ended,1
1280,KLUSTER RAMBAI,2020-12-29,2021-01-08,community,ended,5
1281,KLUSTER RAMBAI,2020-12-29,2021-01-08,community,ended,6
1282,KLUSTER RAMBAI,2020-12-29,2021-01-08,community,ended,11
1283,KLUSTER RAMBAI,2020-12-29,2021-01-08,community,ended,1
1284,KLUSTER TIMBANG DAYANG,2020-12-29,2021-01-10,community,ended,13
