id,cluster,date_announced,date_last_onset,category,status,state_id
7350,KLUSTER JALAN WANGSA DELIMA,2021-07-22,2021-08-23,workplace,ended,15
7351,KLUSTER JALAN WANGSA DELIMA,2021-07-22,2021-08-23,workplace,ended,1
7352,KLUSTER INDUSTRI JALAN SUNGAI,2021-07-22,2021-09-09,workplace,ended,11
7353,KLUSTER INDUSTRI JALAN SUNGAI,2021-07-22,2021-09-09,workplace,ended,1
7354,KLUSTER DAH PERUSAHAAN LIMA INDUSTRI KULIM,2021-07-22,2021-09-16,workplace,ended,3
7355,KLUSTER DAH PERUSAHAAN LIMA INDUSTRI KULIM,2021-07-22,2021-09-16,workplace,ended,1
7356,KLUSTER PERSIARAN CASSIA SELATAN TUJUH,2021-07-22,2021-10-06,workplace,ended,8
7357,KLUSTER PERSIARAN CASSIA SELATAN TUJUH,2021-07-22,2021-10-06,workplace,ended,9
7358,KLUSTER PERSIARAN CASSIA SELATAN TUJUH,2021-07-22,2021-10-06,workplace,ended,1
7359,KLUSTER INDUSTRI TERATAI,2021-07-22,2021-10-16,workplace,ended,11
7360,KLUSTER INDUSTRI TERATAI,2021-07-22,2021-10-16,workplace,ended,1
7361,KLUSTER INDUSTRI KENANGA LAPAN,2021-07-23,2021-07-22,workplace,ended,11
7362,KLUSTER INDUSTRI KENANGA LAPAN,2021-07-23,2021-07-22,workplace,ended,1
7363,KLUSTER JALAN STESEN TV,2021-07-23,2021-07-22,workplace,ended,13
7364,KLUSTER JALAN STESEN TV,2021-07-23,2021-07-22,workplace,ended,1
7365,KLUSTER SUTERA SOGA,2021-07-23,2021-07-23,highRisk,ended,2
7366,KLUSTER SUTERA SOGA,2021-07-23,2021-07-23,highRisk,ended,1
7367,KLUSTER JALAN YAHYA 3,2021-07-23,2021-07-23,education,ended,15
7368,KLUSTER JALAN YAHYA 3,2021-07-23,2021-07-23,education,ended,1
7369,KLUSTER PALOH PINTU GENG,2021-07-23,2021-07-25,community,ended,4
7370,KLUSTER PALOH PINTU GENG,2021-07-23,2021-07-25,community,ended,1
7371,KLUSTER ULU SENULAU,2021-07-23,2021-07-25,community,ended,14
7372,KLUSTER ULU SENULAU,2021-07-23,2021-07-25,community,ended,1
7373,KLUSTER ULU PULAI,2021-07-23,2021-07-26,workplace,ended,2
7374,KLUSTER ULU PULAI,2021-07-23,2021-07-26,workplace,ended,1
7375,KLUSTER MUHIBAH,2021-07-23,2021-07-27,community,ended,11
7376,KLUSTER MUHIBAH,2021-07-23,2021-07-27,community,ended,1
7377,KLUSTER JALAN BISTARI YAYASAN,2021-07-23,2021-07-31,community,ended,2
7378,KLUSTER JALAN BISTARI YAYASAN,2021-07-23,2021-07-31,community,ended,6
7379,KLUSTER JALAN BISTARI YAYASAN,2021-07-23,2021-07-31,community,ended,1
7380,KLUSTER TAPAK BINA JALAN PUTRA,2021-07-23,2021-07-31,workplace,ended,15
7381,KLUSTER TAPAK BINA JALAN PUTRA,2021-07-23,2021-07-31,workplace,ended,1
7382,KLUSTER BUKIT BERANGAN,2021-07-23,2021-08-01,community,ended,9
7383,KLUSTER BUKIT BERANGAN,2021-07-23,2021-08-01,community,ended,1
7384,KLUSTER JALAN PESISIR BINTULU-MIRI,2021-07-23,2021-08-01,workplace,ended,14
7385,KLUSTER JALAN PESISIR BINTULU-MIRI,2021-07-23,2021-08-01,workplace,ended,1
7386,KLUSTER JENDERAM,2021-07-23,2021-08-02,religious,ended,11
7387,KLUSTER JENDERAM,2021-07-23,2021-08-02,religious,ended,1
7388,KLUSTER OFF JALAN BANDAR PG,2021-07-23,2021-08-02,highRisk,ended,2
7389,KLUSTER OFF JALAN BANDAR PG,2021-07-23,2021-08-02,highRisk,ended,1
7390,KLUSTER KAMPUNG MANANAM,2021-07-23,2021-08-05,community,ended,13
7391,KLUSTER KAMPUNG MANANAM,2021-07-23,2021-08-05,community,ended,1
7392,KLUSTER KAMPUNG JAMBU PANJI,2021-07-23,2021-08-06,community,ended,4
7393,KLUSTER KAMPUNG JAMBU PANJI,2021-07-23,2021-08-06,community,ended,1
7394,KLUSTER BALAI RINGIN MELAYU,2021-07-23,2021-08-07,community,ended,14
7395,KLUSTER BALAI RINGIN MELAYU,2021-07-23,2021-08-07,community,ended,1
7396,KLUSTER JALAN BATU KARANG,2021-07-23,2021-08-09,workplace,ended,9
7397,KLUSTER JALAN BATU KARANG,2021-07-23,2021-08-09,workplace,ended,1
7398,KLUSTER JALAN MOHD ARIS,2021-07-23,2021-08-09,community,ended,2
7399,KLUSTER JALAN MOHD ARIS,2021-07-23,2021-08-09,community,ended,1
7400,KLUSTER JALAN TEMENGGUNG INDUSTRI,2021-07-23,2021-08-09,workplace,ended,2
7401,KLUSTER JALAN TEMENGGUNG INDUSTRI,2021-07-23,2021-08-09,workplace,ended,1
7402,KLUSTER KAMPUNG BANGGOL PAK ESAH,2021-07-23,2021-08-10,community,ended,4
7403,KLUSTER KAMPUNG BANGGOL PAK ESAH,2021-07-23,2021-08-10,community,ended,1
7404,KLUSTER KAMPUNG BUKIT MERBAU,2021-07-23,2021-08-11,community,ended,4
7405,KLUSTER KAMPUNG BUKIT MERBAU,2021-07-23,2021-08-11,community,ended,1
7406,KLUSTER KERILLA,2021-07-23,2021-08-13,community,ended,4
7407,KLUSTER KERILLA,2021-07-23,2021-08-13,community,ended,11
7408,KLUSTER KERILLA,2021-07-23,2021-08-13,community,ended,1
7409,KLUSTER JALAN ALAM JAYA 2/7,2021-07-23,2021-08-14,highRisk,ended,11
7410,KLUSTER JALAN ALAM JAYA 2/7,2021-07-23,2021-08-14,highRisk,ended,1
7411,KLUSTER BIAK DARAT,2021-07-23,2021-08-19,community,ended,9
7412,KLUSTER BIAK DARAT,2021-07-23,2021-08-19,community,ended,1
7413,KLUSTER KAMPUNG BARU BUKIT KECIL LABOK,2021-07-23,2021-08-21,community,ended,4
7414,KLUSTER KAMPUNG BARU BUKIT KECIL LABOK,2021-07-23,2021-08-21,community,ended,1
7415,KLUSTER JALAN UTARA 2,2021-07-23,2021-08-22,highRisk,ended,13
7416,KLUSTER JALAN UTARA 2,2021-07-23,2021-08-22,highRisk,ended,1
7417,KLUSTER BUKIT MAS,2021-07-23,2021-08-25,workplace,ended,13
7418,KLUSTER BUKIT MAS,2021-07-23,2021-08-25,workplace,ended,1
7419,KLUSTER TELUK MENARA,2021-07-23,2021-08-26,community,ended,12
7420,KLUSTER TELUK MENARA,2021-07-23,2021-08-26,community,ended,1
7421,KLUSTER DESA AYER HITAM,2021-07-23,2021-09-30,community,ended,11
7422,KLUSTER DESA AYER HITAM,2021-07-23,2021-09-30,community,ended,1
7423,KLUSTER INDUSTRI JALAN RAJA NONG,2021-07-24,2021-07-23,workplace,ended,11
7424,KLUSTER INDUSTRI JALAN RAJA NONG,2021-07-24,2021-07-23,workplace,ended,1
7425,KLUSTER TAPAK BINA SUNGAI BUNUS,2021-07-24,2021-07-23,workplace,ended,15
7426,KLUSTER TAPAK BINA SUNGAI BUNUS,2021-07-24,2021-07-23,workplace,ended,1
7427,KLUSTER JALAN BESAR TANJUNG SEPAT,2021-07-24,2021-07-23,workplace,ended,11
7428,KLUSTER JALAN BESAR TANJUNG SEPAT,2021-07-24,2021-07-23,workplace,ended,1
7429,KLUSTER JALAN HELANG BUKIT,2021-07-24,2021-07-23,workplace,ended,15
7430,KLUSTER JALAN HELANG BUKIT,2021-07-24,2021-07-23,workplace,ended,1
7431,KLUSTER INDUSTRI KOTA BUROK,2021-07-24,2021-07-23,workplace,ended,2
7432,KLUSTER INDUSTRI KOTA BUROK,2021-07-24,2021-07-23,workplace,ended,1
7433,KLUSTER TAPAK BINA JALAN PASAR SENTUL,2021-07-24,2021-07-26,workplace,ended,15
7434,KLUSTER TAPAK BINA JALAN PASAR SENTUL,2021-07-24,2021-07-26,workplace,ended,1
7435,KLUSTER KLEDANG UTARA TIGA,2021-07-24,2021-07-26,workplace,ended,9
7436,KLUSTER KLEDANG UTARA TIGA,2021-07-24,2021-07-26,workplace,ended,1
7437,KLUSTER KAMPUNG LUBOK STOL,2021-07-24,2021-07-27,community,ended,4
7438,KLUSTER KAMPUNG LUBOK STOL,2021-07-24,2021-07-27,community,ended,1
7439,KLUSTER NOSOOB BARU,2021-07-24,2021-07-29,community,ended,13
7440,KLUSTER NOSOOB BARU,2021-07-24,2021-07-29,community,ended,1
